level,node,kappa,p,B,events,phat
zone,6082812857,2,0.02,100000,84,0.00084
zone,6103772408,1,0.02,100000,5375,0.05375
zone,6218672137,4,0.02,100000,1,1e-05
zone,6297842341,3,0.02,100000,1,1e-05
zone,6382607320,50,0.02,100000,0,0.0
zone,6382660358,1,0.02,100000,6017,0.06017
zone,6413205593,1,0.02,100000,2645,0.02645
zone,6424992738,3,0.02,100000,6,6e-05
zone,6485634277,1,0.02,100000,10383,0.10383
zone,6842012554,2,0.02,100000,175,0.00175
zone,6943141604,3,0.02,100000,0,0.0
zone,6978253606,2,0.02,100000,221,0.00221
zone,7078045305,1,0.02,100000,4073,0.04073
zone,7252348260,2,0.02,100000,40,0.0004
zone,7252348348,2,0.02,100000,63,0.00063
zone,7302027445,1,0.02,100000,6843,0.06843
zone,7324925163,2,0.02,100000,59,0.00059
zone,7507211789,3,0.02,100000,2,2e-05
zone,7526485262,3,0.02,100000,2,2e-05
zone,7538034841,1,0.02,100000,4108,0.04108
zone,8180254364,3,0.02,100000,55,0.00055
zone,8194970010,3,0.02,100000,0,0.0
zone,8384828362,2,0.02,100000,360,0.0036
zone,9077221631,3,0.02,100000,269,0.00269
zone,9388663514,3,0.02,100000,2,2e-05
zone,9442685034,1,0.02,100000,4870,0.0487
zone,9458274498,2,0.02,100000,1318,0.01318
zone,9465476414,1,0.02,100000,1927,0.01927
zone,9572309680,3,0.02,100000,42,0.00042
zone,10121889968,3,0.02,100000,2,2e-05
zone,11020963045,2,0.02,100000,48,0.00048
zone,11242746353,4,0.02,100000,0,0.0
zone,11244319933,1,0.02,100000,2041,0.02041
zone,11283451737,1,0.02,100000,2066,0.02066
zone,11374707215,2,0.02,100000,92,0.00092
zone,12208571890,3,0.02,100000,1,1e-05
zone,12469949090,1,0.02,100000,2400,0.024
zone,12475540910,1,0.02,100000,20412,0.20412
zone,12859738691,1,0.02,100000,6153,0.06153
zone,12966750100,3,0.02,100000,10,0.0001
class,-1,0,0.02,100000,100000,1.0
class,-1,1,0.02,100000,338141,0.06038232142857143
class,-1,2,0.02,100000,35191,0.003704315789473684
class,-1,3,0.02,100000,1509,0.00017546511627906976
class,-1,4,0.02,100000,36,7.2e-06
class,-1,5,0.02,100000,1,7.692307692307693e-07
class,-1,inf,0.02,100000,0,0.0
zone,21638855,2,0.01,100000,57,0.00057
zone,30227399,2,0.01,100000,122,0.00122
zone,30236779,4,0.01,100000,0,0.0
zone,30237479,5,0.01,100000,0,0.0
zone,30237587,50,0.01,100000,0,0.0
zone,30237772,3,0.01,100000,0,0.0
zone,30238025,4,0.01,100000,0,0.0
zone,30242759,4,0.01,100000,0,0.0
zone,30242764,2,0.01,100000,13,0.00013
zone,30243889,3,0.01,100000,2,2e-05
zone,30244000,3,0.01,100000,0,0.0
zone,30246671,3,0.01,100000,2,2e-05
zone,30247027,4,0.01,100000,0,0.0
zone,30248312,3,0.01,100000,0,0.0
zone,30248550,3,0.01,100000,0,0.0
zone,30253297,3,0.01,100000,3,3e-05
zone,30253333,1,0.01,100000,1995,0.01995
zone,30254011,2,0.01,100000,74,0.00074
zone,30254082,3,0.01,100000,0,0.0
zone,30254089,4,0.01,100000,0,0.0
zone,30254596,3,0.01,100000,2,2e-05
zone,30254613,2,0.01,100000,69,0.00069
zone,30254627,5,0.01,100000,0,0.0
zone,30264420,3,0.01,100000,2,2e-05
zone,30264555,3,0.01,100000,0,0.0
zone,30294332,4,0.01,100000,0,0.0
zone,30294550,4,0.01,100000,0,0.0
zone,30294569,4,0.01,100000,0,0.0
zone,30294656,1,0.01,100000,1010,0.0101
zone,30294673,2,0.01,100000,21,0.00021
zone,30295335,4,0.01,100000,0,0.0
zone,30295408,4,0.01,100000,0,0.0
zone,30296347,2,0.01,100000,76,0.00076
zone,30296368,2,0.01,100000,19,0.00019
zone,30297272,2,0.01,100000,105,0.00105
zone,30312388,3,0.01,100000,0,0.0
zone,30312481,3,0.01,100000,0,0.0
zone,30312952,2,0.01,100000,9,9e-05
zone,30313171,3,0.01,100000,0,0.0
zone,30313182,4,0.01,100000,0,0.0
zone,30314638,3,0.01,100000,2,2e-05
zone,30315481,3,0.01,100000,0,0.0
zone,30333441,1,0.01,100000,1085,0.01085
zone,30343459,3,0.01,100000,0,0.0
zone,30343467,2,0.01,100000,28,0.00028
zone,30553748,4,0.01,100000,0,0.0
zone,30555974,3,0.01,100000,0,0.0
zone,30556617,1,0.01,100000,976,0.00976
zone,30558257,3,0.01,100000,0,0.0
zone,30617337,1,0.01,100000,2035,0.02035
zone,30960639,1,0.01,100000,2981,0.02981
zone,30960786,4,0.01,100000,0,0.0
zone,30960805,1,0.01,100000,2024,0.02024
zone,35120255,2,0.01,100000,341,0.00341
zone,60969514,2,0.01,100000,21,0.00021
zone,91783971,5,0.01,100000,0,0.0
zone,126797329,4,0.01,100000,0,0.0
zone,168529698,4,0.01,100000,0,0.0
zone,252826185,3,0.01,100000,0,0.0
zone,253790706,4,0.01,100000,0,0.0
zone,258359387,2,0.01,100000,11,0.00011
zone,260723600,50,0.01,100000,0,0.0
zone,269379908,5,0.01,100000,0,0.0
zone,273102085,3,0.01,100000,11,0.00011
zone,288024527,3,0.01,100000,0,0.0
zone,301572279,4,0.01,100000,0,0.0
zone,312680287,2,0.01,100000,26,0.00026
zone,319600517,3,0.01,100000,2,2e-05
zone,330028856,4,0.01,100000,0,0.0
zone,330417668,4,0.01,100000,0,0.0
zone,340195871,2,0.01,100000,86,0.00086
zone,358505142,3,0.01,100000,1,1e-05
zone,359099426,2,0.01,100000,18,0.00018
zone,359235499,5,0.01,100000,0,0.0
zone,364719899,2,0.01,100000,8,8e-05
zone,364720256,3,0.01,100000,0,0.0
zone,365564404,4,0.01,100000,0,0.0
zone,366065833,4,0.01,100000,0,0.0
zone,366222990,2,0.01,100000,38,0.00038
zone,376748008,4,0.01,100000,0,0.0
zone,387127535,2,0.01,100000,37,0.00037
zone,387127546,3,0.01,100000,2,2e-05
zone,390057404,4,0.01,100000,0,0.0
zone,390227080,5,0.01,100000,0,0.0
zone,390227097,2,0.01,100000,23,0.00023
zone,395305579,1,0.01,100000,1020,0.0102
zone,412436543,3,0.01,100000,0,0.0
zone,412449528,5,0.01,100000,0,0.0
zone,412453203,5,0.01,100000,0,0.0
zone,415716567,3,0.01,100000,0,0.0
zone,416012211,4,0.01,100000,0,0.0
zone,416523682,2,0.01,100000,114,0.00114
zone,417972197,3,0.01,100000,2,2e-05
zone,417979586,4,0.01,100000,0,0.0
zone,430757826,2,0.01,100000,67,0.00067
zone,442540276,4,0.01,100000,0,0.0
zone,457394433,2,0.01,100000,26,0.00026
zone,478855374,3,0.01,100000,3,3e-05
zone,481146996,2,0.01,100000,11,0.00011
zone,482511822,3,0.01,100000,1,1e-05
zone,512003089,1,0.01,100000,4046,0.04046
zone,534332665,1,0.01,100000,1238,0.01238
zone,534367705,3,0.01,100000,0,0.0
zone,535228353,2,0.01,100000,13,0.00013
zone,537861932,2,0.01,100000,1364,0.01364
zone,541644020,2,0.01,100000,16,0.00016
zone,552884560,2,0.01,100000,64,0.00064
zone,552884596,3,0.01,100000,4,4e-05
zone,557230343,3,0.01,100000,0,0.0
zone,559410525,5,0.01,100000,0,0.0
zone,559424463,4,0.01,100000,0,0.0
zone,559765962,50,0.01,100000,0,0.0
zone,559787230,4,0.01,100000,0,0.0
zone,566450893,1,0.01,100000,5299,0.05299
zone,567448762,3,0.01,100000,0,0.0
zone,568495538,3,0.01,100000,1,1e-05
zone,568847334,3,0.01,100000,0,0.0
zone,572064585,3,0.01,100000,0,0.0
zone,575781189,3,0.01,100000,0,0.0
zone,575827094,4,0.01,100000,0,0.0
zone,576583334,2,0.01,100000,84,0.00084
zone,582874668,2,0.01,100000,1189,0.01189
zone,597218402,1,0.01,100000,1024,0.01024
zone,598224964,2,0.01,100000,17,0.00017
zone,600466257,2,0.01,100000,20,0.0002
zone,601047993,2,0.01,100000,44,0.00044
zone,630583121,4,0.01,100000,0,0.0
zone,634519971,2,0.01,100000,21,0.00021
zone,658169112,1,0.01,100000,3339,0.03339
zone,668513854,2,0.01,100000,51,0.00051
zone,674780716,1,0.01,100000,1084,0.01084
zone,692807356,2,0.01,100000,22,0.00022
zone,700938101,3,0.01,100000,1,1e-05
zone,760332207,4,0.01,100000,0,0.0
zone,771231881,2,0.01,100000,194,0.00194
zone,772984585,4,0.01,100000,0,0.0
zone,779227747,3,0.01,100000,2,2e-05
zone,790034779,4,0.01,100000,0,0.0
zone,797498302,5,0.01,100000,0,0.0
zone,955030275,3,0.01,100000,0,0.0
zone,960625586,3,0.01,100000,0,0.0
zone,977641428,2,0.01,100000,184,0.00184
zone,998615790,2,0.01,100000,32,0.00032
zone,1001228568,1,0.01,100000,1091,0.01091
zone,1071400892,1,0.01,100000,3270,0.0327
zone,1075221588,4,0.01,100000,0,0.0
zone,1126640615,3,0.01,100000,0,0.0
zone,1148143947,2,0.01,100000,17,0.00017
zone,1156424413,4,0.01,100000,0,0.0
zone,1297521253,3,0.01,100000,0,0.0
zone,1299373047,2,0.01,100000,28,0.00028
zone,1299414813,1,0.01,100000,4941,0.04941
zone,1299613770,5,0.01,100000,0,0.0
zone,1350170559,1,0.01,100000,2027,0.02027
zone,1350466761,1,0.01,100000,3145,0.03145
zone,1350686227,1,0.01,100000,6453,0.06453
zone,1363598881,4,0.01,100000,1,1e-05
zone,1368967593,3,0.01,100000,3,3e-05
zone,1374636541,2,0.01,100000,22,0.00022
zone,1374757788,3,0.01,100000,0,0.0
zone,1404124266,3,0.01,100000,3,3e-05
zone,1421429965,2,0.01,100000,12,0.00012
zone,1479334732,3,0.01,100000,0,0.0
zone,1483794695,4,0.01,100000,0,0.0
zone,1484164576,1,0.01,100000,1054,0.01054
zone,1500032696,2,0.01,100000,7,7e-05
zone,1501426310,1,0.01,100000,2119,0.02119
zone,1501426324,1,0.01,100000,2123,0.02123
zone,1532752080,2,0.01,100000,20,0.0002
zone,1563547709,1,0.01,100000,3033,0.03033
zone,1599256602,1,0.01,100000,7113,0.07113
zone,1610134825,2,0.01,100000,525,0.00525
zone,1613677358,2,0.01,100000,65,0.00065
zone,1622477296,2,0.01,100000,60,0.0006
zone,1684889804,4,0.01,100000,2,2e-05
zone,1695282555,4,0.01,100000,0,0.0
zone,1708943419,2,0.01,100000,47,0.00047
zone,1710758986,3,0.01,100000,0,0.0
zone,1772825227,1,0.01,100000,5373,0.05373
zone,1787518046,3,0.01,100000,3,3e-05
zone,1817382286,1,0.01,100000,5411,0.05411
zone,1840721017,3,0.01,100000,5,5e-05
zone,1853174728,2,0.01,100000,199,0.00199
zone,1912198618,2,0.01,100000,25,0.00025
zone,1912611158,2,0.01,100000,35,0.00035
zone,2020404323,3,0.01,100000,1,1e-05
zone,2087205008,2,0.01,100000,65,0.00065
zone,2087205009,2,0.01,100000,13,0.00013
zone,2111268464,0,0.01,100000,100000,1.0
zone,2128042600,2,0.01,100000,71,0.00071
zone,2128051855,3,0.01,100000,16,0.00016
zone,2239783567,1,0.01,100000,5921,0.05921
zone,2262659438,4,0.01,100000,0,0.0
zone,2267226601,3,0.01,100000,1,1e-05
zone,2268659706,2,0.01,100000,12,0.00012
zone,2279497342,1,0.01,100000,1943,0.01943
zone,2293731650,3,0.01,100000,0,0.0
zone,2293731677,3,0.01,100000,0,0.0
zone,2445068410,3,0.01,100000,1,1e-05
zone,2529520245,1,0.01,100000,1053,0.01053
zone,2589060116,4,0.01,100000,0,0.0
zone,2593809553,2,0.01,100000,10,0.0001
zone,2610196546,4,0.01,100000,0,0.0
zone,2677447194,2,0.01,100000,19,0.00019
zone,2703938174,1,0.01,100000,2069,0.02069
zone,2706190120,3,0.01,100000,2,2e-05
zone,2706292285,2,0.01,100000,26,0.00026
zone,2749938625,4,0.01,100000,0,0.0
zone,2777318575,4,0.01,100000,0,0.0
zone,2819073400,3,0.01,100000,1,1e-05
zone,2871521890,1,0.01,100000,4215,0.04215
zone,2888571943,5,0.01,100000,0,0.0
zone,2972809856,2,0.01,100000,126,0.00126
zone,3005325699,2,0.01,100000,19,0.00019
zone,3044253138,2,0.01,100000,68,0.00068
zone,3048076640,2,0.01,100000,44,0.00044
zone,3059542904,4,0.01,100000,0,0.0
zone,3129196084,2,0.01,100000,11,0.00011
zone,3199153776,3,0.01,100000,6,6e-05
zone,3215617656,2,0.01,100000,11,0.00011
zone,3502009394,1,0.01,100000,2045,0.02045
zone,3517445007,4,0.01,100000,0,0.0
zone,3528888206,2,0.01,100000,62,0.00062
zone,3635761667,2,0.01,100000,59,0.00059
zone,3683481332,3,0.01,100000,2,2e-05
zone,3805966095,2,0.01,100000,47,0.00047
zone,3856010100,2,0.01,100000,37,0.00037
zone,3934957720,3,0.01,100000,5,5e-05
zone,4112026312,1,0.01,100000,1226,0.01226
zone,4139421839,2,0.01,100000,311,0.00311
zone,4159251102,2,0.01,100000,144,0.00144
zone,4182135640,2,0.01,100000,10,0.0001
zone,4222897297,2,0.01,100000,12,0.00012
zone,4234151123,3,0.01,100000,0,0.0
zone,4251161420,1,0.01,100000,3473,0.03473
zone,4251161454,1,0.01,100000,2295,0.02295
zone,4251794080,1,0.01,100000,2105,0.02105
zone,4252472568,2,0.01,100000,15,0.00015
zone,4253982146,1,0.01,100000,3151,0.03151
zone,4318089939,2,0.01,100000,10,0.0001
zone,4318409704,1,0.01,100000,982,0.00982
zone,4332587258,3,0.01,100000,0,0.0
zone,4343830708,2,0.01,100000,162,0.00162
zone,4387293874,1,0.01,100000,5398,0.05398
zone,4387294101,1,0.01,100000,4318,0.04318
zone,4454226365,1,0.01,100000,1971,0.01971
zone,4461889412,2,0.01,100000,39,0.00039
zone,4485344001,3,0.01,100000,3,3e-05
zone,4541533775,2,0.01,100000,74,0.00074
zone,4578927239,4,0.01,100000,0,0.0
zone,4587765907,3,0.01,100000,6,6e-05
zone,4653143524,3,0.01,100000,17,0.00017
zone,4708182445,3,0.01,100000,0,0.0
zone,4793246800,3,0.01,100000,0,0.0
zone,4834268092,4,0.01,100000,0,0.0
zone,4922624387,5,0.01,100000,0,0.0
zone,4965780374,3,0.01,100000,1,1e-05
zone,4968308518,2,0.01,100000,53,0.00053
zone,4992914467,3,0.01,100000,0,0.0
zone,5023791993,2,0.01,100000,56,0.00056
zone,5159196081,2,0.01,100000,220,0.0022
zone,5247256771,2,0.01,100000,62,0.00062
zone,5767709820,2,0.01,100000,20,0.0002
zone,5908351895,3,0.01,100000,2,2e-05
zone,6066409948,2,0.01,100000,27,0.00027
zone,6082812857,2,0.01,100000,30,0.0003
zone,6103772408,1,0.01,100000,2345,0.02345
zone,6218672137,4,0.01,100000,0,0.0
zone,6297842341,3,0.01,100000,0,0.0
zone,6382607320,50,0.01,100000,0,0.0
zone,6382660358,1,0.01,100000,2980,0.0298
zone,6413205593,1,0.01,100000,1191,0.01191
zone,6424992738,3,0.01,100000,1,1e-05
zone,6485634277,1,0.01,100000,5126,0.05126
zone,6842012554,2,0.01,100000,44,0.00044
zone,6943141604,3,0.01,100000,0,0.0
zone,6978253606,2,0.01,100000,55,0.00055
zone,7078045305,1,0.01,100000,2066,0.02066
zone,7252348260,2,0.01,100000,17,0.00017
zone,7252348348,2,0.01,100000,7,7e-05
zone,7302027445,1,0.01,100000,3095,0.03095
zone,7324925163,2,0.01,100000,12,0.00012
zone,7507211789,3,0.01,100000,0,0.0
zone,7526485262,3,0.01,100000,0,0.0
zone,7538034841,1,0.01,100000,2000,0.02
zone,8180254364,3,0.01,100000,7,7e-05
zone,8194970010,3,0.01,100000,0,0.0
zone,8384828362,2,0.01,100000,47,0.00047
zone,9077221631,3,0.01,100000,27,0.00027
zone,9388663514,3,0.01,100000,0,0.0
zone,9442685034,1,0.01,100000,2222,0.02222
zone,9458274498,2,0.01,100000,267,0.00267
zone,9465476414,1,0.01,100000,1043,0.01043
zone,9572309680,3,0.01,100000,1,1e-05
zone,10121889968,3,0.01,100000,0,0.0
zone,11020963045,2,0.01,100000,6,6e-05
zone,11242746353,4,0.01,100000,0,0.0
zone,11244319933,1,0.01,100000,1056,0.01056
zone,11283451737,1,0.01,100000,1001,0.01001
zone,11374707215,2,0.01,100000,23,0.00023
zone,12208571890,3,0.01,100000,0,0.0
zone,12469949090,1,0.01,100000,1104,0.01104
zone,12475540910,1,0.01,100000,10647,0.10647
zone,12859738691,1,0.01,100000,3049,0.03049
zone,12966750100,3,0.01,100000,2,2e-05
class,-1,0,0.01,100000,100000,1.0
class,-1,1,0.01,100000,157399,0.028106964285714287
class,-1,2,0.01,100000,8220,0.0008652631578947368
class,-1,3,0.01,100000,159,1.8488372093023256e-05
class,-1,4,0.01,100000,3,6e-07
class,-1,5,0.01,100000,0,0.0
class,-1,inf,0.01,100000,0,0.0
zone,21638855,2,0.005,100000,15,0.00015
zone,30227399,2,0.005,100000,32,0.00032
zone,30236779,4,0.005,100000,0,0.0
zone,30237479,5,0.005,100000,0,0.0
zone,30237587,50,0.005,100000,0,0.0
zone,30237772,3,0.005,100000,0,0.0
zone,30238025,4,0.005,100000,0,0.0
zone,30242759,4,0.005,100000,0,0.0
zone,30242764,2,0.005,100000,2,2e-05
zone,30243889,3,0.005,100000,0,0.0
zone,30244000,3,0.005,100000,0,0.0
zone,30246671,3,0.005,100000,0,0.0
zone,30247027,4,0.005,100000,0,0.0
zone,30248312,3,0.005,100000,0,0.0
zone,30248550,3,0.005,100000,0,0.0
zone,30253297,3,0.005,100000,0,0.0
zone,30253333,1,0.005,100000,1001,0.01001
zone,30254011,2,0.005,100000,19,0.00019
zone,30254082,3,0.005,100000,0,0.0
zone,30254089,4,0.005,100000,0,0.0
zone,30254596,3,0.005,100000,0,0.0
zone,30254613,2,0.005,100000,10,0.0001
zone,30254627,5,0.005,100000,0,0.0
zone,30264420,3,0.005,100000,0,0.0
zone,30264555,3,0.005,100000,0,0.0
zone,30294332,4,0.005,100000,0,0.0
zone,30294550,4,0.005,100000,0,0.0
zone,30294569,4,0.005,100000,0,0.0
zone,30294656,1,0.005,100000,546,0.00546
zone,30294673,2,0.005,100000,7,7e-05
zone,30295335,4,0.005,100000,0,0.0
zone,30295408,4,0.005,100000,0,0.0
zone,30296347,2,0.005,100000,20,0.0002
zone,30296368,2,0.005,100000,4,4e-05
zone,30297272,2,0.005,100000,32,0.00032
zone,30312388,3,0.005,100000,0,0.0
zone,30312481,3,0.005,100000,0,0.0
zone,30312952,2,0.005,100000,5,5e-05
zone,30313171,3,0.005,100000,0,0.0
zone,30313182,4,0.005,100000,0,0.0
zone,30314638,3,0.005,100000,0,0.0
zone,30315481,3,0.005,100000,0,0.0
zone,30333441,1,0.005,100000,538,0.00538
zone,30343459,3,0.005,100000,0,0.0
zone,30343467,2,0.005,100000,5,5e-05
zone,30553748,4,0.005,100000,0,0.0
zone,30555974,3,0.005,100000,0,0.0
zone,30556617,1,0.005,100000,498,0.00498
zone,30558257,3,0.005,100000,0,0.0
zone,30617337,1,0.005,100000,997,0.00997
zone,30960639,1,0.005,100000,1445,0.01445
zone,30960786,4,0.005,100000,0,0.0
zone,30960805,1,0.005,100000,1026,0.01026
zone,35120255,2,0.005,100000,99,0.00099
zone,60969514,2,0.005,100000,7,7e-05
zone,91783971,5,0.005,100000,0,0.0
zone,126797329,4,0.005,100000,0,0.0
zone,168529698,4,0.005,100000,0,0.0
zone,252826185,3,0.005,100000,0,0.0
zone,253790706,4,0.005,100000,0,0.0
zone,258359387,2,0.005,100000,1,1e-05
zone,260723600,50,0.005,100000,0,0.0
zone,269379908,5,0.005,100000,0,0.0
zone,273102085,3,0.005,100000,2,2e-05
zone,288024527,3,0.005,100000,0,0.0
zone,301572279,4,0.005,100000,0,0.0
zone,312680287,2,0.005,100000,7,7e-05
zone,319600517,3,0.005,100000,0,0.0
zone,330028856,4,0.005,100000,0,0.0
zone,330417668,4,0.005,100000,0,0.0
zone,340195871,2,0.005,100000,16,0.00016
zone,358505142,3,0.005,100000,0,0.0
zone,359099426,2,0.005,100000,4,4e-05
zone,359235499,5,0.005,100000,0,0.0
zone,364719899,2,0.005,100000,0,0.0
zone,364720256,3,0.005,100000,0,0.0
zone,365564404,4,0.005,100000,0,0.0
zone,366065833,4,0.005,100000,0,0.0
zone,366222990,2,0.005,100000,14,0.00014
zone,376748008,4,0.005,100000,0,0.0
zone,387127535,2,0.005,100000,10,0.0001
zone,387127546,3,0.005,100000,1,1e-05
zone,390057404,4,0.005,100000,0,0.0
zone,390227080,5,0.005,100000,0,0.0
zone,390227097,2,0.005,100000,3,3e-05
zone,395305579,1,0.005,100000,510,0.0051
zone,412436543,3,0.005,100000,0,0.0
zone,412449528,5,0.005,100000,0,0.0
zone,412453203,5,0.005,100000,0,0.0
zone,415716567,3,0.005,100000,0,0.0
zone,416012211,4,0.005,100000,0,0.0
zone,416523682,2,0.005,100000,30,0.0003
zone,417972197,3,0.005,100000,2,2e-05
zone,417979586,4,0.005,100000,0,0.0
zone,430757826,2,0.005,100000,18,0.00018
zone,442540276,4,0.005,100000,0,0.0
zone,457394433,2,0.005,100000,4,4e-05
zone,478855374,3,0.005,100000,0,0.0
zone,481146996,2,0.005,100000,0,0.0
zone,482511822,3,0.005,100000,0,0.0
zone,512003089,1,0.005,100000,1956,0.01956
zone,534332665,1,0.005,100000,506,0.00506
zone,534367705,3,0.005,100000,0,0.0
zone,535228353,2,0.005,100000,5,5e-05
zone,537861932,2,0.005,100000,393,0.00393
zone,541644020,2,0.005,100000,2,2e-05
zone,552884560,2,0.005,100000,11,0.00011
zone,552884596,3,0.005,100000,0,0.0
zone,557230343,3,0.005,100000,0,0.0
zone,559410525,5,0.005,100000,0,0.0
zone,559424463,4,0.005,100000,0,0.0
zone,559765962,50,0.005,100000,0,0.0
zone,559787230,4,0.005,100000,0,0.0
zone,566450893,1,0.005,100000,2243,0.02243
zone,567448762,3,0.005,100000,0,0.0
zone,568495538,3,0.005,100000,0,0.0
zone,568847334,3,0.005,100000,0,0.0
zone,572064585,3,0.005,100000,0,0.0
zone,575781189,3,0.005,100000,0,0.0
zone,575827094,4,0.005,100000,0,0.0
zone,576583334,2,0.005,100000,22,0.00022
zone,582874668,2,0.005,100000,346,0.00346
zone,597218402,1,0.005,100000,523,0.00523
zone,598224964,2,0.005,100000,2,2e-05
zone,600466257,2,0.005,100000,3,3e-05
zone,601047993,2,0.005,100000,16,0.00016
zone,630583121,4,0.005,100000,0,0.0
zone,634519971,2,0.005,100000,6,6e-05
zone,658169112,1,0.005,100000,1309,0.01309
zone,668513854,2,0.005,100000,11,0.00011
zone,674780716,1,0.005,100000,487,0.00487
zone,692807356,2,0.005,100000,6,6e-05
zone,700938101,3,0.005,100000,0,0.0
zone,760332207,4,0.005,100000,0,0.0
zone,771231881,2,0.005,100000,50,0.0005
zone,772984585,4,0.005,100000,0,0.0
zone,779227747,3,0.005,100000,0,0.0
zone,790034779,4,0.005,100000,0,0.0
zone,797498302,5,0.005,100000,0,0.0
zone,955030275,3,0.005,100000,0,0.0
zone,960625586,3,0.005,100000,1,1e-05
zone,977641428,2,0.005,100000,33,0.00033
zone,998615790,2,0.005,100000,7,7e-05
zone,1001228568,1,0.005,100000,514,0.00514
zone,1071400892,1,0.005,100000,1302,0.01302
zone,1075221588,4,0.005,100000,0,0.0
zone,1126640615,3,0.005,100000,0,0.0
zone,1148143947,2,0.005,100000,9,9e-05
zone,1156424413,4,0.005,100000,0,0.0
zone,1297521253,3,0.005,100000,0,0.0
zone,1299373047,2,0.005,100000,5,5e-05
zone,1299414813,1,0.005,100000,2507,0.02507
zone,1299613770,5,0.005,100000,0,0.0
zone,1350170559,1,0.005,100000,1036,0.01036
zone,1350466761,1,0.005,100000,1353,0.01353
zone,1350686227,1,0.005,100000,2767,0.02767
zone,1363598881,4,0.005,100000,0,0.0
zone,1368967593,3,0.005,100000,0,0.0
zone,1374636541,2,0.005,100000,4,4e-05
zone,1374757788,3,0.005,100000,0,0.0
zone,1404124266,3,0.005,100000,0,0.0
zone,1421429965,2,0.005,100000,2,2e-05
zone,1479334732,3,0.005,100000,0,0.0
zone,1483794695,4,0.005,100000,0,0.0
zone,1484164576,1,0.005,100000,506,0.00506
zone,1500032696,2,0.005,100000,1,1e-05
zone,1501426310,1,0.005,100000,1049,0.01049
zone,1501426324,1,0.005,100000,1051,0.01051
zone,1532752080,2,0.005,100000,9,9e-05
zone,1563547709,1,0.005,100000,1471,0.01471
zone,1599256602,1,0.005,100000,3556,0.03556
zone,1610134825,2,0.005,100000,142,0.00142
zone,1613677358,2,0.005,100000,11,0.00011
zone,1622477296,2,0.005,100000,11,0.00011
zone,1684889804,4,0.005,100000,0,0.0
zone,1695282555,4,0.005,100000,0,0.0
zone,1708943419,2,0.005,100000,13,0.00013
zone,1710758986,3,0.005,100000,0,0.0
zone,1772825227,1,0.005,100000,2273,0.02273
zone,1787518046,3,0.005,100000,2,2e-05
zone,1817382286,1,0.005,100000,2287,0.02287
zone,1840721017,3,0.005,100000,0,0.0
zone,1853174728,2,0.005,100000,43,0.00043
zone,1912198618,2,0.005,100000,8,8e-05
zone,1912611158,2,0.005,100000,8,8e-05
zone,2020404323,3,0.005,100000,0,0.0
zone,2087205008,2,0.005,100000,20,0.0002
zone,2087205009,2,0.005,100000,1,1e-05
zone,2111268464,0,0.005,100000,100000,1.0
zone,2128042600,2,0.005,100000,18,0.00018
zone,2128051855,3,0.005,100000,3,3e-05
zone,2239783567,1,0.005,100000,2975,0.02975
zone,2262659438,4,0.005,100000,0,0.0
zone,2267226601,3,0.005,100000,0,0.0
zone,2268659706,2,0.005,100000,1,1e-05
zone,2279497342,1,0.005,100000,989,0.00989
zone,2293731650,3,0.005,100000,0,0.0
zone,2293731677,3,0.005,100000,0,0.0
zone,2445068410,3,0.005,100000,0,0.0
zone,2529520245,1,0.005,100000,520,0.0052
zone,2589060116,4,0.005,100000,0,0.0
zone,2593809553,2,0.005,100000,5,5e-05
zone,2610196546,4,0.005,100000,0,0.0
zone,2677447194,2,0.005,100000,8,8e-05
zone,2703938174,1,0.005,100000,1047,0.01047
zone,2706190120,3,0.005,100000,0,0.0
zone,2706292285,2,0.005,100000,3,3e-05
zone,2749938625,4,0.005,100000,0,0.0
zone,2777318575,4,0.005,100000,0,0.0
zone,2819073400,3,0.005,100000,0,0.0
zone,2871521890,1,0.005,100000,2126,0.02126
zone,2888571943,5,0.005,100000,0,0.0
zone,2972809856,2,0.005,100000,32,0.00032
zone,3005325699,2,0.005,100000,8,8e-05
zone,3044253138,2,0.005,100000,15,0.00015
zone,3048076640,2,0.005,100000,8,8e-05
zone,3059542904,4,0.005,100000,0,0.0
zone,3129196084,2,0.005,100000,2,2e-05
zone,3199153776,3,0.005,100000,0,0.0
zone,3215617656,2,0.005,100000,3,3e-05
zone,3502009394,1,0.005,100000,1042,0.01042
zone,3517445007,4,0.005,100000,0,0.0
zone,3528888206,2,0.005,100000,11,0.00011
zone,3635761667,2,0.005,100000,11,0.00011
zone,3683481332,3,0.005,100000,1,1e-05
zone,3805966095,2,0.005,100000,10,0.0001
zone,3856010100,2,0.005,100000,8,8e-05
zone,3934957720,3,0.005,100000,0,0.0
zone,4112026312,1,0.005,100000,594,0.00594
zone,4139421839,2,0.005,100000,73,0.00073
zone,4159251102,2,0.005,100000,43,0.00043
zone,4182135640,2,0.005,100000,5,5e-05
zone,4222897297,2,0.005,100000,3,3e-05
zone,4234151123,3,0.005,100000,0,0.0
zone,4251161420,1,0.005,100000,1603,0.01603
zone,4251161454,1,0.005,100000,1077,0.01077
zone,4251794080,1,0.005,100000,955,0.00955
zone,4252472568,2,0.005,100000,3,3e-05
zone,4253982146,1,0.005,100000,1517,0.01517
zone,4318089939,2,0.005,100000,1,1e-05
zone,4318409704,1,0.005,100000,515,0.00515
