level,node,kappa,p,B,events,phat,se
zone,2767260184,2,0.01,100000,100,0.001,
zone,2772719489,2,0.01,100000,5,5e-05,
zone,2801224787,2,0.01,100000,8,8e-05,
zone,2821156677,2,0.01,100000,13,0.00013,
zone,2821156914,6,0.01,100000,0,0.0,
zone,2822146021,2,0.01,100000,157,0.00157,
zone,2882580890,2,0.01,100000,771,0.00771,
zone,3037038658,4,0.01,100000,0,0.0,
zone,3167200102,2,0.01,100000,134,0.00134,
zone,3175895405,1,0.01,100000,2012,0.02012,
zone,3188225066,5,0.01,100000,0,0.0,
zone,3295119971,2,0.01,100000,54,0.00054,
zone,3300515578,5,0.01,100000,0,0.0,
zone,3306416557,4,0.01,100000,0,0.0,
zone,3416675263,4,0.01,100000,0,0.0,
zone,3752782350,3,0.01,100000,0,0.0,
zone,3898433611,2,0.01,100000,66,0.00066,
zone,4053664514,3,0.01,100000,4,4e-05,
zone,4333085459,4,0.01,100000,0,0.0,
zone,4541539713,2,0.01,100000,842,0.00842,
zone,4625767495,4,0.01,100000,0,0.0,
zone,4628978320,3,0.01,100000,0,0.0,
zone,4729918422,1,0.01,100000,1019,0.01019,
zone,4742151382,3,0.01,100000,2,2e-05,
zone,4743959148,1,0.01,100000,2106,0.02106,
zone,4799100471,2,0.01,100000,81,0.00081,
zone,4821599020,1,0.01,100000,2019,0.02019,
zone,4847860136,2,0.01,100000,184,0.00184,
zone,4921687164,2,0.01,100000,20,0.0002,
zone,5171787622,1,0.01,100000,1536,0.01536,
zone,5213036077,1,0.01,100000,6740,0.0674,
zone,5274990069,50,0.01,100000,0,0.0,
zone,5705913800,2,0.01,100000,189,0.00189,
zone,5805453834,5,0.01,100000,0,0.0,
zone,5852185311,1,0.01,100000,1536,0.01536,
zone,5856758093,2,0.01,100000,432,0.00432,
zone,5859007113,1,0.01,100000,2495,0.02495,
zone,5896507775,3,0.01,100000,0,0.0,
zone,5911917067,2,0.01,100000,25,0.00025,
zone,6066265670,3,0.01,100000,9,9e-05,
zone,6149973645,3,0.01,100000,1,1e-05,
zone,6239303038,1,0.01,100000,4882,0.04882,
zone,6249848704,2,0.01,100000,30,0.0003,
zone,6459263732,4,0.01,100000,0,0.0,
zone,6459278056,3,0.01,100000,3,3e-05,
zone,6472987925,2,0.01,100000,17,0.00017,
zone,6537188447,3,0.01,100000,1,1e-05,
zone,6796780752,1,0.01,100000,1295,0.01295,
zone,6867794194,2,0.01,100000,133,0.00133,
zone,6904057007,2,0.01,100000,24,0.00024,
zone,6933008649,6,0.01,100000,0,0.0,
zone,6949019795,2,0.01,100000,167,0.00167,
zone,7042586056,3,0.01,100000,0,0.0,
zone,7093136772,2,0.01,100000,13,0.00013,
zone,7124646368,1,0.01,100000,4837,0.04837,
zone,7476552784,6,0.01,100000,0,0.0,
zone,7552907634,2,0.01,100000,139,0.00139,
zone,7800918439,3,0.01,100000,3,3e-05,
zone,7880730309,1,0.01,100000,4582,0.04582,
zone,7883614520,2,0.01,100000,259,0.00259,
zone,7886095726,1,0.01,100000,973,0.00973,
zone,7887074221,1,0.01,100000,6029,0.06029,
zone,7889568436,1,0.01,100000,1991,0.01991,
zone,7904736930,3,0.01,100000,0,0.0,
zone,7916552429,1,0.01,100000,15257,0.15257,
zone,7920375542,2,0.01,100000,328,0.00328,
zone,7926245407,3,0.01,100000,1,1e-05,
zone,7944358639,3,0.01,100000,0,0.0,
zone,7997216056,2,0.01,100000,183,0.00183,
zone,8011011931,1,0.01,100000,11572,0.11572,
zone,8036446607,3,0.01,100000,0,0.0,
zone,8116544761,2,0.01,100000,2537,0.02537,
zone,8163946870,1,0.01,100000,1048,0.01048,
zone,8177207459,3,0.01,100000,8,8e-05,
zone,8307365174,4,0.01,100000,0,0.0,
zone,8340035244,1,0.01,100000,1989,0.01989,
zone,8439295219,4,0.01,100000,0,0.0,
zone,8441540293,2,0.01,100000,91,0.00091,
zone,8542668458,3,0.01,100000,26,0.00026,
zone,8699225628,1,0.01,100000,4727,0.04727,
zone,8718272188,3,0.01,100000,7,7e-05,
zone,8745641794,2,0.01,100000,185,0.00185,
zone,8792828688,3,0.01,100000,2,2e-05,
zone,8942712546,2,0.01,100000,137,0.00137,
zone,9476330484,4,0.01,100000,0,0.0,
zone,9794426407,2,0.01,100000,34,0.00034,
zone,9861343403,1,0.01,100000,10855,0.10855,
zone,9994804154,1,0.01,100000,1026,0.01026,
zone,10006078012,1,0.01,100000,6698,0.06698,
zone,10058947369,2,0.01,100000,6903,0.06903,
zone,10128214173,1,0.01,100000,2087,0.02087,
zone,10204872903,1,0.01,100000,2710,0.0271,
zone,10303268574,3,0.01,100000,0,0.0,
zone,10555373720,1,0.01,100000,1007,0.01007,
zone,10584629971,1,0.01,100000,1090,0.0109,
zone,10585373288,1,0.01,100000,2138,0.02138,
zone,10693951339,1,0.01,100000,1030,0.0103,
zone,10775555727,4,0.01,100000,0,0.0,
zone,10799514722,1,0.01,100000,1072,0.01072,
zone,10894631392,2,0.01,100000,16,0.00016,
zone,11029570311,2,0.01,100000,372,0.00372,
zone,11029986849,2,0.01,100000,75,0.00075,
zone,11224390095,2,0.01,100000,28,0.00028,
zone,11293422861,1,0.01,100000,4578,0.04578,
zone,11431874081,1,0.01,100000,1092,0.01092,
zone,11559496557,3,0.01,100000,0,0.0,
zone,11962862993,2,0.01,100000,22,0.00022,
zone,12022263753,1,0.01,100000,9826,0.09826,
zone,12072406522,2,0.01,100000,7,7e-05,
zone,12212407120,1,0.01,100000,6811,0.06811,
zone,12549240144,3,0.01,100000,0,0.0,
zone,12631632169,1,0.01,100000,1058,0.01058,
zone,12655469626,1,0.01,100000,15470,0.1547,
zone,12713011080,3,0.01,100000,0,0.0,
zone,12922375582,2,0.01,100000,18,0.00018,
zone,12987508333,1,0.01,100000,1006,0.01006,
class,-1,1,0.01,100000,240089,0.03334569444444444,
class,-1,2,0.01,100000,25847,0.002267280701754386,
class,-1,3,0.01,100000,132,1.5348837209302325e-05,
class,-1,4,0.01,100000,1,1.694915254237288e-07,
class,-1,5,0.01,100000,0,0.0,
class,-1,6,0.01,100000,0,0.0,
class,-1,7,0.01,100000,0,0.0,
class,-1,inf,0.01,100000,0,0.0,
zone,26585460,2,0.005,100000,1,1e-05,
zone,46173228,2,0.005,100000,1,1e-05,
zone,46173879,2,0.005,100000,1,1e-05,
zone,46173882,4,0.005,100000,0,0.0,
zone,46183572,50,0.005,100000,0,0.0,
zone,46185495,5,0.005,100000,0,0.0,
zone,46186730,4,0.005,100000,0,0.0,
zone,46187268,3,0.005,100000,0,0.0,
zone,46187415,4,0.005,100000,0,0.0,
zone,46188193,3,0.005,100000,0,0.0,
zone,46202403,3,0.005,100000,0,0.0,
zone,46203773,3,0.005,100000,1,1e-05,
zone,46203826,3,0.005,100000,0,0.0,
zone,46206669,1,0.005,100000,594,0.00594,
zone,46209547,2,0.005,100000,4,4e-05,
zone,46210174,2,0.005,100000,199,0.00199,
zone,46226051,2,0.005,100000,21,0.00021,
zone,46232048,2,0.005,100000,21,0.00021,
zone,46233564,2,0.005,100000,12,0.00012,
zone,46241980,5,0.005,100000,0,0.0,
zone,46244938,2,0.005,100000,120,0.0012,
zone,46245091,2,0.005,100000,88,0.00088,
zone,46245850,2,0.005,100000,88,0.00088,
zone,46246148,3,0.005,100000,0,0.0,
zone,46247628,50,0.005,100000,0,0.0,
zone,46248097,3,0.005,100000,0,0.0,
zone,46248282,50,0.005,100000,0,0.0,
zone,46249143,1,0.005,100000,1988,0.01988,
zone,46249918,1,0.005,100000,962,0.00962,
zone,46254018,2,0.005,100000,7,7e-05,
zone,46262650,2,0.005,100000,65,0.00065,
zone,46264173,1,0.005,100000,1534,0.01534,
zone,46265190,6,0.005,100000,0,0.0,
zone,46266650,1,0.005,100000,1525,0.01525,
zone,46268594,5,0.005,100000,0,0.0,
zone,46268854,2,0.005,100000,3,3e-05,
zone,46268858,5,0.005,100000,0,0.0,
zone,46269468,4,0.005,100000,0,0.0,
zone,46270689,3,0.005,100000,0,0.0,
zone,46273301,4,0.005,100000,0,0.0,
zone,46276656,2,0.005,100000,2,2e-05,
zone,46283554,2,0.005,100000,1,1e-05,
zone,46283936,5,0.005,100000,0,0.0,
zone,46285788,5,0.005,100000,0,0.0,
zone,46287877,6,0.005,100000,0,0.0,
zone,46288279,2,0.005,100000,28,0.00028,
zone,46289304,4,0.005,100000,0,0.0,
zone,46289604,2,0.005,100000,19,0.00019,
zone,46291576,4,0.005,100000,0,0.0,
zone,46291715,3,0.005,100000,0,0.0,
zone,46292054,3,0.005,100000,0,0.0,
zone,46292887,4,0.005,100000,0,0.0,
zone,46296489,5,0.005,100000,0,0.0,
zone,46301596,5,0.005,100000,0,0.0,
zone,46302228,4,0.005,100000,0,0.0,
zone,46303183,4,0.005,100000,0,0.0,
zone,46304102,3,0.005,100000,0,0.0,
zone,46304170,4,0.005,100000,0,0.0,
zone,46305900,5,0.005,100000,0,0.0,
zone,46306163,2,0.005,100000,7,7e-05,
zone,46307158,3,0.005,100000,0,0.0,
zone,46307544,7,0.005,100000,0,0.0,
zone,46308006,3,0.005,100000,1,1e-05,
zone,46309533,5,0.005,100000,0,0.0,
zone,46310386,3,0.005,100000,0,0.0,
zone,46310733,4,0.005,100000,0,0.0,
zone,46311221,4,0.005,100000,0,0.0,
zone,46311892,4,0.005,100000,0,0.0,
zone,46312105,2,0.005,100000,10,0.0001,
zone,46314364,4,0.005,100000,0,0.0,
zone,46315539,2,0.005,100000,4,4e-05,
zone,46315759,2,0.005,100000,5,5e-05,
zone,46322718,3,0.005,100000,0,0.0,
zone,46322722,4,0.005,100000,0,0.0,
zone,46325205,4,0.005,100000,0,0.0,
zone,46325460,4,0.005,100000,0,0.0,
zone,46325757,50,0.005,100000,0,0.0,
zone,46326107,2,0.005,100000,13,0.00013,
zone,46328500,1,0.005,100000,966,0.00966,
zone,46329410,3,0.005,100000,0,0.0,
zone,46330371,4,0.005,100000,0,0.0,
zone,46331939,3,0.005,100000,0,0.0,
zone,46332375,3,0.005,100000,0,0.0,
zone,46335125,1,0.005,100000,501,0.00501,
zone,46336052,1,0.005,100000,592,0.00592,
zone,46336665,1,0.005,100000,595,0.00595,
zone,46342860,3,0.005,100000,0,0.0,
zone,46342863,3,0.005,100000,0,0.0,
zone,46345386,4,0.005,100000,0,0.0,
zone,46345823,5,0.005,100000,0,0.0,
zone,46346389,3,0.005,100000,0,0.0,
zone,46346468,3,0.005,100000,0,0.0,
zone,46348398,2,0.005,100000,17,0.00017,
zone,46348429,4,0.005,100000,0,0.0,
zone,46351114,2,0.005,100000,11,0.00011,
zone,46359172,2,0.005,100000,22,0.00022,
zone,46360124,3,0.005,100000,0,0.0,
zone,46361012,4,0.005,100000,0,0.0,
zone,46361036,4,0.005,100000,0,0.0,
zone,46361614,2,0.005,100000,0,0.0,
zone,46363900,4,0.005,100000,0,0.0,
zone,46365716,4,0.005,100000,0,0.0,
zone,46366150,2,0.005,100000,2,2e-05,
zone,46366674,3,0.005,100000,1,1e-05,
zone,46367399,5,0.005,100000,0,0.0,
zone,46369747,4,0.005,100000,0,0.0,
zone,46371106,4,0.005,100000,0,0.0,
zone,46375408,1,0.005,100000,961,0.00961,
zone,46381772,3,0.005,100000,2,2e-05,
zone,46383015,2,0.005,100000,31,0.00031,
zone,46383470,1,0.005,100000,1074,0.01074,
zone,46384590,4,0.005,100000,0,0.0,
zone,46385113,2,0.005,100000,10,0.0001,
zone,46386984,2,0.005,100000,14,0.00014,
zone,46389668,1,0.005,100000,492,0.00492,
zone,46389674,4,0.005,100000,0,0.0,
zone,46390320,4,0.005,100000,0,0.0,
zone,46404184,3,0.005,100000,0,0.0,
zone,46404672,2,0.005,100000,2,2e-05,
zone,46404755,3,0.005,100000,0,0.0,
zone,46405080,3,0.005,100000,0,0.0,
zone,46405687,1,0.005,100000,1546,0.01546,
zone,46410025,5,0.005,100000,0,0.0,
zone,46410072,4,0.005,100000,0,0.0,
zone,46410367,2,0.005,100000,170,0.0017,
zone,46410375,2,0.005,100000,1,1e-05,
zone,46411017,1,0.005,100000,1510,0.0151,
zone,46413366,5,0.005,100000,0,0.0,
zone,46415227,4,0.005,100000,0,0.0,
zone,46415865,2,0.005,100000,56,0.00056,
zone,46420912,2,0.005,100000,87,0.00087,
zone,46424348,2,0.005,100000,71,0.00071,
zone,46427763,3,0.005,100000,0,0.0,
zone,46428787,3,0.005,100000,0,0.0,
zone,46429656,4,0.005,100000,0,0.0,
zone,46430099,5,0.005,100000,0,0.0,
zone,46431917,1,0.005,100000,1955,0.01955,
zone,46432455,3,0.005,100000,0,0.0,
zone,46432836,2,0.005,100000,17,0.00017,
zone,46433459,3,0.005,100000,1,1e-05,
zone,46434295,3,0.005,100000,0,0.0,
zone,46435511,3,0.005,100000,0,0.0,
zone,46436216,4,0.005,100000,0,0.0,
zone,46445293,3,0.005,100000,0,0.0,
zone,46446857,3,0.005,100000,0,0.0,
zone,46448859,6,0.005,100000,0,0.0,
zone,46450028,3,0.005,100000,0,0.0,
zone,46451017,4,0.005,100000,0,0.0,
zone,46460895,3,0.005,100000,0,0.0,
zone,46463601,2,0.005,100000,6,6e-05,
zone,46466887,3,0.005,100000,0,0.0,
zone,46467229,1,0.005,100000,983,0.00983,
zone,46467741,5,0.005,100000,0,0.0,
zone,46468706,4,0.005,100000,0,0.0,
zone,46468710,4,0.005,100000,0,0.0,
zone,46470161,3,0.005,100000,0,0.0,
zone,46471597,2,0.005,100000,19,0.00019,
zone,46472711,2,0.005,100000,26,0.00026,
zone,46472779,4,0.005,100000,0,0.0,
zone,46473657,1,0.005,100000,527,0.00527,
zone,46476375,3,0.005,100000,0,0.0,
zone,46478508,2,0.005,100000,26,0.00026,
zone,46483277,4,0.005,100000,0,0.0,
zone,46483761,5,0.005,100000,0,0.0,
zone,46483810,3,0.005,100000,0,0.0,
zone,46485066,3,0.005,100000,0,0.0,
zone,46485162,3,0.005,100000,1,1e-05,
zone,46489067,1,0.005,100000,1081,0.01081,
zone,46498380,4,0.005,100000,0,0.0,
zone,46499694,1,0.005,100000,1565,0.01565,
zone,46511089,3,0.005,100000,0,0.0,
zone,46512176,2,0.005,100000,24,0.00024,
zone,46513195,4,0.005,100000,0,0.0,
zone,46514542,2,0.005,100000,149,0.00149,
zone,46514806,3,0.005,100000,0,0.0,
zone,46520014,2,0.005,100000,2,2e-05,
zone,46526413,3,0.005,100000,1,1e-05,
zone,46527401,3,0.005,100000,0,0.0,
zone,46535755,4,0.005,100000,0,0.0,
zone,46542758,5,0.005,100000,0,0.0,
zone,46544791,1,0.005,100000,511,0.00511,
zone,46547509,1,0.005,100000,1007,0.01007,
zone,46548464,2,0.005,100000,62,0.00062,
zone,46548744,2,0.005,100000,32,0.00032,
zone,46553708,2,0.005,100000,24,0.00024,
zone,46555017,3,0.005,100000,1,1e-05,
zone,46555663,4,0.005,100000,0,0.0,
zone,46563813,3,0.005,100000,0,0.0,
zone,75665280,1,0.005,100000,597,0.00597,
zone,262890788,1,0.005,100000,4059,0.04059,
zone,280989731,3,0.005,100000,0,0.0,
zone,292241354,2,0.005,100000,58,0.00058,
zone,295085734,2,0.005,100000,28,0.00028,
zone,295693437,6,0.005,100000,0,0.0,
zone,303203391,2,0.005,100000,1,1e-05,
zone,330033173,2,0.005,100000,19,0.00019,
zone,365875639,5,0.005,100000,0,0.0,
zone,401352873,2,0.005,100000,0,0.0,
zone,420241704,2,0.005,100000,24,0.00024,
zone,442122363,4,0.005,100000,0,0.0,
zone,456854630,5,0.005,100000,0,0.0,
zone,460441709,1,0.005,100000,1036,0.01036,
zone,504576044,2,0.005,100000,8,8e-05,
zone,617025696,2,0.005,100000,7,7e-05,
zone,618378796,3,0.005,100000,1,1e-05,
zone,636093337,4,0.005,100000,0,0.0,
zone,748723148,3,0.005,100000,0,0.0,
zone,794301414,1,0.005,100000,2073,0.02073,
zone,810541337,2,0.005,100000,2,2e-05,
zone,814763666,4,0.005,100000,0,0.0,
zone,830007801,3,0.005,100000,0,0.0,
zone,885659107,4,0.005,100000,0,0.0,
zone,922662498,2,0.005,100000,38,0.00038,
zone,940042043,1,0.005,100000,517,0.00517,
zone,1025242720,2,0.005,100000,34,0.00034,
zone,1027384965,3,0.005,100000,0,0.0,
zone,1032858490,2,0.005,100000,21,0.00021,
zone,1042870353,2,0.005,100000,15,0.00015,
zone,1224210135,2,0.005,100000,50,0.0005,
zone,1263124731,1,0.005,100000,628,0.00628,
zone,1284046432,3,0.005,100000,0,0.0,
zone,1350096134,5,0.005,100000,0,0.0,
zone,1359387752,1,0.005,100000,1445,0.01445,
zone,1359387759,1,0.005,100000,994,0.00994,
zone,1420479344,1,0.005,100000,2005,0.02005,
zone,1499334820,3,0.005,100000,0,0.0,
zone,1511600045,1,0.005,100000,2952,0.02952,
zone,1525015190,2,0.005,100000,79,0.00079,
zone,1575311685,2,0.005,100000,9,9e-05,
zone,1585496185,3,0.005,100000,0,0.0,
zone,1587421936,2,0.005,100000,13,0.00013,
zone,1596178397,1,0.005,100000,1531,0.01531,
zone,1615543977,4,0.005,100000,0,0.0,
zone,1624052875,5,0.005,100000,0,0.0,
zone,1625112157,2,0.005,100000,3,3e-05,
zone,1638916771,2,0.005,100000,74,0.00074,
zone,1673410150,2,0.005,100000,11,0.00011,
zone,1715273753,1,0.005,100000,2981,0.02981,
zone,1718573622,2,0.005,100000,9,9e-05,
zone,1724068248,5,0.005,100000,0,0.0,
zone,1764586015,2,0.005,100000,45,0.00045,
zone,1833960246,1,0.005,100000,1029,0.01029,
zone,1891957960,2,0.005,100000,10,0.0001,
zone,1976839543,3,0.005,100000,0,0.0,
zone,1991478008,3,0.005,100000,0,0.0,
zone,2012191567,4,0.005,100000,0,0.0,
zone,2012191835,3,0.005,100000,0,0.0,
zone,2013949658,6,0.005,100000,0,0.0,
zone,2016695185,2,0.005,100000,6,6e-05,
zone,2028093778,3,0.005,100000,0,0.0,
zone,2053253428,2,0.005,100000,148,0.00148,
zone,2102754850,2,0.005,100000,10,0.0001,
zone,2262683375,1,0.005,100000,525,0.00525,
zone,2296170442,5,0.005,100000,0,0.0,
zone,2304048772,3,0.005,100000,0,0.0,
zone,2311089467,5,0.005,100000,0,0.0,
zone,2348249485,50,0.005,100000,0,0.0,
zone,2396583192,2,0.005,100000,415,0.00415,
zone,2767260184,2,0.005,100000,28,0.00028,
zone,2772719489,2,0.005,100000,2,2e-05,
zone,2801224787,2,0.005,100000,2,2e-05,
zone,2821156677,2,0.005,100000,5,5e-05,
zone,2821156914,6,0.005,100000,0,0.0,
zone,2822146021,2,0.005,100000,33,0.00033,
zone,2882580890,2,0.005,100000,186,0.00186,
zone,3037038658,4,0.005,100000,0,0.0,
zone,3167200102,2,0.005,100000,28,0.00028,
zone,3175895405,1,0.005,100000,1050,0.0105,
zone,3188225066,5,0.005,100000,0,0.0,
zone,3295119971,2,0.005,100000,28,0.00028,
zone,3300515578,5,0.005,100000,0,0.0,
zone,3306416557,4,0.005,100000,0,0.0,
zone,3416675263,4,0.005,100000,0,0.0,
zone,3752782350,3,0.005,100000,0,0.0,
zone,3898433611,2,0.005,100000,21,0.00021,
zone,4053664514,3,0.005,100000,0,0.0,
zone,4333085459,4,0.005,100000,0,0.0,
zone,4541539713,2,0.005,100000,235,0.00235,
zone,4625767495,4,0.005,100000,0,0.0,
zone,4628978320,3,0.005,100000,0,0.0,
zone,4729918422,1,0.005,100000,499,0.00499,
zone,4742151382,3,0.005,100000,0,0.0,
zone,4743959148,1,0.005,100000,1047,0.01047,
zone,4799100471,2,0.005,100000,27,0.00027,
zone,4821599020,1,0.005,100000,999,0.00999,
zone,4847860136,2,0.005,100000,58,0.00058,
zone,4921687164,2,0.005,100000,6,6e-05,
zone,5171787622,1,0.005,100000,595,0.00595,
zone,5213036077,1,0.005,100000,3437,0.03437,
zone,5274990069,50,0.005,100000,0,0.0,
zone,5705913800,2,0.005,100000,38,0.00038,
zone,5805453834,5,0.005,100000,0,0.0,
zone,5852185311,1,0.005,100000,595,0.00595,
zone,5856758093,2,0.005,100000,93,0.00093,
zone,5859007113,1,0.005,100000,1129,0.01129,
zone,5896507775,3,0.005,100000,0,0.0,
zone,5911917067,2,0.005,100000,6,6e-05,
zone,6066265670,3,0.005,100000,3,3e-05,
zone,6149973645,3,0.005,100000,0,0.0,
zone,6239303038,1,0.005,100000,2473,0.02473,
zone,6249848704,2,0.005,100000,5,5e-05,
zone,6459263732,4,0.005,100000,0,0.0,
zone,6459278056,3,0.005,100000,0,0.0,
zone,6472987925,2,0.005,100000,6,6e-05,
zone,6537188447,3,0.005,100000,0,0.0,
zone,6796780752,1,0.005,100000,594,0.00594,
zone,6867794194,2,0.005,100000,35,0.00035,
zone,6904057007,2,0.005,100000,5,5e-05,
zone,6933008649,6,0.005,100000,0,0.0,
zone,6949019795,2,0.005,100000,33,0.00033,
zone,7042586056,3,0.005,100000,0,0.0,
zone,7093136772,2,0.005,100000,2,2e-05,
zone,7124646368,1,0.005,100000,2516,0.02516,
zone,7476552784,6,0.005,100000,0,0.0,
zone,7552907634,2,0.005,100000,27,0.00027,
zone,7800918439,3,0.005,100000,0,0.0,
zone,7880730309,1,0.005,100000,2089,0.02089,
zone,7883614520,2,0.005,100000,62,0.00062,
zone,7886095726,1,0.005,100000,528,0.00528,
zone,7887074221,1,0.005,100000,2948,0.02948,
zone,7889568436,1,0.005,100000,996,0.00996,
zone,7904736930,3,0.005,100000,0,0.0,
zone,7916552429,1,0.005,100000,7898,0.07898,
zone,7920375542,2,0.005,100000,77,0.00077,
zone,7926245407,3,0.005,100000,1,1e-05,
zone,7944358639,3,0.005,100000,0,0.0,
zone,7997216056,2,0.005,100000,42,0.00042,
zone,8011011931,1,0.005,100000,6004,0.06004,
zone,8036446607,3,0.005,100000,0,0.0,
zone,8116544761,2,0.005,100000,689,0.00689,
zone,8163946870,1,0.005,100000,543,0.00543,
zone,8177207459,3,0.005,100000,1,1e-05,
zone,8307365174,4,0.005,100000,0,0.0,
zone,8340035244,1,0.005,100000,963,0.00963,
zone,8439295219,4,0.005,100000,0,0.0,
zone,8441540293,2,0.005,100000,39,0.00039,
zone,8542668458,3,0.005,100000,3,3e-05,
zone,8699225628,1,0.005,100000,2106,0.02106,
zone,8718272188,3,0.005,100000,2,2e-05,
zone,8745641794,2,0.005,100000,37,0.00037,
zone,8792828688,3,0.005,100000,1,1e-05,
zone,8942712546,2,0.005,100000,24,0.00024,
zone,9476330484,4,0.005,100000,0,0.0,
zone,9794426407,2,0.005,100000,6,6e-05,
zone,9861343403,1,0.005,100000,3431,0.03431,
zone,9994804154,1,0.005,100000,498,0.00498,
zone,10006078012,1,0.005,100000,3004,0.03004,
zone,10058947369,2,0.005,100000,2069,0.02069,
zone,10128214173,1,0.005,100000,983,0.00983,
zone,10204872903,1,0.005,100000,961,0.00961,
zone,10303268574,3,0.005,100000,0,0.0,
zone,10555373720,1,0.005,100000,503,0.00503,
zone,10584629971,1,0.005,100000,522,0.00522,
zone,10585373288,1,0.005,100000,1079,0.01079,
zone,10693951339,1,0.005,100000,510,0.0051,
zone,10775555727,4,0.005,100000,0,0.0,
zone,10799514722,1,0.005,100000,549,0.00549,
zone,10894631392,2,0.005,100000,3,3e-05,
zone,11029570311,2,0.005,100000,94,0.00094,
zone,11029986849,2,0.005,100000,21,0.00021,
zone,11224390095,2,0.005,100000,3,3e-05,
zone,11293422861,1,0.005,100000,2080,0.0208,
zone,11431874081,1,0.005,100000,513,0.00513,
zone,11559496557,3,0.005,100000,0,0.0,
zone,11962862993,2,0.005,100000,3,3e-05,
zone,12022263753,1,0.005,100000,4941,0.04941,
zone,12072406522,2,0.005,100000,3,3e-05,
zone,12212407120,1,0.005,100000,3572,0.03572,
zone,12549240144,3,0.005,100000,0,0.0,
zone,12631632169,1,0.005,100000,514,0.00514,
zone,12655469626,1,0.005,100000,7841,0.07841,
zone,12713011080,3,0.005,100000,0,0.0,
zone,12922375582,2,0.005,100000,4,4e-05,
zone,12987508333,1,0.005,100000,507,0.00507,
class,-1,1,0.005,100000,115858,0.016091388888888888,
class,-1,2,0.005,100000,6823,0.0005985087719298245,
class,-1,3,0.005,100000,21,2.441860465116279e-06,
class,-1,4,0.005,100000,0,0.0,
class,-1,5,0.005,100000,0,0.0,
class,-1,6,0.005,100000,0,0.0,
class,-1,7,0.005,100000,0,0.0,
class,-1,inf,0.005,100000,0,0.0,
slope_class,-1,1,,5,-1,1.061,0.0023
slope_class,-1,2,,5,-1,1.86,0.0099
slope_class,-1,3,,5,-1,3.262,0.0845
slope_class,-1,4,,3,-1,4.409,0.2422
slope_class,-1,5,,2,-1,6.403,
slope_zone_median,-1,1,,72,-1,1.096,
slope_zone_median,-1,2,,114,-1,2.122,
