level,node,kappa,p,B,events,phat,se
zone,26585460,2,0.1,30000,485,0.016166666666666666,
zone,46173228,2,0.1,30000,736,0.024533333333333334,
zone,46173879,2,0.1,30000,1409,0.046966666666666664,
zone,46173882,4,0.1,30000,260,0.008666666666666666,
zone,46183572,50,0.1,30000,0,0.0,
zone,46185495,5,0.1,30000,261,0.0087,
zone,46186730,4,0.1,30000,305,0.010166666666666666,
zone,46187268,3,0.1,30000,358,0.011933333333333334,
zone,46187415,4,0.1,30000,573,0.0191,
zone,46188193,3,0.1,30000,1210,0.04033333333333333,
zone,46202403,3,0.1,30000,380,0.012666666666666666,
zone,46203773,3,0.1,30000,762,0.0254,
zone,46203826,3,0.1,30000,522,0.0174,
zone,46206669,1,0.1,30000,7711,0.25703333333333334,
zone,46209547,2,0.1,30000,1450,0.04833333333333333,
zone,46210174,2,0.1,30000,16057,0.5352333333333333,
zone,46226051,2,0.1,30000,2822,0.09406666666666667,
zone,46232048,2,0.1,30000,2196,0.0732,
zone,46233564,2,0.1,30000,5030,0.16766666666666666,
zone,46241980,5,0.1,30000,146,0.004866666666666667,
zone,46244938,2,0.1,30000,13248,0.4416,
zone,46245091,2,0.1,30000,6078,0.2026,
zone,46245850,2,0.1,30000,6192,0.2064,
zone,46246148,3,0.1,30000,313,0.010433333333333333,
zone,46247628,50,0.1,30000,0,0.0,
zone,46248097,3,0.1,30000,223,0.0074333333333333335,
zone,46248282,50,0.1,30000,0,0.0,
zone,46249143,1,0.1,30000,11470,0.38233333333333336,
zone,46249918,1,0.1,30000,6459,0.2153,
zone,46254018,2,0.1,30000,2421,0.0807,
zone,46262650,2,0.1,30000,4686,0.1562,
zone,46264173,1,0.1,30000,11482,0.3827333333333333,
zone,46265190,6,0.1,30000,27,0.0009,
zone,46266650,1,0.1,30000,11170,0.37233333333333335,
zone,46268594,5,0.1,30000,3,0.0001,
zone,46268854,2,0.1,30000,1778,0.05926666666666667,
zone,46268858,5,0.1,30000,56,0.0018666666666666666,
zone,46269468,4,0.1,30000,27,0.0009,
zone,46270689,3,0.1,30000,525,0.0175,
zone,46273301,4,0.1,30000,548,0.018266666666666667,
zone,46276656,2,0.1,30000,1431,0.0477,
zone,46283554,2,0.1,30000,932,0.031066666666666666,
zone,46283936,5,0.1,30000,73,0.0024333333333333334,
zone,46285788,5,0.1,30000,32,0.0010666666666666667,
zone,46287877,6,0.1,30000,9,0.0003,
zone,46288279,2,0.1,30000,3026,0.10086666666666666,
zone,46289304,4,0.1,30000,14,0.00046666666666666666,
zone,46289604,2,0.1,30000,2795,0.09316666666666666,
zone,46291576,4,0.1,30000,297,0.0099,
zone,46291715,3,0.1,30000,107,0.0035666666666666668,
zone,46292054,3,0.1,30000,393,0.0131,
zone,46292887,4,0.1,30000,40,0.0013333333333333333,
zone,46296489,5,0.1,30000,66,0.0022,
zone,46301596,5,0.1,30000,40,0.0013333333333333333,
zone,46302228,4,0.1,30000,37,0.0012333333333333332,
zone,46303183,4,0.1,30000,114,0.0038,
zone,46304102,3,0.1,30000,244,0.008133333333333333,
zone,46304170,4,0.1,30000,62,0.0020666666666666667,
zone,46305900,5,0.1,30000,2,6.666666666666667e-05,
zone,46306163,2,0.1,30000,671,0.022366666666666667,
zone,46307158,3,0.1,30000,110,0.0036666666666666666,
zone,46307544,7,0.1,30000,0,0.0,
zone,46308006,3,0.1,30000,724,0.024133333333333333,
zone,46309533,5,0.1,30000,25,0.0008333333333333334,
zone,46310386,3,0.1,30000,791,0.026366666666666667,
zone,46310733,4,0.1,30000,60,0.002,
zone,46311221,4,0.1,30000,64,0.0021333333333333334,
zone,46311892,4,0.1,30000,245,0.008166666666666666,
zone,46312105,2,0.1,30000,1380,0.046,
zone,46314364,4,0.1,30000,387,0.0129,
zone,46315539,2,0.1,30000,4195,0.13983333333333334,
zone,46315759,2,0.1,30000,1072,0.03573333333333333,
zone,46322718,3,0.1,30000,564,0.0188,
zone,46322722,4,0.1,30000,42,0.0014,
zone,46325205,4,0.1,30000,77,0.0025666666666666667,
zone,46325460,4,0.1,30000,33,0.0011,
zone,46325757,50,0.1,30000,0,0.0,
zone,46326107,2,0.1,30000,1784,0.05946666666666667,
zone,46328500,1,0.1,30000,6781,0.22603333333333334,
zone,46329410,3,0.1,30000,226,0.007533333333333334,
zone,46330371,4,0.1,30000,28,0.0009333333333333333,
zone,46331939,3,0.1,30000,229,0.007633333333333333,
zone,46332375,3,0.1,30000,305,0.010166666666666666,
zone,46335125,1,0.1,30000,4103,0.13676666666666668,
zone,46336052,1,0.1,30000,11686,0.38953333333333334,
zone,46336665,1,0.1,30000,12054,0.4018,
zone,46342860,3,0.1,30000,209,0.006966666666666667,
zone,46342863,3,0.1,30000,248,0.008266666666666667,
zone,46345386,4,0.1,30000,47,0.0015666666666666667,
zone,46345823,5,0.1,30000,2,6.666666666666667e-05,
zone,46346389,3,0.1,30000,78,0.0026,
zone,46346468,3,0.1,30000,241,0.008033333333333333,
zone,46348398,2,0.1,30000,2658,0.0886,
zone,46348429,4,0.1,30000,150,0.005,
zone,46351114,2,0.1,30000,2418,0.0806,
zone,46359172,2,0.1,30000,9533,0.31776666666666664,
zone,46360124,3,0.1,30000,130,0.004333333333333333,
zone,46361012,4,0.1,30000,18,0.0006,
zone,46361036,4,0.1,30000,178,0.005933333333333333,
zone,46361614,2,0.1,30000,616,0.020533333333333334,
zone,46363900,4,0.1,30000,34,0.0011333333333333334,
zone,46365716,4,0.1,30000,34,0.0011333333333333334,
zone,46366150,2,0.1,30000,1546,0.051533333333333334,
zone,46366674,3,0.1,30000,2879,0.09596666666666667,
zone,46367399,5,0.1,30000,11,0.00036666666666666667,
zone,46369747,4,0.1,30000,39,0.0013,
zone,46371106,4,0.1,30000,11,0.00036666666666666667,
zone,46375408,1,0.1,30000,7463,0.24876666666666666,
zone,46381772,3,0.1,30000,2003,0.06676666666666667,
zone,46383015,2,0.1,30000,3699,0.1233,
zone,46383470,1,0.1,30000,9189,0.3063,
zone,46384590,4,0.1,30000,1015,0.03383333333333333,
zone,46385113,2,0.1,30000,1647,0.0549,
zone,46386984,2,0.1,30000,1494,0.0498,
zone,46389668,1,0.1,30000,4725,0.1575,
zone,46389674,4,0.1,30000,2,6.666666666666667e-05,
zone,46390320,4,0.1,30000,131,0.004366666666666666,
zone,46404184,3,0.1,30000,2192,0.07306666666666667,
zone,46404672,2,0.1,30000,1591,0.053033333333333335,
zone,46404755,3,0.1,30000,2387,0.07956666666666666,
zone,46405080,3,0.1,30000,131,0.004366666666666666,
zone,46405687,1,0.1,30000,12312,0.4104,
zone,46410025,5,0.1,30000,4,0.00013333333333333334,
zone,46410072,4,0.1,30000,38,0.0012666666666666666,
zone,46410367,2,0.1,30000,13783,0.45943333333333336,
zone,46410375,2,0.1,30000,585,0.0195,
zone,46411017,1,0.1,30000,8409,0.2803,
zone,46413366,5,0.1,30000,91,0.003033333333333333,
zone,46415227,4,0.1,30000,72,0.0024,
zone,46415865,2,0.1,30000,10241,0.34136666666666665,
zone,46420912,2,0.1,30000,9800,0.32666666666666666,
zone,46424348,2,0.1,30000,6938,0.23126666666666668,
zone,46427763,3,0.1,30000,184,0.0061333333333333335,
zone,46428787,3,0.1,30000,264,0.0088,
zone,46429656,4,0.1,30000,32,0.0010666666666666667,
zone,46430099,5,0.1,30000,55,0.0018333333333333333,
zone,46431917,1,0.1,30000,12303,0.4101,
zone,46432455,3,0.1,30000,450,0.015,
zone,46432836,2,0.1,30000,3017,0.10056666666666667,
zone,46433459,3,0.1,30000,309,0.0103,
zone,46434295,3,0.1,30000,201,0.0067,
zone,46435511,3,0.1,30000,273,0.0091,
zone,46436216,4,0.1,30000,211,0.007033333333333333,
zone,46445293,3,0.1,30000,747,0.0249,
zone,46446857,3,0.1,30000,924,0.0308,
zone,46448859,6,0.1,30000,13,0.0004333333333333333,
zone,46450028,3,0.1,30000,748,0.02493333333333333,
zone,46451017,4,0.1,30000,31,0.0010333333333333334,
zone,46460895,3,0.1,30000,1505,0.050166666666666665,
zone,46463601,2,0.1,30000,1743,0.0581,
zone,46466887,3,0.1,30000,943,0.031433333333333334,
zone,46467229,1,0.1,30000,9519,0.3173,
zone,46467741,5,0.1,30000,290,0.009666666666666667,
zone,46468706,4,0.1,30000,776,0.025866666666666666,
zone,46468710,4,0.1,30000,986,0.03286666666666667,
zone,46470161,3,0.1,30000,1218,0.0406,
zone,46471597,2,0.1,30000,4344,0.1448,
zone,46472711,2,0.1,30000,5147,0.17156666666666667,
zone,46472779,4,0.1,30000,1206,0.0402,
zone,46473657,1,0.1,30000,4308,0.1436,
zone,46476375,3,0.1,30000,2234,0.07446666666666667,
zone,46478508,2,0.1,30000,5204,0.17346666666666666,
zone,46483277,4,0.1,30000,239,0.007966666666666667,
zone,46483761,5,0.1,30000,168,0.0056,
zone,46483810,3,0.1,30000,617,0.020566666666666667,
zone,46485066,3,0.1,30000,770,0.025666666666666667,
zone,46485162,3,0.1,30000,1968,0.0656,
zone,46489067,1,0.1,30000,9864,0.3288,
zone,46498380,4,0.1,30000,722,0.024066666666666667,
zone,46499694,1,0.1,30000,9429,0.3143,
zone,46511089,3,0.1,30000,846,0.0282,
zone,46512176,2,0.1,30000,3406,0.11353333333333333,
zone,46513195,4,0.1,30000,904,0.030133333333333335,
zone,46514542,2,0.1,30000,8043,0.2681,
zone,46514806,3,0.1,30000,251,0.008366666666666666,
zone,46520014,2,0.1,30000,2471,0.08236666666666667,
zone,46526413,3,0.1,30000,2605,0.08683333333333333,
zone,46527401,3,0.1,30000,1036,0.03453333333333333,
zone,46535755,4,0.1,30000,179,0.005966666666666667,
zone,46542758,5,0.1,30000,491,0.016366666666666668,
zone,46544791,1,0.1,30000,5933,0.19776666666666667,
zone,46547509,1,0.1,30000,12474,0.4158,
zone,46548464,2,0.1,30000,7131,0.2377,
zone,46548744,2,0.1,30000,5742,0.1914,
zone,46553708,2,0.1,30000,5006,0.16686666666666666,
zone,46555017,3,0.1,30000,3506,0.11686666666666666,
zone,46555663,4,0.1,30000,495,0.0165,
zone,46563813,3,0.1,30000,3501,0.1167,
zone,75665280,1,0.1,30000,12630,0.421,
zone,262890788,1,0.1,30000,23165,0.7721666666666667,
zone,280989731,3,0.1,30000,1089,0.0363,
zone,292241354,2,0.1,30000,7095,0.2365,
zone,295085734,2,0.1,30000,2678,0.08926666666666666,
zone,295693437,6,0.1,30000,1,3.3333333333333335e-05,
zone,303203391,2,0.1,30000,998,0.03326666666666667,
zone,330033173,2,0.1,30000,3164,0.10546666666666667,
zone,365875639,5,0.1,30000,9,0.0003,
zone,401352873,2,0.1,30000,1083,0.0361,
zone,420241704,2,0.1,30000,5907,0.1969,
zone,442122363,4,0.1,30000,546,0.0182,
zone,456854630,5,0.1,30000,65,0.0021666666666666666,
zone,460441709,1,0.1,30000,8848,0.2949333333333333,
zone,504576044,2,0.1,30000,1002,0.0334,
zone,617025696,2,0.1,30000,943,0.031433333333333334,
zone,618378796,3,0.1,30000,1211,0.04036666666666667,
zone,636093337,4,0.1,30000,203,0.0067666666666666665,
zone,748723148,3,0.1,30000,1786,0.059533333333333334,
zone,794301414,1,0.1,30000,15511,0.5170333333333333,
zone,810541337,2,0.1,30000,1832,0.061066666666666665,
zone,814763666,4,0.1,30000,755,0.025166666666666667,
zone,830007801,3,0.1,30000,3931,0.13103333333333333,
zone,885659107,4,0.1,30000,87,0.0029,
zone,922662498,2,0.1,30000,4547,0.15156666666666666,
zone,940042043,1,0.1,30000,4154,0.13846666666666665,
zone,1025242720,2,0.1,30000,5248,0.17493333333333333,
zone,1027384965,3,0.1,30000,340,0.011333333333333334,
zone,1032858490,2,0.1,30000,2739,0.0913,
zone,1042870353,2,0.1,30000,1445,0.04816666666666667,
zone,1224210135,2,0.1,30000,7105,0.23683333333333334,
zone,1263124731,1,0.1,30000,15212,0.5070666666666667,
zone,1284046432,3,0.1,30000,550,0.018333333333333333,
zone,1350096134,5,0.1,30000,4,0.00013333333333333334,
zone,1359387752,1,0.1,30000,12585,0.4195,
zone,1359387759,1,0.1,30000,11218,0.37393333333333334,
zone,1420479344,1,0.1,30000,12170,0.4056666666666667,
zone,1499334820,3,0.1,30000,1245,0.0415,
zone,1511600045,1,0.1,30000,14784,0.4928,
zone,1525015190,2,0.1,30000,5981,0.19936666666666666,
zone,1575311685,2,0.1,30000,1458,0.0486,
zone,1585496185,3,0.1,30000,1669,0.05563333333333333,
zone,1587421936,2,0.1,30000,2083,0.06943333333333333,
zone,1596178397,1,0.1,30000,10950,0.365,
zone,1615543977,4,0.1,30000,92,0.0030666666666666668,
zone,1624052875,5,0.1,30000,112,0.0037333333333333333,
zone,1625112157,2,0.1,30000,957,0.0319,
zone,1638916771,2,0.1,30000,8767,0.29223333333333334,
zone,1673410150,2,0.1,30000,1986,0.0662,
zone,1715273753,1,0.1,30000,14399,0.47996666666666665,
zone,1718573622,2,0.1,30000,1760,0.058666666666666666,
zone,1724068248,5,0.1,30000,360,0.012,
zone,1764586015,2,0.1,30000,8709,0.2903,
zone,1833960246,1,0.1,30000,6095,0.20316666666666666,
zone,1891957960,2,0.1,30000,1585,0.052833333333333336,
zone,1976839543,3,0.1,30000,152,0.005066666666666666,
zone,1991478008,3,0.1,30000,570,0.019,
zone,2012191567,4,0.1,30000,148,0.004933333333333333,
zone,2012191835,3,0.1,30000,177,0.0059,
zone,2013949658,6,0.1,30000,5,0.00016666666666666666,
zone,2016695185,2,0.1,30000,1724,0.057466666666666666,
zone,2028093778,3,0.1,30000,672,0.0224,
zone,2053253428,2,0.1,30000,12261,0.4087,
zone,2102754850,2,0.1,30000,3601,0.12003333333333334,
zone,2262683375,1,0.1,30000,7102,0.23673333333333332,
zone,2296170442,5,0.1,30000,2,6.666666666666667e-05,
zone,2304048772,3,0.1,30000,441,0.0147,
zone,2311089467,5,0.1,30000,5,0.00016666666666666666,
zone,2348249485,50,0.1,30000,0,0.0,
zone,2396583192,2,0.1,30000,20856,0.6952,
zone,2767260184,2,0.1,30000,8748,0.2916,
zone,2772719489,2,0.1,30000,503,0.016766666666666666,
zone,2801224787,2,0.1,30000,503,0.016766666666666666,
zone,2821156677,2,0.1,30000,568,0.018933333333333333,
zone,2821156914,6,0.1,30000,16,0.0005333333333333334,
zone,2822146021,2,0.1,30000,3513,0.1171,
zone,2882580890,2,0.1,30000,15293,0.5097666666666667,
zone,3037038658,4,0.1,30000,179,0.005966666666666667,
zone,3167200102,2,0.1,30000,8033,0.26776666666666665,
zone,3175895405,1,0.1,30000,5990,0.19966666666666666,
zone,3188225066,5,0.1,30000,10,0.0003333333333333333,
zone,3295119971,2,0.1,30000,2501,0.08336666666666667,
zone,3300515578,5,0.1,30000,1,3.3333333333333335e-05,
zone,3306416557,4,0.1,30000,22,0.0007333333333333333,
zone,3416675263,4,0.1,30000,24,0.0008,
zone,3752782350,3,0.1,30000,2459,0.08196666666666666,
zone,3898433611,2,0.1,30000,1962,0.0654,
zone,4053664514,3,0.1,30000,670,0.022333333333333334,
zone,4333085459,4,0.1,30000,223,0.0074333333333333335,
zone,4541539713,2,0.1,30000,13124,0.43746666666666667,
zone,4625767495,4,0.1,30000,44,0.0014666666666666667,
zone,4628978320,3,0.1,30000,236,0.007866666666666666,
zone,4729918422,1,0.1,30000,8204,0.2734666666666667,
zone,4742151382,3,0.1,30000,1150,0.03833333333333333,
zone,4743959148,1,0.1,30000,6067,0.20223333333333332,
zone,4799100471,2,0.1,30000,3079,0.10263333333333333,
zone,4821599020,1,0.1,30000,7257,0.2419,
zone,4847860136,2,0.1,30000,7584,0.2528,
zone,4921687164,2,0.1,30000,2640,0.088,
zone,5171787622,1,0.1,30000,12126,0.4042,
zone,5213036077,1,0.1,30000,16430,0.5476666666666666,
zone,5274990069,50,0.1,30000,0,0.0,
zone,5705913800,2,0.1,30000,6792,0.2264,
zone,5805453834,5,0.1,30000,2,6.666666666666667e-05,
zone,5852185311,1,0.1,30000,12026,0.40086666666666665,
zone,5856758093,2,0.1,30000,10854,0.3618,
zone,5859007113,1,0.1,30000,14120,0.4706666666666667,
zone,5896507775,3,0.1,30000,1638,0.0546,
zone,5911917067,2,0.1,30000,661,0.022033333333333332,
zone,6066265670,3,0.1,30000,3892,0.12973333333333334,
zone,6149973645,3,0.1,30000,253,0.008433333333333333,
zone,6239303038,1,0.1,30000,12681,0.4227,
zone,6249848704,2,0.1,30000,2599,0.08663333333333334,
zone,6459263732,4,0.1,30000,546,0.0182,
zone,6459278056,3,0.1,30000,1029,0.0343,
zone,6472987925,2,0.1,30000,2304,0.0768,
zone,6537188447,3,0.1,30000,1056,0.0352,
zone,6796780752,1,0.1,30000,14429,0.48096666666666665,
zone,6867794194,2,0.1,30000,5373,0.1791,
zone,6904057007,2,0.1,30000,2227,0.07423333333333333,
zone,6933008649,6,0.1,30000,1,3.3333333333333335e-05,
zone,6949019795,2,0.1,30000,8779,0.29263333333333336,
zone,7042586056,3,0.1,30000,47,0.0015666666666666667,
zone,7093136772,2,0.1,30000,885,0.0295,
zone,7124646368,1,0.1,30000,12855,0.4285,
zone,7476552784,6,0.1,30000,4,0.00013333333333333334,
zone,7552907634,2,0.1,30000,5070,0.169,
zone,7800918439,3,0.1,30000,2084,0.06946666666666666,
zone,7880730309,1,0.1,30000,18990,0.633,
zone,7883614520,2,0.1,30000,6470,0.21566666666666667,
zone,7886095726,1,0.1,30000,4056,0.1352,
zone,7887074221,1,0.1,30000,17488,0.5829333333333333,
zone,7889568436,1,0.1,30000,9935,0.33116666666666666,
zone,7904736930,3,0.1,30000,5874,0.1958,
zone,7916552429,1,0.1,30000,27246,0.9082,
zone,7920375542,2,0.1,30000,12211,0.40703333333333336,
zone,7926245407,3,0.1,30000,2651,0.08836666666666666,
zone,7944358639,3,0.1,30000,1756,0.05853333333333333,
zone,7997216056,2,0.1,30000,5570,0.18566666666666667,
zone,8011011931,1,0.1,30000,22978,0.7659333333333334,
zone,8036446607,3,0.1,30000,148,0.004933333333333333,
zone,8116544761,2,0.1,30000,23691,0.7897,
zone,8163946870,1,0.1,30000,7160,0.23866666666666667,
zone,8177207459,3,0.1,30000,3530,0.11766666666666667,
zone,8307365174,4,0.1,30000,675,0.0225,
zone,8340035244,1,0.1,30000,6866,0.22886666666666666,
zone,8439295219,4,0.1,30000,1954,0.06513333333333333,
zone,8441540293,2,0.1,30000,3181,0.10603333333333333,
zone,8542668458,3,0.1,30000,7994,0.2664666666666667,
zone,8699225628,1,0.1,30000,20222,0.6740666666666667,
zone,8718272188,3,0.1,30000,2293,0.07643333333333334,
zone,8745641794,2,0.1,30000,4679,0.15596666666666667,
zone,8792828688,3,0.1,30000,954,0.0318,
zone,8942712546,2,0.1,30000,4266,0.1422,
zone,9476330484,4,0.1,30000,39,0.0013,
zone,9794426407,2,0.1,30000,5584,0.18613333333333335,
zone,9861343403,1,0.1,30000,28555,0.9518333333333333,
zone,9994804154,1,0.1,30000,3723,0.1241,
zone,10006078012,1,0.1,30000,21756,0.7252,
zone,10058947369,2,0.1,30000,25152,0.8384,
zone,10128214173,1,0.1,30000,7821,0.2607,
zone,10204872903,1,0.1,30000,22025,0.7341666666666666,
zone,10303268574,3,0.1,30000,3176,0.10586666666666666,
zone,10555373720,1,0.1,30000,5282,0.17606666666666668,
zone,10584629971,1,0.1,30000,5483,0.18276666666666666,
zone,10585373288,1,0.1,30000,8821,0.2940333333333333,
zone,10693951339,1,0.1,30000,5143,0.17143333333333333,
zone,10775555727,4,0.1,30000,141,0.0047,
zone,10799514722,1,0.1,30000,6321,0.2107,
zone,10894631392,2,0.1,30000,1292,0.04306666666666667,
zone,11029570311,2,0.1,30000,12279,0.4093,
zone,11029986849,2,0.1,30000,3847,0.12823333333333334,
zone,11224390095,2,0.1,30000,1806,0.0602,
zone,11293422861,1,0.1,30000,19477,0.6492333333333333,
zone,11431874081,1,0.1,30000,6040,0.20133333333333334,
zone,11559496557,3,0.1,30000,648,0.0216,
zone,11962862993,2,0.1,30000,3098,0.10326666666666667,
zone,12022263753,1,0.1,30000,21170,0.7056666666666667,
zone,12072406522,2,0.1,30000,1244,0.041466666666666666,
zone,12212407120,1,0.1,30000,16240,0.5413333333333333,
zone,12549240144,3,0.1,30000,560,0.018666666666666668,
zone,12631632169,1,0.1,30000,10503,0.3501,
zone,12655469626,1,0.1,30000,26999,0.8999666666666667,
zone,12713011080,3,0.1,30000,944,0.031466666666666664,
zone,12922375582,2,0.1,30000,1189,0.03963333333333333,
zone,12987508333,1,0.1,30000,3541,0.11803333333333334,
class,-1,1,0.1,30000,833693,0.38596898148148145,
class,-1,2,0.1,30000,546345,0.15975,
class,-1,3,0.1,30000,102459,0.039712790697674416,
class,-1,4,0.1,30000,16441,0.009288700564971752,
class,-1,5,0.1,30000,2386,0.0028404761904761906,
class,-1,6,0.1,30000,76,0.00031666666666666665,
class,-1,7,0.1,30000,0,0.0,
class,-1,inf,0.1,30000,0,0.0,
zone,26585460,2,0.05,50000,163,0.00326,
zone,46173228,2,0.05,50000,159,0.00318,
zone,46173879,2,0.05,50000,324,0.00648,
zone,46173882,4,0.05,50000,3,6e-05,
zone,46183572,50,0.05,50000,0,0.0,
zone,46185495,5,0.05,50000,4,8e-05,
zone,46186730,4,0.05,50000,4,8e-05,
zone,46187268,3,0.05,50000,25,0.0005,
zone,46187415,4,0.05,50000,23,0.00046,
zone,46188193,3,0.05,50000,159,0.00318,
zone,46202403,3,0.05,50000,18,0.00036,
zone,46203773,3,0.05,50000,70,0.0014,
zone,46203826,3,0.05,50000,40,0.0008,
zone,46206669,1,0.05,50000,4686,0.09372,
zone,46209547,2,0.05,50000,295,0.0059,
zone,46210174,2,0.05,50000,9038,0.18076,
zone,46226051,2,0.05,50000,1068,0.02136,
zone,46232048,2,0.05,50000,849,0.01698,
zone,46233564,2,0.05,50000,1528,0.03056,
zone,46241980,5,0.05,50000,11,0.00022,
zone,46244938,2,0.05,50000,6645,0.1329,
zone,46245091,2,0.05,50000,2917,0.05834,
zone,46245850,2,0.05,50000,2933,0.05866,
zone,46246148,3,0.05,50000,24,0.00048,
zone,46247628,50,0.05,50000,0,0.0,
zone,46248097,3,0.05,50000,27,0.00054,
zone,46248282,50,0.05,50000,0,0.0,
zone,46249143,1,0.05,50000,9965,0.1993,
zone,46249918,1,0.05,50000,5228,0.10456,
zone,46254018,2,0.05,50000,490,0.0098,
zone,46262650,2,0.05,50000,2195,0.0439,
zone,46264173,1,0.05,50000,8778,0.17556,
zone,46265190,6,0.05,50000,0,0.0,
zone,46266650,1,0.05,50000,8557,0.17114,
zone,46268594,5,0.05,50000,0,0.0,
zone,46268854,2,0.05,50000,426,0.00852,
zone,46268858,5,0.05,50000,4,8e-05,
zone,46269468,4,0.05,50000,0,0.0,
zone,46270689,3,0.05,50000,110,0.0022,
zone,46273301,4,0.05,50000,32,0.00064,
zone,46276656,2,0.05,50000,308,0.00616,
zone,46283554,2,0.05,50000,242,0.00484,
zone,46283936,5,0.05,50000,1,2e-05,
zone,46285788,5,0.05,50000,1,2e-05,
zone,46287877,6,0.05,50000,0,0.0,
zone,46288279,2,0.05,50000,1204,0.02408,
zone,46289304,4,0.05,50000,1,2e-05,
zone,46289604,2,0.05,50000,1011,0.02022,
zone,46291576,4,0.05,50000,23,0.00046,
zone,46291715,3,0.05,50000,18,0.00036,
zone,46292054,3,0.05,50000,37,0.00074,
zone,46292887,4,0.05,50000,4,8e-05,
zone,46296489,5,0.05,50000,0,0.0,
zone,46301596,5,0.05,50000,1,2e-05,
zone,46302228,4,0.05,50000,0,0.0,
zone,46303183,4,0.05,50000,2,4e-05,
zone,46304102,3,0.05,50000,38,0.00076,
zone,46304170,4,0.05,50000,2,4e-05,
zone,46305900,5,0.05,50000,0,0.0,
zone,46306163,2,0.05,50000,252,0.00504,
zone,46307158,3,0.05,50000,13,0.00026,
zone,46307544,7,0.05,50000,0,0.0,
zone,46308006,3,0.05,50000,135,0.0027,
zone,46309533,5,0.05,50000,2,4e-05,
zone,46310386,3,0.05,50000,99,0.00198,
zone,46310733,4,0.05,50000,4,8e-05,
zone,46311221,4,0.05,50000,5,0.0001,
zone,46311892,4,0.05,50000,18,0.00036,
zone,46312105,2,0.05,50000,512,0.01024,
zone,46314364,4,0.05,50000,21,0.00042,
zone,46315539,2,0.05,50000,998,0.01996,
zone,46315759,2,0.05,50000,332,0.00664,
zone,46322718,3,0.05,50000,86,0.00172,
zone,46322722,4,0.05,50000,0,0.0,
zone,46325205,4,0.05,50000,4,8e-05,
zone,46325460,4,0.05,50000,1,2e-05,
zone,46325757,50,0.05,50000,0,0.0,
zone,46326107,2,0.05,50000,736,0.01472,
zone,46328500,1,0.05,50000,5578,0.11156,
zone,46329410,3,0.05,50000,11,0.00022,
zone,46330371,4,0.05,50000,3,6e-05,
zone,46331939,3,0.05,50000,14,0.00028,
zone,46332375,3,0.05,50000,20,0.0004,
zone,46335125,1,0.05,50000,2848,0.05696,
zone,46336052,1,0.05,50000,7064,0.14128,
zone,46336665,1,0.05,50000,7211,0.14422,
zone,46342860,3,0.05,50000,41,0.00082,
zone,46342863,3,0.05,50000,48,0.00096,
zone,46345386,4,0.05,50000,5,0.0001,
zone,46345823,5,0.05,50000,0,0.0,
zone,46346389,3,0.05,50000,11,0.00022,
zone,46346468,3,0.05,50000,61,0.00122,
zone,46348398,2,0.05,50000,875,0.0175,
zone,46348429,4,0.05,50000,12,0.00024,
zone,46351114,2,0.05,50000,739,0.01478,
zone,46359172,2,0.05,50000,3712,0.07424,
zone,46360124,3,0.05,50000,16,0.00032,
zone,46361012,4,0.05,50000,3,6e-05,
zone,46361036,4,0.05,50000,21,0.00042,
zone,46361614,2,0.05,50000,173,0.00346,
zone,46363900,4,0.05,50000,1,2e-05,
zone,46365716,4,0.05,50000,4,8e-05,
zone,46366150,2,0.05,50000,287,0.00574,
zone,46366674,3,0.05,50000,453,0.00906,
zone,46367399,5,0.05,50000,0,0.0,
zone,46369747,4,0.05,50000,3,6e-05,
zone,46371106,4,0.05,50000,0,0.0,
zone,46375408,1,0.05,50000,5306,0.10612,
zone,46381772,3,0.05,50000,372,0.00744,
zone,46383015,2,0.05,50000,1351,0.02702,
zone,46383470,1,0.05,50000,5958,0.11916,
zone,46384590,4,0.05,50000,88,0.00176,
zone,46385113,2,0.05,50000,512,0.01024,
zone,46386984,2,0.05,50000,635,0.0127,
zone,46389668,1,0.05,50000,3099,0.06198,
zone,46389674,4,0.05,50000,0,0.0,
zone,46390320,4,0.05,50000,14,0.00028,
zone,46404184,3,0.05,50000,344,0.00688,
zone,46404672,2,0.05,50000,338,0.00676,
zone,46404755,3,0.05,50000,312,0.00624,
zone,46405080,3,0.05,50000,12,0.00024,
zone,46405687,1,0.05,50000,9116,0.18232,
zone,46410025,5,0.05,50000,0,0.0,
zone,46410072,4,0.05,50000,4,8e-05,
zone,46410367,2,0.05,50000,7391,0.14782,
zone,46410375,2,0.05,50000,148,0.00296,
zone,46411017,1,0.05,50000,7354,0.14708,
zone,46413366,5,0.05,50000,2,4e-05,
zone,46415227,4,0.05,50000,5,0.0001,
zone,46415865,2,0.05,50000,4081,0.08162,
zone,46420912,2,0.05,50000,4410,0.0882,
zone,46424348,2,0.05,50000,2905,0.0581,
zone,46427763,3,0.05,50000,27,0.00054,
zone,46428787,3,0.05,50000,25,0.0005,
zone,46429656,4,0.05,50000,3,6e-05,
zone,46430099,5,0.05,50000,3,6e-05,
zone,46431917,1,0.05,50000,10094,0.20188,
zone,46432455,3,0.05,50000,95,0.0019,
zone,46432836,2,0.05,50000,902,0.01804,
zone,46433459,3,0.05,50000,34,0.00068,
zone,46434295,3,0.05,50000,32,0.00064,
zone,46435511,3,0.05,50000,43,0.00086,
zone,46436216,4,0.05,50000,13,0.00026,
