city,orientation,d,w,kappa
Amsterdam,DA,46478508,0.0082417582417582,2
Amsterdam,DA,1025242720,0.0027472527472527,2
Amsterdam,DA,46291576,0.0412087912087912,3
Amsterdam,DA,46312105,0.0494505494505494,1
Amsterdam,DA,1027384965,0.0054945054945054,1
Amsterdam,DA,11029986849,0.0027472527472527,1
Amsterdam,DA,46472711,0.0054945054945054,2
Amsterdam,DA,46254018,0.0109890109890109,2
Amsterdam,DA,46296489,0.0357142857142857,3
Amsterdam,DA,1625112157,0.0274725274725274,1
Amsterdam,DA,46335125,0.0219780219780219,1
Amsterdam,DA,46351114,0.0247252747252747,2
Amsterdam,DA,46413366,0.0137362637362637,4
Amsterdam,DA,46436216,0.0054945054945054,1
Amsterdam,DA,46476375,0.0302197802197802,3
Amsterdam,DA,46548744,0.0027472527472527,2
Amsterdam,DA,46292887,0.0054945054945054,1
Amsterdam,DA,1991478008,0.2692307692307692,1
Amsterdam,DA,504576044,0.0082417582417582,2
Amsterdam,DA,2821156914,0.0137362637362637,1
Amsterdam,DA,618378796,0.0164835164835164,3
Amsterdam,DA,7883614520,0.0054945054945054,2
Amsterdam,DA,46520014,0.0027472527472527,2
Amsterdam,DA,46548464,0.0027472527472527,2
Amsterdam,DA,748723148,0.0549450549450549,1
Amsterdam,DA,46292054,0.0027472527472527,2
Amsterdam,DA,46310733,0.0521978021978022,3
Amsterdam,DA,9476330484,0.0054945054945054,2
Amsterdam,DA,2821156677,0.0027472527472527,1
Amsterdam,DA,46415227,0.0082417582417582,3
Amsterdam,DA,10128214173,0.0027472527472527,1
Amsterdam,DA,7887074221,0.0054945054945054,1
Amsterdam,DA,46233564,0.0054945054945054,2
Amsterdam,DA,46273301,0.0027472527472527,3
Amsterdam,DA,4742151382,0.0054945054945054,1
Amsterdam,DA,46332375,0.0027472527472527,1
Amsterdam,DA,4799100471,0.0027472527472527,1
Amsterdam,DA,7476552784,0.0274725274725274,4
Amsterdam,DA,46433459,0.1620879120879121,3
Amsterdam,DA,6459278056,0.0027472527472527,2
Amsterdam,DA,420241704,0.0164835164835164,2
Amsterdam,DA,5274990069,0.0027472527472527,1
Amsterdam,DA,1596178397,0.0054945054945054,1
Amsterdam,DA,46311892,0.1043956043956044,2
Amsterdam,DA,46331939,0.0302197802197802,3
Amsterdam,DA,2012191835,0.0082417582417582,1
Amsterdam,DA,46366150,0.0027472527472527,1
Amsterdam,DA,1587421936,0.0082417582417582,2
Amsterdam,DA,46434295,0.0741758241758241,2
Amsterdam,DA,46471597,0.0054945054945054,2
Amsterdam,DA,46489067,0.0054945054945054,1
Amsterdam,DA,8116544761,0.0027472527472527,2
Amsterdam,DA,1575311685,0.0054945054945054,2
Amsterdam,DA,4053664514,0.0027472527472527,2
Amsterdam,DA,46311221,0.0137362637362637,2
Amsterdam,DA,330033173,0.0109890109890109,1
Amsterdam,DA,2012191567,0.0412087912087912,3
Amsterdam,DA,46366674,0.0219780219780219,1
Amsterdam,DA,8340035244,0.0164835164835164,1
Amsterdam,DA,46410025,0.0082417582417582,3
Amsterdam,DA,46432455,0.0961538461538461,2
Amsterdam,DA,6459263732,0.0054945054945054,3
Amsterdam,DA,2028093778,0.0384615384615384,2
Amsterdam,DA,1032858490,0.0027472527472527,2
Amsterdam,DA,8177207459,0.0054945054945054,1
Amsterdam,DA,8163946870,0.0027472527472527,1
Amsterdam,DA,10693951339,0.0219780219780219,1
Amsterdam,DA,303203391,0.0137362637362637,1
Amsterdam,DA,46291715,0.0357142857142857,3
Amsterdam,DA,46314364,0.0192307692307692,3
Amsterdam,DA,46329410,0.0027472527472527,3
Amsterdam,DA,46348398,0.0164835164835164,1
Amsterdam,DA,46367399,0.0054945054945054,2
Amsterdam,DA,46390320,0.0219780219780219,2
Amsterdam,DA,46410375,0.0604395604395604,2
Amsterdam,DA,11431874081,0.0027472527472527,1
Amsterdam,DA,46473657,0.0164835164835164,1
Amsterdam,DA,3037038658,0.0027472527472527,1
Amsterdam,DA,8307365174,0.0137362637362637,1
