node,w,kappa,cut_u,cut_v
42477302,65.0,16777219,-1,-1
5830506699,126.0,1,5830506699,5830506700
1372888555,22.0,2,-1,-1
10564980915,26.0,2,-1,-1
42478127,27.0,2,-1,-1
42466496,14.0,3,-1,-1
7071866430,59.0,1,7071866430,7071866420
42510861,103.0,2,-1,-1
1693893347,97.0,3,-1,-1
42492524,9.0,16777219,-1,-1
370870741,16.0,3,-1,-1
42469358,55.0,3,-1,-1
42469180,1.0,2,-1,-1
5458544539,9.0,2,-1,-1
42435928,35.0,2,-1,-1
42432095,93.0,2,-1,-1
42432068,178.0,3,-1,-1
42453601,92.0,1,42453601,42437339
42434205,237.0,2,-1,-1
42442862,153.0,2,-1,-1
5481911751,102.0,2,-1,-1
42438849,76.0,1,42438849,42434360
42445867,79.0,3,-1,-1
42438544,87.0,2,-1,-1
6231398227,185.0,1,6231398227,6321287405
42430311,119.0,2,-1,-1
42428277,128.0,16777217,-1,-1
8396064852,106.0,1,8396064852,5522182777
42435680,80.0,16777218,-1,-1
42445027,81.0,2,-1,-1
42445037,53.0,3,-1,-1
42421982,15.0,16777217,-1,-1
5481869414,12.0,1,5481869414,42442415
42438825,13.0,2,-1,-1
42438052,1.0,3,-1,-1
7910052385,4.0,2,-1,-1
5490741106,208.0,1,5490741106,8353462014
4906764427,13.0,1,4906764427,4906764428
9386885510,26.0,16777217,-1,-1
42508948,17.0,16777219,-1,-1
42504989,7.0,3,-1,-1
42480200,3.0,3,-1,-1
7983423795,1.0,3,-1,-1
42525351,8.0,3,-1,-1
12965735041,6.0,2,-1,-1
42468838,3.0,3,-1,-1
11541862579,1.0,3,-1,-1
12965812732,8.0,1,12965812732,7769081792
42488365,2.0,3,-1,-1
42468971,29.0,3,-1,-1
42521686,10.0,4,-1,-1
7260901697,2.0,2,-1,-1
7260901692,1.0,3,-1,-1
13144328623,3.0,1,13144328623,42488566
42488110,3.0,2,-1,-1
5488627070,2.0,1,5488627070,42480516
5488627077,5.0,1,5488627077,42517576
42536031,10.0,4,-1,-1
42497265,21.0,3,-1,-1
42490646,7.0,1,42490646,42490643
756246941,1.0,4,-1,-1
3866225048,2.0,3,-1,-1
5488661364,5.0,1,5488661364,42476077
8408793360,63.0,2,-1,-1
42536089,50.0,2,-1,-1
42487588,81.0,3,-1,-1
42477282,40.0,3,-1,-1
42465279,68.0,16777219,-1,-1
11800093656,88.0,1,11800093656,4202846219
1372888856,40.0,2,-1,-1
42466259,28.0,3,-1,-1
42497788,71.0,3,-1,-1
42464844,107.0,3,-1,-1
4209410682,26.0,2,-1,-1
598043802,15.0,1,598043802,559865298
42521949,8.0,3,-1,-1
598050834,4.0,2,-1,-1
42479465,1.0,2,-1,-1
370888101,6.0,1,370888101,42434832
42432000,20.0,2,-1,-1
4300940094,17.0,2,-1,-1
1919595923,80.0,2,-1,-1
42453177,65.0,3,-1,-1
42449023,122.0,16777219,-1,-1
42436943,155.0,2,-1,-1
42446885,33.0,1,42446885,42442877
42440330,90.0,2,-1,-1
42429896,149.0,16777218,-1,-1
42445409,92.0,2,-1,-1
42445365,84.0,16777219,-1,-1
42433604,73.0,16777218,-1,-1
42430333,72.0,16777219,-1,-1
8318633104,114.0,16777217,-1,-1
42440004,71.0,2,-1,-1
42428321,113.0,2,-1,-1
1825841655,75.0,1,1825841655,1825841704
42428579,32.0,2,-1,-1
42428598,68.0,2,-1,-1
10586962112,113.0,1,10586962112,42431002
42431008,54.0,3,-1,-1
42422592,6.0,4,-1,-1
42434161,1.0,2,-1,-1
587812665,1.0,2,-1,-1
10162440942,8.0,1,10162440942,42510980
1167462262,24.0,1,1167462262,42495095
5490752198,32.0,1,5490752198,5490752197
5111126725,7.0,3,-1,-1
5540414638,1.0,1,5540414638,5540414637
5540414631,1.0,1,5540414631,5540414627
7596974762,2.0,1,7596974762,5540414640
42534723,2.0,2,-1,-1
5488358112,7.0,1,5488358112,5488358113
42482597,1.0,4,-1,-1
42509107,6.0,3,-1,-1
42501351,1.0,3,-1,-1
5488347273,9.0,1,5488347273,5488347274
42486140,7.0,3,-1,-1
7208553919,10.0,1,7208553919,42521570
42515367,2.0,3,-1,-1
5319036539,9.0,2,-1,-1
42514419,6.0,2,-1,-1
42515341,13.0,3,-1,-1
42501948,8.0,4,-1,-1
42479921,7.0,4,-1,-1
42495232,79.0,2,-1,-1
42478866,31.0,3,-1,-1
42460839,20.0,2,-1,-1
42498758,9.0,2,-1,-1
42489357,8.0,2,-1,-1
42516094,18.0,2,-1,-1
42476132,7.0,1,42476132,42476135
42529980,11.0,2,-1,-1
5832802749,40.0,1,5832802749,42496980
5859612593,70.0,1,5859612593,42477254
42474729,41.0,3,-1,-1
42465250,84.0,16777219,-1,-1
4487203993,69.0,1,4487203993,4487203991
42470444,59.0,3,-1,-1
11165587327,21.0,1,11165587327,42470439
42494845,12.0,3,-1,-1
42461967,3.0,2,-1,-1
7523037694,9.0,1,7523037694,6990761760
7707722458,1.0,1,7707722458,8392587063
42472734,1.0,2,-1,-1
370888100,1.0,2,-1,-1
42423295,7.0,2,-1,-1
42458185,9.0,1,42458185,42425100
42437354,15.0,3,-1,-1
42434233,36.0,3,-1,-1
42455007,42.0,3,-1,-1
9907956889,27.0,1,9907956889,9907956894
685164634,24.0,2,-1,-1
42436598,48.0,1,42436598,42455897
42442898,51.0,1,42442898,42442895
3841254263,120.0,1,3841254263,42442910
42446941,78.0,16777218,-1,-1
100522479,94.0,16777218,-1,-1
42444043,91.0,2,-1,-1
42432580,122.0,2,-1,-1
8675870232,59.0,1,8675870232,8675870231
10003982624,89.0,1,10003982624,10003982623
42423677,5.0,1,42423677,42423674
247223720,7.0,2,-1,-1
7802856372,34.0,3,-1,-1
42432558,103.0,16777218,-1,-1
42438862,71.0,2,-1,-1
11655721348,152.0,16777218,-1,-1
42431034,48.0,3,-1,-1
42422018,2.0,2,-1,-1
3917286380,2.0,1,3917286380,7910052385
42441310,1.0,2,-1,-1
42441299,3.0,2,-1,-1
42441276,7.0,2,-1,-1
9391176018,6.0,3,-1,-1
7967045537,14.0,1,7967045537,42482639
2300133676,24.0,1,2300133676,2300133675
42501435,3.0,1,42501435,5410953435
9052439060,14.0,1,9052439060,42533992
42518888,33.0,2,-1,-1
42502059,4.0,3,-1,-1
42502050,13.0,3,-1,-1
42467527,1.0,3,-1,-1
42525229,7.0,3,-1,-1
5488338521,14.0,2,-1,-1
42502012,3.0,4,-1,-1
42472453,4.0,5,-1,-1
42495269,5.0,1,42495269,42495272
42468921,3.0,3,-1,-1
42516987,2.0,3,-1,-1
42519954,4.0,2,-1,-1
42498772,10.0,2,-1,-1
42530998,5.0,16777219,-1,-1
42479942,3.0,3,-1,-1
42508671,1.0,3,-1,-1
42485383,20.0,16777219,-1,-1
42485376,14.0,1,42485376,42525320
5711281245,15.0,2,-1,-1
1691133701,11.0,16777219,-1,-1
1691133771,1.0,2,-1,-1
2645335405,2.0,1,2645335405,2645335481
762936632,4.0,1,740202317,740202319
42476092,1.0,2,-1,-1
42514998,22.0,2,-1,-1
42487555,75.0,3,-1,-1
42491632,81.0,16777219,-1,-1
4207763060,18.0,3,-1,-1
42464871,71.0,3,-1,-1
42504232,14.0,1,42504232,42521410
42511729,32.0,3,-1,-1
42470346,22.0,2,-1,-1
7707737140,3.0,1,7707737140,42504031
7711046935,4.0,1,7711046935,42469437
42469447,3.0,2,-1,-1
8096797244,1.0,1,8096797244,9132411775
370892861,1.0,2,-1,-1
42430973,2.0,2,-1,-1
42423549,2.0,2,-1,-1
42430945,7.0,2,-1,-1
3624790934,3.0,2,-1,-1
7147636389,3.0,2,-1,-1
5137743341,2.0,1,5137743341,5137747688
589100164,5.0,2,-1,-1
5726416552,7.0,1,5726416552,4274141356
42445390,40.0,3,-1,-1
42442933,59.0,2,-1,-1
42449947,99.0,2,-1,-1
42446986,80.0,2,-1,-1
596775876,41.0,2,-1,-1
42445941,85.0,2,-1,-1
4347534767,25.0,3,-1,-1
42457788,6.0,2,-1,-1
4332563033,2.0,0,-1,-1
595703341,1.0,0,-1,-1
42435301,3.0,16777218,-1,-1
10172955268,15.0,1,10172955268,10172954616
42421803,70.0,2,-1,-1
8002696369,75.0,1,8002696369,42438043
1061531736,106.0,2,-1,-1
42431099,34.0,16777220,-1,-1
42429557,1.0,2,-1,-1
42441283,1.0,2,-1,-1
42440577,1.0,1,42440577,42441276
42424937,3.0,2,-1,-1
1167472333,9.0,2,-1,-1
2335019510,49.0,1,2335019510,42519775
2282434869,8.0,2,-1,-1
42480218,4.0,2,-1,-1
9068860790,2.0,1,9068860790,9068860789
42535411,20.0,16777219,-1,-1
42495312,2.0,2,-1,-1
42516940,6.0,3,-1,-1
42516934,1.0,3,-1,-1
42498737,4.0,4,-1,-1
42470981,5.0,3,-1,-1
42530940,1.0,3,-1,-1
2282435288,1.0,16777219,-1,-1
8127609214,4.0,1,8127609214,2282435298
42485279,1.0,3,-1,-1
8374968544,1.0,1,8374968544,8374968543
42536412,3.0,1,42536412,42531769
42517167,12.0,3,-1,-1
8386481368,4.0,1,8386481368,42512275
42479966,40.0,3,-1,-1
8506452930,16.0,2,-1,-1
42475830,14.0,1,42475830,42475825
42475818,10.0,2,-1,-1
1701116526,2.0,2,-1,-1
1691133695,1.0,2,-1,-1
42467584,6.0,1,42467584,42472893
740202296,1.0,1,740202296,6564767857
5543509657,1.0,2,-1,-1
42491569,7.0,2,-1,-1
42469653,29.0,16777219,-1,-1
42469640,62.0,3,-1,-1
6412751679,20.0,1,6412751679,6412751684
42467033,7.0,4,-1,-1
42469617,30.0,3,-1,-1
42500046,61.0,16777220,-1,-1
42471726,18.0,3,-1,-1
42500041,13.0,16777219,-1,-1
42469451,11.0,1,42469451,9450686171
5980485761,6.0,1,5980485761,5782087172
42537973,2.0,1,42537973,42520683
7712107363,1.0,1,7712107363,42484162
370897166,1.0,2,-1,-1
370898427,1.0,1,370898427,42423549
9934065146,2.0,1,9934065146,589100164
1478572209,1.0,1,1478572209,42445392
589099881,3.0,1,589099881,589099734
1701844664,5.0,2,-1,-1
42444055,30.0,16777219,-1,-1
42438894,60.0,2,-1,-1
42436707,68.0,16777218,-1,-1
42432847,78.0,16777219,-1,-1
596775930,51.0,2,-1,-1
42445976,30.0,2,-1,-1
42429680,3.0,2,-1,-1
6091080882,3.0,2,-1,-1
3602649921,4.0,1,3602649921,3602649920
42424850,3.0,0,-1,-1
7106818626,2.0,16777220,-1,-1
42437050,14.0,2,-1,-1
42436985,48.0,2,-1,-1
42433252,82.0,16777217,-1,-1
42428737,103.0,16777218,-1,-1
42421749,52.0,16777219,-1,-1
42441263,1.0,2,-1,-1
254484327,3.0,1,254484327,3917286380
42424706,2.0,2,-1,-1
1167483679,6.0,1,1167483679,42500790
8122788070,4.0,1,8122788070,42481505
9514009880,83.0,2,-1,-1
42484382,31.0,3,-1,-1
455421997,3.0,2,-1,-1
7262708659,2.0,3,-1,-1
2282434940,1.0,3,-1,-1
2282434953,1.0,2,-1,-1
2282434963,6.0,3,-1,-1
42485310,2.0,3,-1,-1
2295009518,2.0,2,-1,-1
42470990,8.0,3,-1,-1
42517183,8.0,3,-1,-1
42500752,8.0,2,-1,-1
42489174,8.0,3,-1,-1
42489170,5.0,4,-1,-1
7260148283,14.0,2,-1,-1
42528314,9.0,1,42528314,42528317
42472432,8.0,2,-1,-1
42485795,14.0,2,-1,-1
42472039,6.0,2,-1,-1
42479690,32.0,3,-1,-1
42537159,2.0,1,42537159,42525206
42497336,46.0,2,-1,-1
42511210,2.0,1,42511210,42484766
42499237,2.0,16777218,-1,-1
2645335370,4.0,1,2645335370,42472741
42478471,6.0,3,-1,-1
1241237898,5.0,2,-1,-1
1241237965,38.0,16777219,-1,-1
42473603,56.0,16777219,-1,-1
42524905,43.0,3,-1,-1
42464938,64.0,16777220,-1,-1
42479658,24.0,3,-1,-1
504044405,22.0,2,-1,-1
42510121,56.0,3,-1,-1
42471736,7.0,1,42471736,537402600
8280978683,5.0,1,8280978683,8280978682
42506392,2.0,3,-1,-1
42487630,6.0,2,-1,-1
9990599496,34.0,2,-1,-1
10596295091,41.0,1,10596295091,10596295095
42469485,40.0,2,-1,-1
42528566,6.0,16777217,-1,-1
2319695140,1.0,1,2319695136,42469511
7594046744,1.0,1,7594046744,42469528
42501781,1.0,1,42501781,42501782
9121317157,1.0,1,9121317157,42531618
5749889413,2.0,1,5749889413,5749889415
2297172754,1.0,2,-1,-1
7094702346,1.0,1,7094702346,370915530
3011333827,1.0,1,3011333827,5220467776
42440472,15.0,1,42440472,42440469
11395670530,66.0,1,11395670530,11395670528
3785585954,80.0,1,3785585954,1775176473
42431656,82.0,2,-1,-1
42431678,37.0,16777218,-1,-1
596776057,19.0,3,-1,-1
42454679,28.0,2,-1,-1
42438485,8.0,2,-1,-1
42433927,2.0,2,-1,-1
12099277773,2.0,2,-1,-1
42435317,2.0,16777218,-1,-1
42424439,2.0,4,-1,-1
42447273,34.0,16777218,-1,-1
11905290556,77.0,1,11905290556,42437918
42442565,64.0,16777218,-1,-1
561035334,69.0,16777218,-1,-1
595314036,19.0,16777219,-1,-1
42441251,2.0,2,-1,-1
9533471776,4.0,1,9533471776,2383895311
1332843726,5.0,1,1332843726,42434264
42476166,9.0,1,42476166,5029814563
1167483308,9.0,1,1167483308,42500803
42489393,46.0,2,-1,-1
42489313,30.0,2,-1,-1
598784294,4.0,2,-1,-1
42489275,15.0,4,-1,-1
42489260,20.0,16777219,-1,-1
42489250,13.0,4,-1,-1
7987092677,35.0,1,7987092677,7987092676
42528454,11.0,3,-1,-1
42528445,1.0,3,-1,-1
42471006,31.0,4,-1,-1
10286066547,7.0,1,10286066547,42506106
42514089,2.0,2,-1,-1
42487793,23.0,3,-1,-1
11961703756,1.0,1,11961703756,11961703754
42532460,19.0,3,-1,-1
42519000,9.0,1,42519000,42519003
3513970468,1.0,2,-1,-1
42492575,6.0,3,-1,-1
42465105,1.0,3,-1,-1
42472050,4.0,3,-1,-1
42460674,9.0,2,-1,-1
42495359,75.0,1,42495359,42497356
42484786,96.0,3,-1,-1
42491688,111.0,4,-1,-1
42491671,79.0,3,-1,-1
42478478,38.0,3,-1,-1
42479603,11.0,2,-1,-1
10747680872,47.0,1,10747680872,10747680867
7202107376,19.0,1,7202107376,42524186
42473606,21.0,2,-1,-1
5488328767,45.0,1,5488328767,597727992
42480155,25.0,3,-1,-1
42501884,16.0,2,-1,-1
42501872,29.0,2,-1,-1
42492315,39.0,2,-1,-1
42469376,6.0,3,-1,-1
42506427,6.0,2,-1,-1
42508120,12.0,2,-1,-1
42475764,10.0,2,-1,-1
486872588,41.0,1,486872588,486859031
42504284,91.0,2,-1,-1
42473951,119.0,2,-1,-1
42506310,57.0,2,-1,-1
42469528,2.0,1,42469528,42469531
11099032984,7.0,1,11099032984,42503839
42493348,26.0,2,-1,-1
5481981180,15.0,1,5481981180,42486594
6578689015,7.0,1,6578689015,6578689034
11306575598,3.0,1,11306575598,11306575597
6633383602,8.0,3,-1,-1
11484410420,2.0,1,11484410420,2387504625
42422691,1.0,1,42422691,42447242
5426969134,1.0,2,-1,-1
42454660,10.0,16777218,-1,-1
8231348297,51.0,1,8231348297,5119773940
5375679279,42.0,1,5375679279,42442983
8393918885,76.0,16777217,-1,-1
42439561,57.0,2,-1,-1
42436914,41.0,2,-1,-1
42439392,30.0,2,-1,-1
42429314,13.0,2,-1,-1
42444809,2.0,2,-1,-1
5596409839,1.0,2,-1,-1
5481897036,1.0,1,5481897036,5596409839
7801840675,1.0,3,-1,-1
3602678206,23.0,1,3602678206,3602678205
12534082089,35.0,2,-1,-1
42435362,6.0,16777218,-1,-1
6919167828,23.0,1,6919167828,42442578
1506599377,23.0,1,1506599377,561035342
42443181,37.0,3,-1,-1
42438228,8.0,2,-1,-1
3273684052,1.0,1,3273684052,3273684051
587934318,2.0,2,-1,-1
587934172,3.0,3,-1,-1
42492775,19.0,3,-1,-1
8400851855,8.0,1,8400851855,8400851854
42497222,8.0,1,42497222,42480640
42519420,39.0,16777220,-1,-1
6295187820,4.0,2,-1,-1
42487747,24.0,2,-1,-1
42535175,41.0,3,-1,-1
42534576,1.0,3,-1,-1
5727008268,2.0,1,5727008268,42519053
42470902,14.0,3,-1,-1
42492621,26.0,3,-1,-1
42465145,3.0,2,-1,-1
42465143,16.0,2,-1,-1
42512783,1.0,4,-1,-1
42532087,1.0,3,-1,-1
42531966,4.0,3,-1,-1
42507812,3.0,16777217,-1,-1
42493512,1.0,3,-1,-1
42508310,23.0,1,42508310,42485846
42508337,11.0,1,42508337,42508335
42508331,4.0,2,-1,-1
42502797,16.0,3,-1,-1
42484796,9.0,4,-1,-1
42499253,10.0,16777219,-1,-1
42497508,1.0,3,-1,-1
42520322,26.0,3,-1,-1
42479613,26.0,2,-1,-1
42486231,14.0,3,-1,-1
42469689,65.0,2,-1,-1
42522967,31.0,3,-1,-1
42497826,41.0,2,-1,-1
42522063,47.0,2,-1,-1
42498829,41.0,2,-1,-1
42520244,54.0,2,-1,-1
8935484341,37.0,1,8935484342,8935484345
42471844,9.0,3,-1,-1
42492062,6.0,2,-1,-1
42482183,9.0,2,-1,-1
42478027,21.0,3,-1,-1
42474150,15.0,2,-1,-1
5481854401,44.0,1,5481854401,5481854402
42509239,54.0,2,-1,-1
42520383,37.0,2,-1,-1
42500979,17.0,2,-1,-1
42496848,23.0,2,-1,-1
42493355,79.0,3,-1,-1
5481915307,46.0,1,5481915307,42486597
2473602886,15.0,16777218,-1,-1
42786594,14.0,2,-1,-1
597237400,50.0,16777218,-1,-1
42843274,17.0,2,-1,-1
6781146560,3.0,1,6781146560,42825525
7964276900,2.0,1,7964276900,42447242
42447412,2.0,1,3785702998,8152930806
371188320,1.0,2,-1,-1
12969803283,45.0,2,-1,-1
10991141055,83.0,1,10991141055,42438805
42443020,108.0,2,-1,-1
42438503,91.0,2,-1,-1
8250514367,110.0,1,8250514367,42447132
42436541,44.0,2,-1,-1
42446072,31.0,2,-1,-1
42443264,24.0,16777218,-1,-1
42438961,1.0,1,42438961,42453575
247225027,1.0,1,247225027,2058920018
247225034,3.0,1,247225034,2141026499
42431207,34.0,3,-1,-1
42447323,45.0,3,-1,-1
42440131,5.0,2,-1,-1
7598970693,23.0,3,-1,-1
42442592,9.0,3,-1,-1
7732653971,3.0,2,-1,-1
42441949,10.0,2,-1,-1
3273685371,1.0,0,-1,-1
595352915,2.0,1,595352915,60928432
2408221645,3.0,1,2408221645,595462053
8353462014,5.0,1,8353462014,8353462009
42520535,1.0,1,42520535,42464355
42520539,2.0,1,42520539,42464365
1167643922,5.0,3,-1,-1
42490988,3.0,2,-1,-1
42480683,33.0,1,42480683,42480688
42492661,50.0,16777218,-1,-1
42465191,13.0,3,-1,-1
5487798013,6.0,2,-1,-1
42512824,21.0,3,-1,-1
42532121,14.0,3,-1,-1
42532117,2.0,3,-1,-1
42470908,1.0,3,-1,-1
2279612160,4.0,2,-1,-1
42472673,1.0,1,42472673,42508404
42489661,1.0,16777219,-1,-1
42520458,1.0,4,-1,-1
42520454,1.0,4,-1,-1
42471423,1.0,16777219,-1,-1
42507835,2.0,16777217,-1,-1
9258589425,3.0,5,-1,-1
42526070,3.0,3,-1,-1
42526066,7.0,3,-1,-1
12985171183,5.0,1,12985171183,12985171186
7260047789,5.0,1,7260047789,7260047790
42481699,7.0,3,-1,-1
5488372161,27.0,1,5488372161,5488372162
42481677,37.0,16777218,-1,-1
42472153,38.0,3,-1,-1
42481652,21.0,2,-1,-1
1259822844,38.0,2,-1,-1
42474983,57.0,2,-1,-1
42481619,40.0,16777218,-1,-1
42464972,125.0,2,-1,-1
42481589,25.0,2,-1,-1
5481897149,15.0,2,-1,-1
42481558,30.0,2,-1,-1
42477901,20.0,1,42477901,3958825289
5362869659,12.0,1,5362869659,5362869658
5362869639,2.0,2,-1,-1
42519635,2.0,3,-1,-1
598033006,23.0,2,-1,-1
42520577,48.0,2,-1,-1
42488313,54.0,3,-1,-1
9727866468,27.0,1,9727866468,9727866463
42509216,9.0,3,-1,-1
6980674614,104.0,2,-1,-1
42516610,60.0,16777218,-1,-1
5052125058,21.0,3,-1,-1
5481915279,8.0,1,5481915279,5481915282
5481915263,3.0,2,-1,-1
276317470,16.0,2,-1,-1
11157958410,54.0,16777218,-1,-1
11157958407,19.0,2,-1,-1
2462253817,12.0,2,-1,-1
11840964790,3.0,2,-1,-1
12825404904,6.0,1,3785702998,8152930806
3785702998,2.0,1,3785702998,8152930806
42427030,1.0,2,-1,-1
589298326,25.0,1,589298326,42428013
7102342431,47.0,16777217,-1,-1
6263083514,78.0,1,6263083526,42443032
42443040,100.0,2,-1,-1
42450035,105.0,16777218,-1,-1
42434169,62.0,16777218,-1,-1
596776231,29.0,2,-1,-1
42434905,26.0,2,-1,-1
42445840,5.0,1,42445840,42450456
42446723,15.0,2,-1,-1
6223478860,27.0,1,6223478860,5481882788
42439852,10.0,2,-1,-1
42435802,44.0,3,-1,-1
7594173332,11.0,3,-1,-1
10183024496,2.0,1,10183024496,10183024494
5487817596,3.0,2,-1,-1
42433800,16.0,2,-1,-1
42428928,16.0,16777218,-1,-1
42439216,4.0,2,-1,-1
587934347,2.0,2,-1,-1
60928402,1.0,1,60928402,7907957252
60917021,1.0,2,-1,-1
622204986,2.0,0,-1,-1
42520547,1.0,1,42520547,42464377
42494809,2.0,1,42494809,42464380
4643580010,3.0,1,4643580010,4643580007
42464383,1.0,2,-1,-1
42491003,1.0,2,-1,-1
2318552219,16.0,2,-1,-1
42519921,4.0,3,-1,-1
42508473,1.0,3,-1,-1
42489697,6.0,3,-1,-1
42520498,2.0,3,-1,-1
7259970875,15.0,1,7259970875,7259970879
42471372,1.0,3,-1,-1
42526254,1.0,3,-1,-1
42526251,1.0,3,-1,-1
42502539,5.0,3,-1,-1
7045922176,7.0,1,7045922176,7045922174
5488639194,1.0,1,5488639194,5488639195
42481769,1.0,4,-1,-1
8166356412,7.0,16777218,-1,-1
42483682,12.0,3,-1,-1
42483674,2.0,3,-1,-1
42496590,2.0,4,-1,-1
42464460,10.0,3,-1,-1
42464452,3.0,3,-1,-1
42496574,2.0,4,-1,-1
42489740,1.0,3,-1,-1
42494669,4.0,4,-1,-1
12031269098,11.0,1,12031269098,42493638
42472162,10.0,3,-1,-1
42509064,1.0,2,-1,-1
1259822816,1.0,2,-1,-1
42474987,1.0,2,-1,-1
42496504,1.0,2,-1,-1
42496492,56.0,2,-1,-1
42482381,2.0,2,-1,-1
42482354,16.0,3,-1,-1
5487729893,8.0,1,5487729893,5487729892
42477905,16.0,2,-1,-1
42514347,19.0,1,42514347,42514351
42504097,9.0,3,-1,-1
42492008,6.0,3,-1,-1
42491149,13.0,2,-1,-1
42489757,46.0,1,42489757,42491164
42528046,37.0,2,-1,-1
42505939,35.0,2,-1,-1
42467919,10.0,3,-1,-1
2987758888,52.0,2,-1,-1
42498664,15.0,3,-1,-1
7725544396,3.0,2,-1,-1
3430724990,5.0,2,-1,-1
6991706317,3.0,1,6991706317,597237382
42836338,2.0,4,-1,-1
276096739,17.0,1,276096739,42844259
42825544,37.0,4,-1,-1
42818118,16.0,4,-1,-1
2472695922,2.0,1,2472695922,2472695924
42826823,3.0,16777219,-1,-1
8152930806,1.0,2,-1,-1
3569402546,4.0,1,3569402546,5212739095
1241986707,1.0,1,1241986707,8488556372
371206277,4.0,1,371206277,42450641
42428034,13.0,3,-1,-1
42428045,43.0,3,-1,-1
42452814,45.0,3,-1,-1
42443056,25.0,16777219,-1,-1
42438953,53.0,2,-1,-1
42447179,67.0,2,-1,-1
596776386,31.0,16777218,-1,-1
5481978559,15.0,1,5481978559,5481978561
5481977585,15.0,1,5481977585,42439485
42453236,18.0,2,-1,-1
2141026501,53.0,2,-1,-1
42439878,11.0,2,-1,-1
11271520104,18.0,1,11271520104,11271520105
42435981,2.0,3,-1,-1
42438291,5.0,2,-1,-1
42442625,10.0,16777219,-1,-1
561035366,22.0,2,-1,-1
42428956,8.0,2,-1,-1
5354421378,5.0,2,-1,-1
42441704,1.0,1,42441704,587933855
60928432,1.0,2,-1,-1
60927487,1.0,2,-1,-1
171245253,2.0,0,-1,-1
60916829,3.0,1,60916829,595729853
595729853,3.0,2,-1,-1
9869443253,4.0,1,9869443253,42907821
4906764640,1.0,0,-1,-1
5743891688,2.0,2,-1,-1
42486989,1.0,2,-1,-1
42471415,4.0,2,-1,-1
42524561,1.0,3,-1,-1
42502581,18.0,1,42502581,42502586
42477060,25.0,3,-1,-1
42477048,20.0,3,-1,-1
5487860972,28.0,3,-1,-1
42481816,2.0,4,-1,-1
42505725,3.0,4,-1,-1
42470825,3.0,3,-1,-1
42464509,1.0,3,-1,-1
2317462491,1.0,2,-1,-1
12976490870,1.0,1,12976490870,12976490871
42473728,3.0,3,-1,-1
12258010869,3.0,3,-1,-1
9258589454,2.0,4,-1,-1
42515769,1.0,4,-1,-1
42532344,2.0,4,-1,-1
42505803,1.0,3,-1,-1
7260047804,1.0,2,-1,-1
42502835,3.0,3,-1,-1
42510375,1.0,3,-1,-1
10895992708,7.0,2,-1,-1
42467487,1.0,2,-1,-1
42467480,9.0,3,-1,-1
42467474,1.0,2,-1,-1
42467466,6.0,3,-1,-1
42467454,9.0,2,-1,-1
42467437,15.0,2,-1,-1
42473182,67.0,2,-1,-1
42499209,29.0,3,-1,-1
42495193,22.0,2,-1,-1
42499184,6.0,2,-1,-1
5487729884,34.0,1,5487729884,42516245
6775227098,16.0,1,6775227098,7187138251
1275778433,34.0,2,-1,-1
42467811,24.0,3,-1,-1
42496356,18.0,2,-1,-1
7257100486,21.0,1,7257100486,7257058083
42502973,35.0,2,-1,-1
42491527,16.0,3,-1,-1
42503833,11.0,2,-1,-1
42509193,10.0,2,-1,-1
42495899,11.0,3,-1,-1
10187694039,1.0,1,10187694039,622232010
42495916,2.0,1,42495916,2839943360
42833299,8.0,2,-1,-1
42832478,8.0,4,-1,-1
6643399520,4.0,3,-1,-1
42830910,46.0,2,-1,-1
42920892,27.0,3,-1,-1
42825882,24.0,16777220,-1,-1
42867035,5.0,4,-1,-1
42890450,7.0,3,-1,-1
11499501739,2.0,2,-1,-1
42448857,3.0,16777217,-1,-1
7530016542,5.0,1,7530016542,7530016541
42451773,1.0,3,-1,-1
42433422,1.0,1,42433422,42424145
371207282,1.0,2,-1,-1
42433377,10.0,1,42433377,3631837585
5482216760,39.0,1,5482216760,5482216765
5481998032,49.0,2,-1,-1
42449422,25.0,2,-1,-1
42447199,33.0,16777219,-1,-1
596776594,14.0,2,-1,-1
42438702,31.0,2,-1,-1
42448979,8.0,2,-1,-1
42429532,13.0,2,-1,-1
2141026507,14.0,2,-1,-1
42433781,15.0,16777218,-1,-1
42435865,29.0,4,-1,-1
42434314,14.0,2,-1,-1
42432980,7.0,3,-1,-1
42442656,7.0,3,-1,-1
561035376,10.0,2,-1,-1
6840573381,9.0,2,-1,-1
42427139,8.0,2,-1,-1
42429479,1.0,1,42429479,42449804
60928941,2.0,0,-1,-1
60929278,2.0,2,-1,-1
9503566608,2.0,1,9503566608,9338511504
374482644,1.0,1,374482644,374472690
374475605,4.0,1,374475605,60917021
13062904253,5.0,1,13062904253,42425959
8433192819,2.0,1,8433174514,42821596
1931148646,4.0,1,1931148646,1931149508
1931150889,7.0,1,1931150889,1931150956
42487011,7.0,2,-1,-1
42477411,5.0,16777217,-1,-1
42524569,2.0,3,-1,-1
42534275,16.0,3,-1,-1
42528193,5.0,4,-1,-1
42534290,9.0,3,-1,-1
7259963257,9.0,2,-1,-1
42537419,1.0,3,-1,-1
42479063,1.0,2,-1,-1
42464514,1.0,3,-1,-1
42470853,1.0,3,-1,-1
1963022549,2.0,1,1963022549,42513940
2063064664,5.0,2,-1,-1
