node,w,kappa,cut_u,cut_v
448041455,4.0,2,-1,-1
42985043,9.0,4,-1,-1
42996941,2.0,4,-1,-1
11382002864,1.0,1,11382002864,11382046587
42949523,4.0,1,42949523,42949520
42981352,14.0,2,-1,-1
42980942,10.0,2,-1,-1
42948726,28.0,2,-1,-1
42980929,34.0,3,-1,-1
8389696812,7.0,1,8389696812,8389723425
43007732,1.0,3,-1,-1
9380782987,51.0,1,9380782987,43000146
7429299323,1.0,2,-1,-1
42975248,1.0,1,42975248,42975244
42970883,1.0,3,-1,-1
2896359373,24.0,3,-1,-1
4413028290,44.0,1,4413028290,4202699376
42995411,53.0,2,-1,-1
42958116,20.0,2,-1,-1
42960865,1.0,1,42960865,42960868
42953203,17.0,2,-1,-1
5490227872,2.0,1,5490227872,5490227873
7146317678,1.0,1,7146317678,7146317676
42950050,1.0,3,-1,-1
3643159093,1.0,1,3643159093,3643159098
8886937119,2.0,3,-1,-1
8459891257,3.0,1,8459891257,8459891255
42995814,1.0,1,42995814,42974552
533698242,1.0,1,533698242,42979924
59059478,1.0,2,-1,-1
42978298,6.0,16777219,-1,-1
42950824,1.0,3,-1,-1
11382046637,1.0,2,-1,-1
42955949,1.0,1,42955949,42955947
43001581,39.0,2,-1,-1
42991005,1.0,2,-1,-1
7433543955,10.0,1,7433543955,42996857
42951305,4.0,1,42951305,8887065825
42959531,4.0,1,42959531,43002908
8389723439,2.0,1,8389723439,8389723425
10671385771,7.0,1,10671385771,42978698
42977240,1.0,1,42977240,42961954
3629355496,1.0,1,3629355496,43007145
42967156,4.0,3,-1,-1
42963329,2.0,4,-1,-1
9943767995,17.0,1,9943767995,5490150424
43006610,42.0,1,43006610,5490146240
42964384,21.0,2,-1,-1
43005045,1.0,2,-1,-1
42960851,11.0,2,-1,-1
42963843,2.0,3,-1,-1
43011357,3.0,2,-1,-1
42950045,1.0,2,-1,-1
5490225400,4.0,0,-1,-1
42968216,1.0,3,-1,-1
43001576,1.0,1,43001576,42964532
42952623,1.0,2,-1,-1
9526109664,7.0,2,-1,-1
43010647,1.0,3,-1,-1
42955372,6.0,16777219,-1,-1
12637129581,6.0,1,12637129581,10000127483
42978674,2.0,3,-1,-1
43021934,1.0,4,-1,-1
42974586,25.0,2,-1,-1
42974659,20.0,3,-1,-1
42967058,27.0,2,-1,-1
42962419,6.0,1,42962419,42962421
42978704,2.0,1,42978704,42958410
3643225184,83.0,1,3643225184,42965366
6946156072,7.0,1,6946156072,42965366
42973975,3.0,4,-1,-1
42948488,1.0,3,-1,-1
42976103,2.0,3,-1,-1
7152863820,3.0,1,7152863820,7152863814
42980093,8.0,1,42980093,42980090
42985953,40.0,1,42985953,5490128938
42984257,1.0,4,-1,-1
42960834,2.0,2,-1,-1
42983631,40.0,2,-1,-1
3659187818,2.0,1,3659187818,3659187820
10700013447,1.0,1,10700013447,7429027951
42962111,1.0,1,42962111,42962109
5516562246,1.0,1,5516562246,42966393
42970847,1.0,2,-1,-1
5490224998,10.0,1,5490224998,11689963517
42956790,1.0,2,-1,-1
42979163,25.0,2,-1,-1
10700028051,7.0,1,10700028051,42968897
43026732,1.0,1,43026732,43019352
43006324,1.0,4,-1,-1
42947121,1.0,1,42947121,43005961
42991033,17.0,2,-1,-1
5490239671,13.0,1,5490239671,5490239666
42986677,2.0,3,-1,-1
5490462387,5.0,1,5490462387,919629003
42954760,5.0,3,-1,-1
42965366,10.0,1,42965366,11018970658
5490148403,3.0,1,5490148403,5490148404
43000709,2.0,2,-1,-1
43024307,1.0,3,-1,-1
8459871400,2.0,2,-1,-1
42975737,1.0,2,-1,-1
43013705,1.0,3,-1,-1
4205436889,29.0,4,-1,-1
42984247,1.0,3,-1,-1
42955931,3.0,4,-1,-1
42943533,27.0,3,-1,-1
42981390,12.0,2,-1,-1
42951225,1.0,3,-1,-1
42972890,1.0,1,42972890,42949028
8459914576,1.0,1,8459914576,8459914572
42967132,1.0,1,42967132,42967137
42951479,4.0,2,-1,-1
5951134722,3.0,1,5951134722,42964271
42971407,5.0,2,-1,-1
5490546426,7.0,1,5490546426,5490546427
6119553015,1.0,1,6119553015,11281894056
42974717,2.0,2,-1,-1
42990909,2.0,2,-1,-1
9809458642,1.0,1,9809458642,9809458636
43026550,2.0,1,43026550,42994040
6958783516,3.0,1,6958783516,43000230
43000226,5.0,3,-1,-1
11336730573,1.0,1,11336730573,11336730575
12903462696,21.0,1,12903462696,12903462689
10993147723,1.0,1,10993147723,12903462689
5490185900,5.0,1,5490185900,2845230894
42970234,10.0,3,-1,-1
42957608,14.0,3,-1,-1
43015633,1.0,1,43015633,42955264
42948254,1.0,2,-1,-1
42988433,55.0,4,-1,-1
42982118,5.0,3,-1,-1
7403780428,3.0,0,-1,-1
43017722,2.0,1,43017722,42971817
43025502,7.0,1,43025502,43010658
42967782,1.0,3,-1,-1
42976262,1.0,1,42976262,42976264
42999730,1.0,2,-1,-1
5490231082,2.0,1,5490231082,5490231083
10159758779,6.0,1,10159758779,10159758778
7414141912,7.0,1,7414141912,7414141911
5845742446,1.0,1,5845742446,10000102811
42978363,1.0,3,-1,-1
43026859,1.0,1,43026859,43007955
10000127460,1.0,2,-1,-1
42997728,2.0,3,-1,-1
12128313034,2.0,1,12128313034,9809237102
42965150,11.0,4,-1,-1
11439623834,7.0,2,-1,-1
5490185902,27.0,2,-1,-1
5490667400,13.0,1,5490667400,5490667403
42947304,1.0,3,-1,-1
6938200312,1.0,1,6938200312,6938200313
2545398297,1.0,1,2545398297,42955512
43015612,8.0,4,-1,-1
5490225594,43.0,2,-1,-1
43007353,9.0,3,-1,-1
42976430,4.0,3,-1,-1
42960490,2.0,2,-1,-1
43002184,16.0,2,-1,-1
42959322,4.0,3,-1,-1
42968985,9.0,3,-1,-1
42962921,2.0,1,42962921,42958265
6966893580,4.0,1,6966893580,42973657
42958216,1.0,2,-1,-1
42947647,2.0,2,-1,-1
43005924,2.0,3,-1,-1
10212283397,6.0,1,10212283397,10212283392
43015251,1.0,3,-1,-1
42954443,3.0,2,-1,-1
43014111,1.0,3,-1,-1
42962262,1.0,3,-1,-1
42974231,3.0,3,-1,-1
42945640,1.0,1,42945640,43022383
409305350,1.0,2,-1,-1
5490667403,1.0,1,5490667403,3552422325
5490667735,1.0,1,5490667735,5490667734
3552422342,2.0,1,3552422342,3552422343
43025723,1.0,1,43025723,43011126
42970188,1.0,2,-1,-1
5490247181,12.0,0,-1,-1
3493417510,5.0,1,3493417510,43015602
42975965,14.0,4,-1,-1
9709879006,41.0,3,-1,-1
2897358000,31.0,1,2897358000,12173774418
42960948,2.0,3,-1,-1
42973380,8.0,1,42973380,42969007
42945485,3.0,1,42945485,448054575
42973190,6.0,2,-1,-1
42984911,2.0,3,-1,-1
42971282,1.0,2,-1,-1
5533078851,2.0,1,5533078851,5533078850
42973818,1.0,1,42973818,42968153
42967864,1.0,3,-1,-1
42953594,11.0,1,42953594,42953589
42996779,28.0,2,-1,-1
42987091,19.0,3,-1,-1
1335819130,1.0,1,1335819130,42948756
42962467,10.0,3,-1,-1
6821707209,3.0,2,-1,-1
5490667744,8.0,1,5490667744,5490667735
5490676549,24.0,1,5490676549,5490676550
42979005,2.0,3,-1,-1
5508560567,5.0,2,-1,-1
10290276773,6.0,2,-1,-1
5490249972,1.0,1,5490249972,2317285504
42959905,1.0,2,-1,-1
42990673,8.0,4,-1,-1
11781176360,27.0,2,-1,-1
42969029,3.0,2,-1,-1
43000697,14.0,1,43000697,9903184617
42960691,1.0,3,-1,-1
2897342468,1.0,1,2897342468,7641828600
2897394522,2.0,3,-1,-1
42972839,1.0,4,-1,-1
42976054,4.0,2,-1,-1
42978032,34.0,3,-1,-1
43018738,14.0,1,43018738,43006169
42951834,1.0,1,42951834,42951831
42948030,6.0,2,-1,-1
43009030,31.0,3,-1,-1
42965770,2.0,2,-1,-1
7715989921,5.0,1,7715989921,42955701
7887460743,2.0,1,7887460743,42945640
7887460747,2.0,1,7887460747,7887460743
3552422352,1.0,2,-1,-1
10594401817,5.0,1,10594401817,3552422356
3552399198,4.0,2,-1,-1
5031375469,2.0,1,5031375469,11374137299
11882803974,1.0,2,-1,-1
42970283,1.0,3,-1,-1
43014411,2.0,4,-1,-1
42968081,7.0,2,-1,-1
42973154,1.0,3,-1,-1
1934649661,1.0,1,1934649661,42988988
10783590976,4.0,2,-1,-1
42987966,1.0,2,-1,-1
42960674,1.0,2,-1,-1
42960335,1.0,2,-1,-1
2482831905,9.0,1,2482831905,2482831897
42949392,54.0,3,-1,-1
42965572,45.0,3,-1,-1
12705815894,24.0,1,12705815894,42960116
42982880,16.0,3,-1,-1
4517182227,71.0,2,-1,-1
43010520,27.0,3,-1,-1
42962436,14.0,2,-1,-1
3693868585,4.0,1,3693868585,5043804684
10594401911,19.0,1,10594401911,7999403675
3552399201,1.0,2,-1,-1
3552399209,2.0,1,3552399209,3552399222
42978989,3.0,1,42978989,42987110
2897272647,1.0,1,2897272647,42953357
43012565,2.0,4,-1,-1
5490267880,20.0,1,5490267880,410750036
42953758,2.0,3,-1,-1
5490273733,2.0,1,5490273734,42945197
43001443,1.0,2,-1,-1
5491483739,15.0,3,-1,-1
42972520,25.0,3,-1,-1
42948594,6.0,3,-1,-1
42965612,5.0,2,-1,-1
5490421652,1.0,1,5490421652,5490421663
10684406369,12.0,1,10684406369,6497126471
4517181834,1.0,1,4517181834,4517181836
2494167446,3.0,2,-1,-1
4517182254,5.0,1,4517182254,42952422
11186285515,6.0,1,11186285515,11774848159
3509134773,7.0,1,3509134773,410544431
7171026431,5.0,1,7171026431,3552399209
2392137457,8.0,1,2392137457,2392137458
9989975883,9.0,1,9989975883,2392137457
5027538932,20.0,3,-1,-1
42970381,11.0,3,-1,-1
43010133,13.0,3,-1,-1
42957502,2.0,1,42957502,42957506
42948830,1.0,2,-1,-1
42972555,3.0,3,-1,-1
42951818,1.0,2,-1,-1
43001009,36.0,2,-1,-1
5490508365,27.0,2,-1,-1
43009663,3.0,3,-1,-1
5490421639,1.0,2,-1,-1
11032409313,11.0,1,11032409313,4517182009
11186285150,16.0,16777217,-1,-1
7171026426,1.0,1,7171026426,3552399204
43023260,3.0,1,43023260,3552399237
4412752863,7.0,1,4412752863,43023260
42958156,13.0,2,-1,-1
43019368,9.0,1,43019368,43019365
4599069462,9.0,2,-1,-1
679340670,7.0,2,-1,-1
42953913,2.0,2,-1,-1
10556566199,19.0,1,10556566199,10556594412
7127921508,3.0,2,-1,-1
7155584229,1.0,1,7155584229,7155584220
9331956271,1.0,1,9331956271,9331956266
4029082136,12.0,1,4029082136,42985367
5490430208,3.0,1,5490430208,5490430210
9864352908,1.0,1,9864352908,5490399691
6055426488,4.0,1,6055426488,5490399694
411548447,9.0,2,-1,-1
4605831762,2.0,1,4605831762,42972098
42979245,3.0,1,42979245,5490376834
7127921516,2.0,1,7127921516,7127921515
10554801560,2.0,1,10554801560,7127921508
9331956265,1.0,1,9331956265,9331956266
3605552371,1.0,1,3605552371,3552399197
42997699,1.0,2,-1,-1
4314829474,4.0,3,-1,-1
42949767,2.0,3,-1,-1
42943879,4.0,1,42943879,42943876
42981431,1.0,1,42981431,42972091
43025638,1.0,1,43025638,42995369
2323022170,3.0,3,-1,-1
452196762,7.0,2,-1,-1
42470568,3.0,3,-1,-1
42947158,13.0,1,42947158,42997699
42943876,2.0,2,-1,-1
7072652655,2.0,3,-1,-1
42470715,2.0,2,-1,-1
42470687,2.0,2,-1,-1
452236091,10.0,16777217,-1,-1
451663948,11.0,1,451663948,8743493242
42537310,20.0,1,42537310,42506247
448100066,3.0,1,448100066,452196762
4636910533,15.0,1,4636910533,4636910538
8347081662,13.0,1,8347081662,6865484075
3701831388,53.0,1,3701831388,1773311778
2377654633,15.0,1,2377654633,1773311778
448096474,14.0,1,448096474,12050158375
448096469,1.0,2,-1,-1
8743493242,1.0,1,8743493242,8743493247
7072652665,1.0,2,-1,-1
42470714,1.0,3,-1,-1
2323022173,2.0,2,-1,-1
42470671,1.0,2,-1,-1
3701831383,92.0,1,3701831383,1773311783
5465298556,11.0,1,5465298556,5465298555
3639409450,18.0,2,-1,-1
12050158375,9.0,1,12050158375,12616260158
42461914,1.0,2,-1,-1
8743493247,3.0,1,8743493247,448096469
42526455,13.0,1,42526455,42477742
42508104,1.0,16777221,-1,-1
2690682182,1.0,1,2690682182,2690682181
7262828763,2.0,3,-1,-1
42488858,1.0,3,-1,-1
42485196,1.0,3,-1,-1
42530823,2.0,1,42530823,42495427
451663024,1.0,1,451663024,451663020
42471915,5.0,1,42471915,42471914
42518716,7.0,16777217,-1,-1
10131859162,2.0,2,-1,-1
12616260158,7.0,2,-1,-1
10248807865,14.0,1,10248807865,5379191830
42471463,48.0,2,-1,-1
2573893290,88.0,1,2573893290,2573893285
42466079,69.0,3,-1,-1
42508057,39.0,3,-1,-1
42494947,2.0,3,-1,-1
2308356476,1.0,1,2308356476,42477665
4309859052,1.0,3,-1,-1
8289483249,11.0,1,8289483249,4227675199
451663017,1.0,2,-1,-1
451660518,1.0,1,451660518,451663948
5488344363,5.0,1,5488344363,7816369756
607911351,23.0,16777217,-1,-1
12169606888,4.0,2,-1,-1
5227323587,14.0,1,5227323587,5227323589
12388740849,6.0,1,12388740849,42484111
448152999,1.0,2,-1,-1
10619880899,29.0,1,10619880899,10619880866
42521290,115.0,3,-1,-1
42492457,11.0,3,-1,-1
2573891236,43.0,1,2573891236,2573891241
42466030,60.0,3,-1,-1
8347913125,75.0,1,8347913125,8347913118
11934180368,2.0,3,-1,-1
5920948765,2.0,1,5920948765,4136067978
5354276357,2.0,2,-1,-1
42537799,6.0,1,42537799,10727665581
1936594434,1.0,1,1936594434,5490732780
246901366,8.0,2,-1,-1
42433712,1.0,2,-1,-1
42501396,4.0,2,-1,-1
12169606895,1.0,1,12169606895,12169606888
12169606879,1.0,2,-1,-1
4268489058,3.0,2,-1,-1
12564784604,10.0,1,12564784604,5227323556
2862226495,2.0,2,-1,-1
42482667,3.0,16777219,-1,-1
11892679167,5.0,2,-1,-1
42460821,17.0,3,-1,-1
42465580,71.0,3,-1,-1
42465563,85.0,3,-1,-1
42465554,78.0,3,-1,-1
7652127035,65.0,2,-1,-1
5488504163,8.0,2,-1,-1
42486172,4.0,3,-1,-1
5488504178,24.0,3,-1,-1
5354276344,3.0,2,-1,-1
3586315567,2.0,1,3586315567,10223083711
42536040,2.0,1,42536040,8288864316
9869959705,2.0,1,9869959705,42518716
5482786012,12.0,16777217,-1,-1
279152444,8.0,1,279152444,42433715
4145424858,1.0,1,4145424858,42427412
2350521220,4.0,1,2350521220,11429768244
42429633,3.0,3,-1,-1
42445291,3.0,3,-1,-1
4142073861,1.0,1,4142073861,246889572
2562448027,3.0,1,2562448027,2562448026
4268511511,3.0,1,4268511511,4268511523
455481630,1.0,2,-1,-1
4209548147,1.0,3,-1,-1
42522525,1.0,3,-1,-1
10020234073,1.0,1,10020234073,10020234069
42514290,1.0,3,-1,-1
42521843,1.0,3,-1,-1
449588315,1.0,2,-1,-1
42482834,2.0,1,42482834,42487406
42477136,3.0,4,-1,-1
42477120,34.0,3,-1,-1
42465514,77.0,3,-1,-1
2620907652,54.0,2,-1,-1
42465950,30.0,2,-1,-1
9979291387,17.0,2,-1,-1
42492887,3.0,3,-1,-1
42506228,2.0,3,-1,-1
7141412692,15.0,1,7141412692,6818236368
10867574244,1.0,1,10866983543,9869959705
42437410,9.0,1,42437410,42437401
246890279,2.0,2,-1,-1
9609713332,1.0,1,9609713332,2562448041
42452613,2.0,1,42452613,42442081
246649427,2.0,1,246649427,246890579
246651798,2.0,1,246651798,246648627
11925988628,3.0,1,11925988628,11925988623
9391370222,2.0,1,9391370222,9391370221
42480360,2.0,2,-1,-1
42480353,1.0,2,-1,-1
42480339,1.0,1,42480339,42480335
1257470553,1.0,1,1257470553,1257470397
42479544,1.0,3,-1,-1
42491331,1.0,3,-1,-1
42514296,4.0,3,-1,-1
42460356,1.0,3,-1,-1
42533719,1.0,3,-1,-1
12969043224,1.0,1,12969043224,12969043226
42461007,15.0,3,-1,-1
1955950379,6.0,3,-1,-1
5488584746,19.0,1,5488584746,5488584747
42477101,37.0,4,-1,-1
42465494,132.0,3,-1,-1
1372888723,56.0,2,-1,-1
42465936,24.0,2,-1,-1
42496086,3.0,2,-1,-1
42506218,5.0,3,-1,-1
12748240899,1.0,1,12748240899,12748240897
5674643781,1.0,1,5674643781,3765548262
42475794,4.0,2,-1,-1
42471906,32.0,3,-1,-1
3154320973,11.0,2,-1,-1
5487759984,4.0,1,5487759984,42478093
701654537,15.0,1,701654537,10107930170
42444479,33.0,3,-1,-1
42436178,65.0,2,-1,-1
6417764328,21.0,1,6417764328,6417761624
373880031,31.0,3,-1,-1
42446825,7.0,3,-1,-1
12410398107,5.0,1,12410398107,246858448
4379966340,2.0,1,4379966340,2562448041
11925988621,1.0,1,11925988621,11925988615
11925988620,1.0,1,11925988620,11925988621
4899886584,1.0,1,4899886584,12161224646
589520212,2.0,1,589520212,246650510
3276524466,2.0,1,3276524466,427850819
4268528917,3.0,1,4268528917,2328392640
1257470740,1.0,3,-1,-1
42493702,1.0,4,-1,-1
42490888,1.0,4,-1,-1
42487949,27.0,16777220,-1,-1
42506007,1.0,3,-1,-1
42517313,8.0,3,-1,-1
42460320,3.0,4,-1,-1
42513453,1.0,3,-1,-1
42504804,9.0,3,-1,-1
42473511,9.0,2,-1,-1
42534504,61.0,4,-1,-1
42487499,22.0,3,-1,-1
42477090,11.0,3,-1,-1
42465459,108.0,3,-1,-1
42506772,80.0,2,-1,-1
42465767,33.0,2,-1,-1
2387789341,20.0,1,2387789341,2387789336
9917992614,3.0,0,-1,-1
4226030792,2.0,1,4226030792,4226030791
4636910538,1.0,1,4636910538,7175234113
7175234113,2.0,1,3765548259,42531180
3765548237,10.0,2,-1,-1
9988039705,11.0,1,9988039705,9988039703
42516187,29.0,3,-1,-1
9127000821,2.0,2,-1,-1
12977784589,1.0,1,12977784589,42486309
1567286111,25.0,2,-1,-1
42421960,93.0,4,-1,-1
42448578,118.0,2,-1,-1
42428377,169.0,2,-1,-1
42430004,115.0,16777218,-1,-1
42430526,88.0,2,-1,-1
42434863,35.0,2,-1,-1
42436073,8.0,2,-1,-1
42436097,8.0,1,42436097,42436100
42456986,3.0,2,-1,-1
42442081,15.0,2,-1,-1
42439099,4.0,2,-1,-1
42431156,24.0,2,-1,-1
8288270047,7.0,2,-1,-1
11925988615,3.0,1,11925988615,8288560708
2208862794,2.0,1,2208862794,9143569898
10858288590,1.0,2,-1,-1
3276524465,2.0,0,-1,-1
42501409,2.0,2,-1,-1
11406639550,2.0,1,11406639550,7262729571
42480369,2.0,3,-1,-1
42488688,12.0,4,-1,-1
42491314,17.0,3,-1,-1
42487964,22.0,4,-1,-1
5488544397,5.0,1,5488544397,5488544396
42517323,7.0,3,-1,-1
42477701,4.0,3,-1,-1
42495389,11.0,3,-1,-1
5488559801,4.0,1,5488559801,42460300
42524831,11.0,4,-1,-1
42484308,12.0,2,-1,-1
42473469,4.0,3,-1,-1
5476457695,29.0,1,5476457695,5476457692
42487481,11.0,3,-1,-1
42477077,6.0,3,-1,-1
42465440,57.0,2,-1,-1
6884618379,67.0,3,-1,-1
6895072012,82.0,1,6895072012,1372888763
6865946817,16.0,16777217,-1,-1
4997218101,1.0,2,-1,-1
12046008016,2.0,1,12046008016,3590372110
42472294,6.0,3,-1,-1
42483607,11.0,2,-1,-1
42467403,10.0,3,-1,-1
598228721,21.0,2,-1,-1
42478093,11.0,2,-1,-1
3659313208,2.0,1,3659313208,42481993
370880758,1.0,2,-1,-1
42444230,12.0,2,-1,-1
42440350,82.0,4,-1,-1
11347850258,66.0,1,11347850258,11347850259
42431602,38.0,3,-1,-1
42428414,46.0,2,-1,-1
42430126,73.0,16777219,-1,-1
42430143,69.0,2,-1,-1
42439345,46.0,2,-1,-1
42430770,78.0,3,-1,-1
42431804,87.0,2,-1,-1
42435578,34.0,2,-1,-1
42436439,76.0,3,-1,-1
5103334974,37.0,1,5103334974,42439286
42437914,17.0,3,-1,-1
42430600,15.0,2,-1,-1
9423683546,2.0,1,9423683546,42430607
593840108,4.0,1,593840108,7073877295
247118882,1.0,1,247118882,247086017
247118712,1.0,1,247118712,7029870571
10021707003,7.0,1,10021707003,247120624
1167494279,30.0,1,1167494279,1773311775
1167491358,3.0,1,1167491358,1773311774
3701831378,4.0,1,3701831378,1773311777
8288464046,1.0,1,8288464046,8678189462
42505036,7.0,3,-1,-1
42525408,4.0,3,-1,-1
10936384838,2.0,1,10936384838,11149976068
2328392640,17.0,2,-1,-1
42493748,1.0,2,-1,-1
42522550,5.0,3,-1,-1
12803403399,26.0,1,12803403399,12803403398
42512373,30.0,2,-1,-1
42468237,17.0,3,-1,-1
42468220,22.0,3,-1,-1
12513125482,30.0,1,12513125482,12513125478
42512972,7.0,3,-1,-1
5488559813,2.0,3,-1,-1
12507605728,3.0,1,12507605728,42495613
42460247,1.0,3,-1,-1
42460941,6.0,3,-1,-1
42473031,5.0,3,-1,-1
42473438,5.0,3,-1,-1
42517557,30.0,3,-1,-1
3039735706,6.0,3,-1,-1
756246974,5.0,2,-1,-1
42465408,25.0,3,-1,-1
1372888860,40.0,2,-1,-1
42467204,16.0,1,42467204,42465871
4997218104,3.0,2,-1,-1
5482728955,1.0,1,5482728955,5482728956
42497707,18.0,3,-1,-1
598227919,49.0,1,598227919,3547496117
13121238541,5.0,1,13121238541,42502705
42514974,41.0,2,-1,-1
42483414,23.0,2,-1,-1
42481993,1.0,3,-1,-1
598202954,1.0,2,-1,-1
42528611,1.0,2,-1,-1
42422270,1.0,2,-1,-1
12299314854,33.0,2,-1,-1
3884569931,10.0,2,-1,-1
7476968855,43.0,16777218,-1,-1
42427307,152.0,2,-1,-1
42428436,149.0,16777218,-1,-1
42442273,138.0,2,-1,-1
1919595918,112.0,2,-1,-1
1692433940,145.0,2,-1,-1
42436856,97.0,2,-1,-1
42439073,44.0,16777218,-1,-1
42435599,58.0,16777218,-1,-1
5849918502,92.0,16777218,-1,-1
42444928,25.0,2,-1,-1
42427821,17.0,2,-1,-1
6636032331,32.0,2,-1,-1
42430646,6.0,3,-1,-1
1993431131,6.0,2,-1,-1
10864456161,3.0,0,-1,-1
7573345223,1.0,2,-1,-1
247123999,3.0,1,247123999,61272887
1167494049,2.0,2,-1,-1
5490687625,20.0,2,-1,-1
3546004694,7.0,1,3546004694,3546004695
1955847019,1.0,1,1955847019,42485888
4941237957,2.0,1,4941237957,42489981
4941237958,1.0,1,4941237958,42489981
5487966187,3.0,1,42504607,42493338
42472474,5.0,2,-1,-1
12815640771,5.0,3,-1,-1
42488729,17.0,3,-1,-1
42514318,42.0,3,-1,-1
42521865,1.0,16777219,-1,-1
42485232,6.0,16777219,-1,-1
42512348,37.0,3,-1,-1
42485568,1.0,3,-1,-1
42490864,5.0,3,-1,-1
3547485381,3.0,1,3547485381,42468167
2620907640,7.0,3,-1,-1
42517374,19.0,2,-1,-1
5488527338,13.0,3,-1,-1
42492855,11.0,3,-1,-1
42526024,4.0,3,-1,-1
42473410,12.0,3,-1,-1
756247019,2.0,2,-1,-1
756246958,1.0,3,-1,-1
757469040,1.0,3,-1,-1
42465376,33.0,16777219,-1,-1
1372888614,47.0,2,-1,-1
598290969,31.0,1,598290969,449388544
42484058,30.0,3,-1,-1
3001111699,18.0,3,-1,-1
42492274,18.0,1,42492274,6558268289
42488915,61.0,1,42488915,42492264
5849767744,58.0,1,5849767744,5849767743
42502679,41.0,2,-1,-1
42519238,67.0,1,42519238,42511349
42512477,18.0,2,-1,-1
42476718,25.0,2,-1,-1
42517908,3.0,16777217,-1,-1
2340051732,16.0,2,-1,-1
42437135,1.0,2,-1,-1
4121409402,21.0,16777217,-1,-1
9910698777,133.0,1,9910698777,1773066054
11496014189,309.0,2,-1,-1
42432178,215.0,2,-1,-1
42445498,167.0,2,-1,-1
6337060933,64.0,1,6337060933,6337060932
42433298,38.0,3,-1,-1
42430857,42.0,2,-1,-1
5416901181,76.0,1,5416901181,5416901182
42430263,51.0,2,-1,-1
42437890,54.0,16777219,-1,-1
42434810,34.0,16777217,-1,-1
7167585627,65.0,16777217,-1,-1
5481856934,59.0,1,5481856934,5481856937
593984781,28.0,2,-1,-1
6928075146,34.0,2,-1,-1
42430694,14.0,2,-1,-1
12153915853,7.0,3,-1,-1
247124101,1.0,1,247124101,247120348
595254571,9.0,3,-1,-1
42438306,1.0,3,-1,-1
61269797,2.0,1,61269797,42423070
1167467329,27.0,1,1167467329,13190541298
1773311782,6.0,2,-1,-1
42485888,6.0,2,-1,-1
2552522735,1.0,1,2552522735,42505014
9084102235,2.0,1,9084102235,4568892888
42463626,2.0,1,42463626,5488330258
4205909316,3.0,2,-1,-1
42522577,6.0,3,-1,-1
42491284,3.0,3,-1,-1
7783585316,33.0,3,-1,-1
42469032,1.0,3,-1,-1
42521716,2.0,3,-1,-1
42526638,3.0,3,-1,-1
42488611,22.0,3,-1,-1
11228277617,60.0,3,-1,-1
42501628,7.0,3,-1,-1
42490837,3.0,4,-1,-1
42490273,2.0,3,-1,-1
42530068,6.0,2,-1,-1
42492862,32.0,2,-1,-1
42460224,7.0,3,-1,-1
42460882,17.0,3,-1,-1
9142822790,10.0,1,9142822790,42483834
757488595,1.0,3,-1,-1
757488209,1.0,3,-1,-1
757468627,1.0,3,-1,-1
9370699715,9.0,2,-1,-1
42465336,63.0,3,-1,-1
42516074,54.0,3,-1,-1
42466183,51.0,3,-1,-1
42466189,39.0,3,-1,-1
6003645710,7.0,1,6003645710,6003645709
42514981,6.0,2,-1,-1
42479028,73.0,3,-1,-1
42492242,122.0,2,-1,-1
13135969459,130.0,1,13135969459,13135969457
1258945679,83.0,16777218,-1,-1
2842882700,31.0,1,2842882700,9907586242
42502401,26.0,2,-1,-1
6907438190,42.0,1,6907438190,42501454
42451465,1.0,1,42451465,42423307
42444129,4.0,3,-1,-1
42433545,110.0,3,-1,-1
6695729258,162.0,1,6695729258,3212472963
42437111,101.0,1,42437111,42432054
42442836,101.0,1,42442836,1773082410
1773084402,133.0,3,-1,-1
42428476,89.0,2,-1,-1
42428491,142.0,2,-1,-1
7111566465,110.0,16777217,-1,-1
42443671,123.0,2,-1,-1
42430274,99.0,2,-1,-1
4493840505,109.0,1,4493840505,4493840503
42437654,100.0,16777219,-1,-1
42433620,137.0,2,-1,-1
9201440708,94.0,16777217,-1,-1
42445018,91.0,16777218,-1,-1
42440170,33.0,2,-1,-1
10713675990,12.0,1,10713675990,10713675989
4870256104,26.0,2,-1,-1
42438301,1.0,2,-1,-1
61272284,1.0,2,-1,-1
42423070,2.0,2,-1,-1
61269400,2.0,2,-1,-1
42422399,3.0,1,42422399,42458435
13190541285,5.0,1,13190541285,13190541298
1167466350,1.0,1,1167466350,42503441
1167466705,1.0,1,1167466705,7966309703
12941861257,12.0,2,-1,-1
7966252983,21.0,1,7966252983,42505003
7966649439,12.0,2,-1,-1
598784346,10.0,2,-1,-1
11009624960,1.0,1,11009624960,42506644
42469545,2.0,4,-1,-1
7260110739,2.0,2,-1,-1
5488204052,19.0,3,-1,-1
42472494,3.0,4,-1,-1
42502128,4.0,3,-1,-1
42469007,3.0,4,-1,-1
42513487,1.0,3,-1,-1
42527955,11.0,3,-1,-1
42488593,13.0,3,-1,-1
42512322,22.0,4,-1,-1
42501614,2.0,2,-1,-1
42490810,7.0,3,-1,-1
42466818,1.0,3,-1,-1
42506799,1.0,2,-1,-1
42523975,10.0,2,-1,-1
42460216,11.0,3,-1,-1
5488618913,14.0,2,-1,-1
756247155,1.0,4,-1,-1
757468579,1.0,3,-1,-1
757454573,1.0,3,-1,-1
9644626832,9.0,2,-1,-1
42510740,21.0,3,-1,-1
