city,k_label,d,w,kappa
Amsterdam,1,1673410150,0.02197802197802198,2
Amsterdam,1,3752782350,0.008241758241758242,2
Amsterdam,1,46463601,0.0027472527472527475,2
Amsterdam,1,46241980,0.0027472527472527475,2
Amsterdam,1,46247628,0.054945054945054944,50
Amsterdam,1,46247628,0.016483516483516484,50
Amsterdam,1,5856758093,0.005494505494505495,2
Amsterdam,1,1585496185,0.008241758241758242,3
Amsterdam,1,10006078012,0.0027472527472527475,1
Amsterdam,1,3295119971,0.02197802197802198,0
Amsterdam,1,46241980,0.019230769230769232,2
Amsterdam,1,46247628,0.0027472527472527475,50
Amsterdam,1,46247628,0.0521978021978022,50
Amsterdam,1,46247628,0.013736263736263736,50
Amsterdam,1,46248282,0.008241758241758242,3
Amsterdam,1,1638916771,0.013736263736263736,2
Amsterdam,1,46375408,0.0027472527472527475,1
Amsterdam,1,46241980,0.005494505494505495,2
Amsterdam,1,46247628,0.0027472527472527475,50
Amsterdam,1,7880730309,0.0027472527472527475,1
Amsterdam,1,5859007113,0.04395604395604396,1
Amsterdam,1,46336052,0.03021978021978022,1
Amsterdam,1,10058947369,0.0027472527472527475,2
Amsterdam,1,9861343403,0.008241758241758242,1
Amsterdam,1,7880730309,0.0027472527472527475,1
Amsterdam,1,7880730309,0.0027472527472527475,1
Amsterdam,1,5852185311,0.0521978021978022,1
Amsterdam,1,46336665,0.0027472527472527475,1
Amsterdam,1,11029570311,0.0027472527472527475,2
Amsterdam,1,7880730309,0.0027472527472527475,1
Amsterdam,1,75665280,0.04395604395604396,1
Amsterdam,1,5171787622,0.0027472527472527475,1
Amsterdam,1,7880730309,0.0027472527472527475,1
Amsterdam,1,1263124731,0.03296703296703297,1
Amsterdam,1,2396583192,0.0027472527472527475,1
Amsterdam,1,7880730309,0.0027472527472527475,1
Amsterdam,1,8699225628,0.005494505494505495,1
Amsterdam,1,10204872903,0.0027472527472527475,1
Amsterdam,2,7889568436,0.0027472527472527475,1
Amsterdam,2,1359387752,0.005494505494505495,1
Amsterdam,2,1359387759,0.01098901098901099,1
Amsterdam,2,46547509,0.005494505494505495,1
Amsterdam,2,1764586015,0.008241758241758242,2
Amsterdam,2,46410367,0.0027472527472527475,2
Amsterdam,2,46315539,0.0027472527472527475,2
Amsterdam,2,830007801,0.0027472527472527475,2
Amsterdam,2,4729918422,0.01098901098901099,1
Amsterdam,2,1224210135,0.0027472527472527475,2
Amsterdam,2,46276656,0.0027472527472527475,2
Amsterdam,2,46315759,0.0027472527472527475,2
Amsterdam,2,10775555727,0.07142857142857142,3
Amsterdam,2,10799514722,0.0027472527472527475,1
Amsterdam,2,46478508,0.008241758241758242,2
Amsterdam,2,1025242720,0.0027472527472527475,2
Amsterdam,2,46291576,0.04120879120879121,3
Amsterdam,2,46312105,0.04945054945054945,2
Amsterdam,2,1027384965,0.005494505494505495,2
Amsterdam,2,11029986849,0.0027472527472527475,2
Amsterdam,2,46472711,0.005494505494505495,2
Amsterdam,2,46254018,0.01098901098901099,2
Amsterdam,2,46296489,0.03571428571428571,4
Amsterdam,2,1625112157,0.027472527472527472,2
Amsterdam,2,46335125,0.02197802197802198,1
Amsterdam,2,46351114,0.024725274725274724,2
Amsterdam,2,46413366,0.013736263736263736,4
Amsterdam,2,46436216,0.005494505494505495,4
Amsterdam,2,46476375,0.03021978021978022,3
Amsterdam,2,46548744,0.0027472527472527475,2
Amsterdam,2,46292887,0.005494505494505495,2
Amsterdam,2,1991478008,0.2692307692307692,3
Amsterdam,2,504576044,0.008241758241758242,2
Amsterdam,2,2821156914,0.013736263736263736,4
Amsterdam,2,618378796,0.016483516483516484,3
Amsterdam,2,7883614520,0.005494505494505495,2
Amsterdam,2,46520014,0.0027472527472527475,2
Amsterdam,2,46548464,0.0027472527472527475,2
