city,orientation,k,d,w,kappa,outdeg,cut_first,cut_hops
Barcelona,DA,3,5908351895,0.025793650793650792,3,2,-1,-1
Barcelona,DA,3,4159251102,0.2619047619047619,2,2,-1,-1
Barcelona,DA,3,2529520245,0.8650793650793651,1,1,1,0
Barcelona,DA,3,3805966095,0.4662698412698413,2,2,-1,-1
Barcelona,DA,3,30242759,0.2996031746031746,4,2,-1,-1
Barcelona,DA,3,2777318575,0.20238095238095238,4,2,-1,-1
Barcelona,DA,3,442540276,0.2976190476190476,4,2,-1,-1
Barcelona,DA,3,30555974,0.47023809523809523,3,2,-1,-1
Barcelona,DA,3,1421429965,0.41865079365079366,2,2,-1,-1
Barcelona,DA,3,6066409948,0.07341269841269842,2,3,-1,-1
Barcelona,DA,3,3517445007,0.09722222222222222,4,1,-1,-1
Barcelona,DA,3,30295335,0.11706349206349206,4,2,-1,-1
Barcelona,DA,3,1299373047,0.057539682539682536,2,1,-1,-1
Barcelona,DA,3,960625586,0.05555555555555555,3,2,-1,-1
Barcelona,DA,3,481146996,0.04563492063492063,2,1,-1,-1
Barcelona,DA,3,30296347,0.051587301587301584,2,2,-1,-1
Barcelona,DA,3,366065833,0.0496031746031746,4,1,-1,-1
Barcelona,DA,3,366222990,0.007936507936507936,2,2,-1,-1
Barcelona,DA,3,7078045305,0.017857142857142856,1,1,1,0
Barcelona,DA,3,2111268464,0.003968253968253968,0,3,-1,-1
Barcelona,DA,3,4251161454,0.001984126984126984,1,2,1,0
Barcelona,DA,3,1501426310,0.001984126984126984,1,2,1,0
Barcelona,DA,3,1501426324,0.06547619047619048,1,1,0,1
Barcelona,DA,3,4182135640,0.07341269841269842,2,2,-1,-1
Barcelona,DA,3,12966750100,0.5436507936507936,3,2,-1,-1
Barcelona,DA,3,30244000,0.4444444444444444,3,3,-1,-1
Barcelona,DA,3,330028856,0.17857142857142858,4,1,-1,-1
Barcelona,DA,3,30242764,0.17261904761904762,2,3,-1,-1
Barcelona,DA,3,30254089,0.16666666666666666,4,2,-1,-1
Barcelona,DA,3,8194970010,0.20833333333333334,3,1,-1,-1
Barcelona,DA,3,2749938625,0.2916666666666667,4,2,-1,-1
Barcelona,DA,3,7526485262,0.16071428571428573,3,2,-1,-1
Barcelona,DA,3,3129196084,0.1746031746031746,2,2,-1,-1
Barcelona,DA,3,30295408,0.10317460317460317,4,2,-1,-1
Barcelona,DA,3,416012211,0.05952380952380952,4,2,-1,-1
Barcelona,DA,3,478855374,0.1111111111111111,3,3,-1,-1
Barcelona,DA,3,4992914467,0.0496031746031746,3,1,-1,-1
Barcelona,DA,3,482511822,0.05555555555555555,3,1,-1,-1
Barcelona,DA,3,30296368,0.027777777777777776,2,1,-1,-1
Barcelona,DA,3,2128051855,0.001984126984126984,3,2,-1,-1
Barcelona,DA,3,2128042600,0.005952380952380952,2,3,-1,-1
Barcelona,DA,3,3199153776,0.007936507936507936,3,2,-1,-1
Barcelona,DA,3,1599256602,0.003968253968253968,1,2,1,0
Barcelona,DA,3,2239783567,0.031746031746031744,1,2,1,0
Barcelona,DA,3,21638855,0.031746031746031744,2,2,-1,-1
Barcelona,DA,3,30343459,0.18253968253968253,3,3,-1,-1
Barcelona,DA,3,30343467,0.1527777777777778,2,2,-1,-1
Barcelona,DA,3,1484164576,0.02976190476190476,1,2,1,0
Barcelona,DA,3,797498302,0.10515873015873016,5,2,-1,-1
Barcelona,DA,3,2677447194,0.047619047619047616,2,2,-1,-1
Barcelona,DA,3,4454226365,0.061507936507936505,1,1,1,0
Barcelona,DA,3,2589060116,0.10317460317460317,4,3,-1,-1
Barcelona,DA,3,7507211789,0.32341269841269843,3,2,-1,-1
Barcelona,DA,3,4922624387,0.09722222222222222,5,3,-1,-1
Barcelona,DA,3,2293731650,0.09325396825396826,3,2,-1,-1
Barcelona,DA,3,2293731677,0.06944444444444445,3,3,-1,-1
Barcelona,DA,3,319600517,0.03968253968253968,3,1,-1,-1
Barcelona,DA,3,4252472568,0.06746031746031746,2,1,-1,-1
Barcelona,DA,3,598224964,0.05357142857142857,2,2,-1,-1
Barcelona,DA,3,3059542904,0.031746031746031744,4,1,-1,-1
Barcelona,DA,3,3934957720,0.007936507936507936,3,2,-1,-1
Barcelona,DA,3,4251794080,0.007936507936507936,1,2,1,0
Barcelona,DA,3,1404124266,0.047619047619047616,3,3,-1,-1
Barcelona,DA,3,30312388,0.013888888888888888,3,3,-1,-1
Barcelona,DA,3,575781189,0.03373015873015873,3,1,-1,-1
Barcelona,DA,3,30312481,0.05357142857142857,3,2,-1,-1
Barcelona,DA,3,1710758986,0.06547619047619048,3,1,-1,-1
Barcelona,DA,3,11374707215,0.07738095238095238,2,2,-1,-1
Barcelona,DA,3,365564404,0.20238095238095238,4,2,-1,-1
Barcelona,DA,3,1001228568,0.07341269841269842,1,2,0,3
Barcelona,DA,3,559424463,0.08531746031746032,4,2,-1,-1
Barcelona,DA,3,3005325699,0.03373015873015873,2,1,-1,-1
Barcelona,DA,3,9388663514,0.031746031746031744,3,2,-1,-1
Barcelona,DA,3,395305579,0.03373015873015873,1,1,1,0
Barcelona,DA,3,1156424413,0.00992063492063492,4,1,-1,-1
Barcelona,DA,3,1299414813,0.04563492063492063,1,3,1,0
Barcelona,DA,3,1299613770,0.015873015873015872,5,2,-1,-1
Barcelona,DA,3,1148143947,0.001984126984126984,2,2,-1,-1
Barcelona,DA,3,1853174728,0.013888888888888888,2,1,-1,-1
Barcelona,DA,3,4965780374,0.005952380952380952,3,2,-1,-1
Barcelona,DA,3,11244319933,0.051587301587301584,1,3,1,0
Barcelona,DA,3,1075221588,0.06944444444444445,4,2,-1,-1
Barcelona,DA,3,2262659438,0.08333333333333333,4,2,-1,-1
Barcelona,DA,3,2593809553,0.3412698412698413,2,2,-1,-1
Barcelona,DA,3,4234151123,0.17857142857142858,3,2,-1,-1
Barcelona,DA,3,568495538,0.021825396825396824,3,3,-1,-1
Barcelona,DA,3,4318409704,0.09722222222222222,1,1,1,0
Barcelona,DA,3,559410525,0.10912698412698413,5,3,-1,-1
Barcelona,DA,3,9465476414,0.041666666666666664,1,2,1,0
Barcelona,DA,3,312680287,0.007936507936507936,2,1,-1,-1
Barcelona,DA,3,30297272,0.007936507936507936,2,2,-1,-1
Barcelona,DA,3,11283451737,0.10912698412698413,1,1,0,1
Barcelona,DA,3,600466257,0.01984126984126984,2,1,-1,-1
Barcelona,DA,3,8180254364,0.003968253968253968,3,1,-1,-1
Barcelona,DA,3,30253297,0.013888888888888888,3,2,-1,-1
Barcelona,DA,3,2268659706,0.023809523809523808,2,2,-1,-1
Barcelona,DA,3,3048076640,0.2916666666666667,2,0,-1,-1
Barcelona,DA,3,30312952,0.15476190476190477,2,2,-1,-1
Barcelona,DA,3,3044253138,0.03968253968253968,2,2,-1,-1
Barcelona,DA,3,4318089939,0.04365079365079365,2,3,-1,-1
Barcelona,DA,3,541644020,0.1111111111111111,2,2,-1,-1
Barcelona,DA,3,3635761667,0.05555555555555555,2,1,-1,-1
Barcelona,DA,3,6082812857,0.005952380952380952,2,2,-1,-1
Barcelona,DA,3,5159196081,0.005952380952380952,2,1,-1,-1
Barcelona,DA,3,1363598881,0.037698412698412696,4,2,-1,-1
Barcelona,DA,3,6382660358,0.007936507936507936,1,2,1,0
Barcelona,DA,3,12469949090,0.001984126984126984,1,1,0,1
Barcelona,DA,3,30253333,0.001984126984126984,1,2,1,0
Barcelona,DA,3,5023791993,0.013888888888888888,2,2,-1,-1
Barcelona,DA,3,597218402,0.037698412698412696,1,1,1,0
Barcelona,DA,3,2279497342,0.037698412698412696,1,2,1,0
Barcelona,DA,3,12208571890,0.015873015873015872,3,2,-1,-1
Barcelona,DA,3,4587765907,0.03571428571428571,3,1,-1,-1
Barcelona,DA,3,668513854,0.007936507936507936,2,1,-1,-1
Barcelona,DA,3,3502009394,0.001984126984126984,1,2,0,3
Barcelona,DA,3,4485344001,0.3492063492063492,3,2,-1,-1
Barcelona,DA,3,4332587258,0.025793650793650792,3,1,-1,-1
Barcelona,DA,3,4343830708,0.003968253968253968,2,0,-1,-1
Barcelona,DA,3,601047993,0.003968253968253968,2,1,-1,-1
Paris,AD,1,27180828,0.0013386880856760374,1,3,-1,-1
Paris,AD,1,2555356748,0.0013386880856760374,1,3,-1,-1
Paris,AD,1,14803152,0.002677376171352075,1,1,-1,-1
Paris,AD,1,2320354492,0.0013386880856760374,2,2,-1,-1
Paris,AD,1,2320354492,0.0013386880856760374,2,2,-1,-1
Paris,AD,1,7358099880,0.004016064257028112,1,1,-1,-1
Paris,AD,1,27373407,0.0013386880856760374,1,2,-1,-1
Paris,AD,1,271464117,0.002677376171352075,2,3,-1,-1
Paris,AD,1,592662435,0.002677376171352075,1,1,-1,-1
Paris,AD,1,592662444,0.0013386880856760374,2,2,-1,-1
Paris,AD,1,1027183337,0.0107095046854083,1,2,-1,-1
Paris,AD,1,260619453,0.041499330655957165,2,2,-1,-1
Paris,AD,1,260619967,0.025435073627844713,1,2,-1,-1
Paris,AD,1,3881610829,0.0013386880856760374,1,1,-1,-1
Paris,AD,1,4225762683,0.0013386880856760374,2,2,-1,-1
Paris,AD,1,271447320,0.0013386880856760374,2,0,-1,-1
Paris,AD,1,260657623,0.018741633199464525,1,1,-1,-1
Paris,AD,1,208921845,0.17938420348058903,1,2,-1,-1
Paris,AD,1,34819428,0.04417670682730924,3,3,-1,-1
Paris,AD,1,34819406,0.10843373493975904,50,2,-1,-1
Paris,AD,1,360999,0.00535475234270415,3,4,-1,-1
Paris,AD,1,2406388141,0.002677376171352075,1,2,-1,-1
Paris,AD,1,27117336,0.004016064257028112,2,2,-1,-1
Paris,AD,1,2499653035,0.009370816599732263,3,3,-1,-1
Paris,AD,1,316798969,0.006693440428380187,1,3,-1,-1
Paris,AD,1,180296150,0.0013386880856760374,1,1,-1,-1
Paris,AD,1,260653353,0.049531459170013385,2,2,-1,-1
Paris,AD,1,4271473111,0.028112449799196786,1,1,-1,-1
Paris,AD,1,14798307,0.16599732262382866,2,1,-1,-1
Paris,AD,1,34818419,0.09772423025435073,1,2,-1,-1
Paris,AD,1,34818913,0.0107095046854083,2,2,-1,-1
Paris,AD,1,27373358,0.002677376171352075,2,2,-1,-1
Paris,AD,1,1000295093,0.00535475234270415,1,3,-1,-1
Paris,AD,1,1164949855,0.0013386880856760374,50,3,-1,-1
Paris,AD,1,10166623029,0.006693440428380187,1,1,-1,-1
Paris,AD,1,6151694004,0.025435073627844713,1,1,-1,-1
Paris,AD,1,5359042379,0.03480589022757698,1,2,-1,-1
Paris,AD,1,3906714794,0.06157965194109773,2,2,-1,-1
Paris,AD,1,4616555,0.04819277108433735,2,3,-1,-1
Paris,AD,1,34818930,0.049531459170013385,2,1,-1,-1
Paris,AD,1,34818374,0.2101740294511379,2,2,-1,-1
Paris,AD,1,1447944173,0.12048192771084337,2,3,-1,-1
Paris,AD,1,34817689,0.040160642570281124,2,1,-1,-1
Paris,AD,1,6227063997,0.0107095046854083,2,2,-1,-1
Paris,AD,1,315304259,0.0013386880856760374,2,2,-1,-1
Paris,AD,1,442207,0.08969210174029452,3,3,-1,-1
Paris,AD,1,116147180,0.10307898259705489,1,2,-1,-1
Paris,AD,1,116132337,0.2101740294511379,3,3,-1,-1
Paris,AD,1,141563311,0.08165997322623829,2,3,-1,-1
Paris,AD,1,4069611757,0.009370816599732263,1,1,-1,-1
Paris,AD,1,267696509,0.24497991967871485,1,2,-1,-1
Paris,AD,1,34818271,0.060240963855421686,1,2,-1,-1
Paris,AD,1,34817741,0.21552878179384202,3,2,-1,-1
Paris,AD,1,34816752,0.04417670682730924,1,2,-1,-1
Paris,AD,1,176934169,0.038821954484605084,3,2,-1,-1
Paris,AD,1,315296216,0.10174029451137885,1,2,-1,-1
Paris,AD,1,125383643,0.04819277108433735,1,2,-1,-1
Paris,AD,1,116124379,0.17804551539491298,2,2,-1,-1
Paris,AD,1,2282481082,0.16733601070950468,2,3,-1,-1
Paris,AD,1,116129802,0.12449799196787148,2,1,-1,-1
Paris,AD,1,94270877,0.15127175368139223,2,1,-1,-1
Paris,AD,1,11953306076,0.060240963855421686,1,1,-1,-1
Paris,AD,1,185848442,0.018741633199464525,1,2,-1,-1
Paris,AD,1,11868224365,0.04417670682730924,1,2,-1,-1
Paris,AD,1,34816563,0.15796519410977242,2,1,-1,-1
Paris,AD,1,34816573,0.08032128514056225,3,2,-1,-1
Paris,AD,1,4321361071,0.18072289156626506,3,2,-1,-1
Paris,AD,1,27235954,0.2101740294511379,2,1,-1,-1
Paris,AD,1,27286593,0.08299866131191433,2,1,-1,-1
Paris,AD,1,162311367,0.0013386880856760374,2,1,-1,-1
Paris,AD,1,6427205097,0.04685408299866131,1,1,-1,-1
Paris,AD,1,145990870,0.24096385542168675,1,2,-1,-1
Paris,AD,1,36483363,0.1713520749665328,2,2,-1,-1
Paris,AD,1,112036802,0.34002677376171353,2,1,-1,-1
Paris,AD,1,4936818523,0.24497991967871485,2,2,-1,-1
Paris,AD,1,158834602,0.05622489959839357,1,2,-1,-1
Paris,AD,1,2705349984,0.04551539491298527,0,1,-1,-1
Paris,AD,1,11252770253,0.018741633199464525,1,1,-1,-1
Paris,AD,1,270730345,0.06961178045515395,2,2,-1,-1
Paris,AD,1,21660916,0.06961178045515395,4,4,-1,-1
Paris,AD,1,1961531242,0.21285140562248997,0,1,-1,-1
Paris,AD,1,21660975,0.22757697456492637,2,3,-1,-1
Paris,AD,1,27235559,0.1606425702811245,4,2,-1,-1
Paris,AD,1,3623124172,0.022757697456492636,1,1,-1,-1
Paris,AD,1,125353236,0.04551539491298527,3,2,-1,-1
Paris,AD,1,139312459,0.09370816599732262,2,1,-1,-1
Paris,AD,1,7850718389,0.13654618473895583,2,1,-1,-1
Paris,AD,1,113494973,0.28112449799196787,1,2,-1,-1
Paris,AD,1,112017915,0.15528781793842034,1,2,-1,-1
Paris,AD,1,5387166534,0.11646586345381527,2,2,-1,-1
Paris,AD,1,654070275,0.050870147255689425,2,3,-1,-1
Paris,AD,1,3520025512,0.15796519410977242,1,1,-1,-1
Paris,AD,1,205088968,0.020080321285140562,2,2,-1,-1
Paris,AD,1,25625657,0.1646586345381526,4,4,-1,-1
Paris,AD,1,6200688912,0.2838018741633199,2,3,-1,-1
Paris,AD,1,838145862,0.14457831325301204,0,1,-1,-1
Paris,AD,1,31960801,0.18607764390896922,3,2,-1,-1
Paris,AD,1,27234189,0.09772423025435073,2,3,-1,-1
Paris,AD,1,34837156,0.041499330655957165,1,2,-1,-1
Paris,AD,1,2722937629,0.002677376171352075,1,1,-1,-1
Paris,AD,1,141604644,0.0856760374832664,2,2,-1,-1
Paris,AD,1,88199568,0.08032128514056225,1,2,-1,-1
Paris,AD,1,5487024374,0.12182061579651941,1,2,-1,-1
Paris,AD,1,627834146,0.12182061579651941,2,2,-1,-1
Paris,AD,1,164096627,0.17938420348058903,2,1,-1,-1
Paris,AD,1,130096485,0.08165997322623829,1,2,-1,-1
Paris,AD,1,49809410,0.08032128514056225,2,3,-1,-1
Paris,AD,1,36489250,0.14859437751004015,2,1,-1,-1
Paris,AD,1,4616532,0.02677376171352075,2,3,-1,-1
Paris,AD,1,370347362,0.08032128514056225,1,3,-1,-1
Paris,AD,1,32560721,0.28112449799196787,2,1,-1,-1
Paris,AD,1,497428120,0.12315930388219545,2,2,-1,-1
Paris,AD,1,5345024588,0.024096385542168676,3,3,-1,-1
Paris,AD,1,27234216,0.1994645247657296,1,2,-1,-1
Paris,AD,1,303548480,0.06291834002677377,1,1,-1,-1
Paris,AD,1,7062789507,0.0107095046854083,1,1,-1,-1
Paris,AD,1,1124979920,0.004016064257028112,3,3,-1,-1
Paris,AD,1,125392870,0.08701472556894244,2,2,-1,-1
Paris,AD,1,12299572421,0.24096385542168675,1,1,-1,-1
Paris,AD,1,5326007928,0.1539491298527443,2,1,-1,-1
Paris,AD,1,7709505715,0.12985274431057564,1,1,-1,-1
Paris,AD,1,11370970546,0.16733601070950468,1,2,-1,-1
Paris,AD,1,25255912,0.0856760374832664,3,3,-1,-1
Paris,AD,1,4616566,0.041499330655957165,3,3,-1,-1
Paris,AD,1,4616565,0.040160642570281124,3,2,-1,-1
Paris,AD,1,1191738467,0.022757697456492636,1,2,-1,-1
Paris,AD,1,9966672196,0.013386880856760375,3,2,-1,-1
Paris,AD,1,32561073,0.14323962516733602,2,1,-1,-1
Paris,AD,1,27235261,0.1994645247657296,3,2,-1,-1
Paris,AD,1,27234947,0.31994645247657294,1,2,-1,-1
Paris,AD,1,27234737,0.3828647925033467,2,2,-1,-1
Paris,AD,1,27323557,0.15796519410977242,2,3,-1,-1
Paris,AD,1,260427380,0.10174029451137885,1,1,-1,-1
Paris,AD,1,1037154606,0.12315930388219545,2,3,-1,-1
Paris,AD,1,30558781,0.16733601070950468,2,1,-1,-1
Paris,AD,1,36476557,0.23828647925033467,2,1,-1,-1
Paris,AD,1,1269926046,0.26639892904953144,1,2,-1,-1
Paris,AD,1,36591290,0.4323962516733601,1,0,-1,-1
Paris,AD,1,260568599,0.34404283801874164,2,3,-1,-1
Paris,AD,1,25255893,0.3360107095046854,3,2,-1,-1
Paris,AD,1,25253764,0.23694779116465864,2,3,-1,-1
Paris,AD,1,1756960219,0.11378848728246319,2,2,-1,-1
Paris,AD,1,5059182773,0.018741633199464525,2,1,-1,-1
Paris,AD,1,1212027401,0.27041499330655955,3,3,-1,-1
Paris,AD,1,178763514,0.3373493975903614,2,2,-1,-1
Paris,AD,1,178760713,0.32663989290495316,1,2,-1,-1
Paris,AD,1,27234928,0.2248995983935743,2,3,-1,-1
Paris,AD,1,27323772,0.4069611780455154,1,2,-1,-1
Paris,AD,1,27323629,0.48326639892904955,2,1,-1,-1
Paris,AD,1,368732449,0.13119143239625167,2,2,-1,-1
Paris,AD,1,368465823,0.03480589022757698,1,2,-1,-1
Paris,AD,1,166417416,0.0013386880856760374,2,0,-1,-1
Paris,AD,1,1773530054,0.0428380187416332,1,2,-1,-1
Paris,AD,1,24912984,0.18072289156626506,1,2,-1,-1
Paris,AD,1,36473759,0.3172690763052209,3,2,-1,-1
Paris,AD,1,36473316,0.20214190093708165,2,1,-1,-1
Paris,AD,1,36593255,0.19009370816599733,2,3,-1,-1
Paris,AD,1,24959184,0.2556894243641232,2,1,-1,-1
Paris,AD,1,24959151,0.37349397590361444,2,1,-1,-1
Paris,AD,1,8411278648,0.5783132530120482,1,2,-1,-1
Paris,AD,1,25190627,0.3453815261044177,2,2,-1,-1
Paris,AD,1,6114099355,0.07764390896921017,1,1,-1,-1
Paris,AD,1,11367918454,0.38821954484605087,2,2,-1,-1
Paris,AD,1,29604238,0.41231593038821956,50,1,-1,-1
Paris,AD,1,94174398,0.5314591700133868,2,2,-1,-1
Paris,AD,1,94218583,0.30522088353413657,2,2,-1,-1
Paris,AD,1,272678705,0.2931726907630522,1,2,-1,-1
Paris,AD,1,361125,0.08433734939759036,2,2,-1,-1
Paris,AD,1,2113426686,0.2034805890227577,2,1,-1,-1
Paris,AD,1,5574563073,0.04819277108433735,2,2,-1,-1
Paris,AD,1,413564342,0.0107095046854083,2,4,-1,-1
Paris,AD,1,82409084,0.012048192771084338,1,1,-1,-1
Paris,AD,1,250349330,0.014725568942436412,2,2,-1,-1
Paris,AD,1,166335615,0.07095046854082998,2,2,-1,-1
Paris,AD,1,36466893,0.025435073627844713,2,1,-1,-1
Paris,AD,1,24984664,0.1499330655957162,1,2,-1,-1
Paris,AD,1,783125551,0.030789825970548863,0,1,-1,-1
Paris,AD,1,24972213,0.21954484605087016,50,3,-1,-1
Paris,AD,1,25186734,0.9250334672021419,2,1,-1,-1
Paris,AD,1,25188960,0.1285140562248996,2,1,-1,-1
Paris,AD,1,25554239,0.20883534136546184,2,1,-1,-1
Paris,AD,1,25272939,0.6198125836680054,50,2,-1,-1
Paris,AD,1,1484054992,0.2878179384203481,1,1,-1,-1
Paris,AD,1,25207350,0.3373493975903614,2,2,-1,-1
Paris,AD,1,94216678,0.4444444444444444,50,1,-1,-1
Paris,AD,1,94236658,0.3788487282463186,1,2,-1,-1
Paris,AD,1,2527279339,0.21954484605087016,1,1,-1,-1
Paris,AD,1,3036682208,0.10441767068273092,2,3,-1,-1
Paris,AD,1,268234229,0.05220883534136546,2,2,-1,-1
Paris,AD,1,6273648704,0.012048192771084338,3,3,-1,-1
Paris,AD,1,100291881,0.06961178045515395,2,1,-1,-1
Paris,AD,1,8772397400,0.15528781793842034,1,3,-1,-1
Paris,AD,1,1664142324,0.07764390896921017,1,2,-1,-1
Paris,AD,1,12776721757,0.10441767068273092,2,3,-1,-1
Paris,AD,1,15641131,0.13253012048192772,3,3,-1,-1
Paris,AD,1,406714224,0.23828647925033467,2,2,-1,-1
Paris,AD,1,9758456411,0.35475234270414996,4,2,-1,-1
Paris,AD,1,25183526,0.48728246318607765,2,1,-1,-1
Paris,AD,1,676821311,0.2543507362784471,1,2,-1,-1
Paris,AD,1,25554459,0.643908969210174,1,2,-1,-1
Paris,AD,1,9153302262,0.48058902275769744,2,3,-1,-1
Paris,AD,1,25207313,0.49531459170013387,3,3,-1,-1
Paris,AD,1,94157762,0.4725568942436412,1,2,-1,-1
Paris,AD,1,299271453,0.37215528781793844,3,2,-1,-1
Paris,AD,1,94236061,0.41365461847389556,1,1,-1,-1
Paris,AD,1,25573496,0.18875502008032127,2,4,-1,-1
Paris,AD,1,24910433,0.2637215528781794,2,2,-1,-1
Paris,AD,1,268233890,0.05488621151271754,2,2,-1,-1
Paris,AD,1,1835212508,0.05756358768406961,2,1,-1,-1
Paris,AD,1,1829061636,0.16599732262382866,2,1,-1,-1
Paris,AD,1,11368478647,0.08032128514056225,1,3,-1,-1
Paris,AD,1,21649977,0.21552878179384202,2,3,-1,-1
Paris,AD,1,933275652,0.357429718875502,1,0,-1,-1
Paris,AD,1,25033084,0.3614457831325301,1,2,-1,-1
Paris,AD,1,5526475265,0.46184738955823296,2,2,-1,-1
Paris,AD,1,677610912,0.107095046854083,2,1,-1,-1
Paris,AD,1,627091886,0.5448460508701473,0,1,-1,-1
Paris,AD,1,9431369513,1.0,3,2,-1,-1
Paris,AD,1,1754652819,0.821954484605087,2,1,-1,-1
Paris,AD,1,94164242,0.42168674698795183,2,2,-1,-1
Paris,AD,1,202815391,0.2878179384203481,1,2,-1,-1
Paris,AD,1,19715155,0.34002677376171353,3,1,-1,-1
Paris,AD,1,94249439,0.321285140562249,3,2,-1,-1
Paris,AD,1,54781287,0.36010709504685406,3,2,-1,-1
Paris,AD,1,24912098,0.10040160642570281,1,3,-1,-1
Paris,AD,1,1489725286,0.002677376171352075,1,1,-1,-1
Paris,AD,1,1920074478,0.028112449799196786,1,1,-1,-1
Paris,AD,1,251517029,0.12583668005354753,2,1,-1,-1
Paris,AD,1,21657548,0.25167336010709507,3,2,-1,-1
Paris,AD,1,361738,0.21686746987951808,2,1,-1,-1
Paris,AD,1,247757518,0.15796519410977242,1,2,-1,-1
Paris,AD,1,7744006064,0.1392235609103079,1,1,-1,-1
Paris,AD,1,25103068,0.09103078982597054,1,2,-1,-1
Paris,AD,1,507256883,0.09906291834002677,2,2,-1,-1
Paris,AD,1,1381775678,0.34002677376171353,1,1,-1,-1
Paris,AD,1,26401006,0.7469879518072289,2,1,-1,-1
Paris,AD,1,26402085,0.5943775100401606,2,1,-1,-1
Paris,AD,1,175042439,0.44176706827309237,1,2,-1,-1
Paris,AD,1,123256917,0.5341365461847389,1,3,-1,-1
Paris,AD,1,583023059,0.499330655957162,1,2,-1,-1
Paris,AD,1,808532752,0.3534136546184739,50,2,-1,-1
Paris,AD,1,94249422,0.1686746987951807,1,3,-1,-1
Paris,AD,1,94250376,0.14323962516733602,3,3,-1,-1
Paris,AD,1,7741387781,0.028112449799196786,1,1,-1,-1
Paris,AD,1,5881358779,0.0214190093708166,1,2,-1,-1
Paris,AD,1,259648564,0.03346720214190094,2,1,-1,-1
Paris,AD,1,2503349653,0.23293172690763053,1,1,-1,-1
Paris,AD,1,361058,0.10441767068273092,4,2,-1,-1
Paris,AD,1,506370692,0.10040160642570281,1,3,-1,-1
Paris,AD,1,3801979375,0.029451137884872823,1,1,-1,-1
Paris,AD,1,2268049574,0.06157965194109773,1,1,-1,-1
Paris,AD,1,244580618,0.020080321285140562,2,2,-1,-1
Paris,AD,1,26588359,0.024096385542168676,3,2,-1,-1
Paris,AD,1,26401695,0.46987951807228917,1,2,-1,-1
Paris,AD,1,26401083,0.37349397590361444,2,1,-1,-1
Paris,AD,1,94140445,0.7041499330655957,2,2,-1,-1
Paris,AD,1,332476877,0.43373493975903615,3,2,-1,-1
Paris,AD,1,439881550,0.3895582329317269,1,2,-1,-1
Paris,AD,1,920531716,0.0642570281124498,1,2,-1,-1
Paris,AD,1,94110611,0.3253012048192771,2,3,-1,-1
Paris,AD,1,7973699423,0.214190093708166,1,1,-1,-1
Paris,AD,1,2863101693,0.20080321285140562,2,2,-1,-1
Paris,AD,1,202807053,0.04417670682730924,2,1,-1,-1
Paris,AD,1,2417617590,0.00535475234270415,1,3,-1,-1
Paris,AD,1,505820709,0.04685408299866131,2,2,-1,-1
Paris,AD,1,933223108,0.21552878179384202,1,2,-1,-1
Paris,AD,1,15864053,0.0963855421686747,2,1,-1,-1
Paris,AD,1,2575067143,0.0535475234270415,2,1,-1,-1
Paris,AD,1,6842691284,0.030789825970548863,2,3,-1,-1
Paris,AD,1,11101413293,0.2101740294511379,1,1,-1,-1
Paris,AD,1,7020299816,0.18875502008032127,2,1,-1,-1
Paris,AD,1,3424757329,0.464524765729585,1,2,-1,-1
Paris,AD,1,774793077,0.24497991967871485,1,2,-1,-1
Paris,AD,1,643357264,0.4431057563587684,3,2,-1,-1
Paris,AD,1,1291120168,0.44176706827309237,1,1,-1,-1
Paris,AD,1,153492351,0.34002677376171353,2,3,-1,-1
Paris,AD,1,96146088,0.20615796519410978,3,2,-1,-1
Paris,AD,1,246286541,0.23560910307898258,2,1,-1,-1
Paris,AD,1,201971295,0.17804551539491298,3,3,-1,-1
Paris,AD,1,94186411,0.05220883534136546,2,2,-1,-1
Paris,AD,1,2127242896,0.025435073627844713,2,3,-1,-1
Paris,AD,1,2294650372,0.028112449799196786,2,1,-1,-1
Paris,AD,1,255390708,0.002677376171352075,1,3,-1,-1
Paris,AD,1,9659338682,0.022757697456492636,2,2,-1,-1
Paris,AD,1,1736637853,0.05220883534136546,2,2,-1,-1
Paris,AD,1,1455773025,0.10174029451137885,2,2,-1,-1
Paris,AD,1,415004956,0.028112449799196786,1,2,-1,-1
Paris,AD,1,1313369659,0.030789825970548863,2,2,-1,-1
Paris,AD,1,330217377,0.21954484605087016,1,2,-1,-1
Paris,AD,1,65280686,0.500669344042838,3,1,-1,-1
Paris,AD,1,10048157406,0.3493975903614458,0,1,-1,-1
Paris,AD,1,1266559596,0.48460508701472554,1,1,-1,-1
Paris,AD,1,256409987,0.3614457831325301,1,2,-1,-1
Paris,AD,1,8274315677,0.4390896921017403,1,1,-1,-1
Paris,AD,1,4982875879,0.4203480589022758,2,1,-1,-1
Paris,AD,1,94196276,0.0749665327978581,2,1,-1,-1
Paris,AD,1,94193348,0.09236947791164658,2,2,-1,-1
Paris,AD,1,4583249023,0.14457831325301204,1,2,-1,-1
Paris,AD,1,94187782,0.2289156626506024,2,2,-1,-1
Paris,AD,1,201646642,0.06291834002677377,2,2,-1,-1
Paris,AD,1,209141078,0.04417670682730924,3,2,-1,-1
Paris,AD,1,3371742245,0.0321285140562249,1,1,-1,-1
Paris,AD,1,268209986,0.06559571619812583,2,1,-1,-1
Paris,AD,1,14956542,0.05488621151271754,2,1,-1,-1
Paris,AD,1,15378804,0.058902275769745646,1,2,-1,-1
Paris,AD,1,2064552414,0.24497991967871485,1,2,-1,-1
