expH,rpe_prime,Li_div,Deng_pm,config,city,d,kappa,D
1.000000000001959,1.0000000000000822,0.9648500089053014,15.0,single,Amsterdam,46303183,3,3
1.0000000000000007,1.0,0.9695690673095775,15.0,multi,Amsterdam,46303183,4,4
5.00000000015096,1.0000000000013967,0.7699453835995822,15.0,single,Amsterdam,2822146021,1,1
4.532893160241877,1.0230948834780706,0.8168175175488994,15.0,multi,Amsterdam,2822146021,2,2
15.0,15.0,1.0,15.0,single,Amsterdam,2348249485,50,15
6.999999999999998,7.0,0.9808266449285091,15.0,multi,Amsterdam,2348249485,50,9
2.0,1.0,0.953067416386766,15.0,single,Amsterdam,46360124,1,1
1.0000000000000144,1.0000000000000007,0.9806352730687709,15.0,multi,Amsterdam,46360124,3,3
1.0000000000000357,1.000000000000002,0.904983177549605,15.0,single,Amsterdam,1715273753,1,1
1.0000000000000002,1.0,0.9106312488208362,15.0,multi,Amsterdam,1715273753,1,1
1.0,1.0,0.9579774773883003,15.0,single,Amsterdam,46404184,2,2
1.0,1.0,0.970851035635278,15.0,multi,Amsterdam,46404184,3,3
1.0,1.0,0.9395397249644808,15.0,single,Amsterdam,46420912,2,2
1.0,1.0,0.9440074068786707,15.0,multi,Amsterdam,46420912,2,2
1.0,1.0,0.9586899716577579,15.0,single,Amsterdam,6904057007,1,1
1.0,1.0,0.9690659915808357,15.0,multi,Amsterdam,6904057007,2,2
1.0,1.0,0.9711587009879368,15.0,single,Amsterdam,46460895,3,3
1.0,1.0,0.9739050347583685,15.0,multi,Amsterdam,46460895,3,3
1.0000000001435148,1.0000000000081397,0.9361703881717143,15.0,single,Amsterdam,6537188447,1,1
1.0000000000000258,1.0000000000000007,0.9512170279997255,15.0,multi,Amsterdam,6537188447,3,3
1.0000000000015556,1.000000000000104,0.9350452562396127,15.0,single,Amsterdam,10555373720,1,1
1.0000000000009799,1.0000000000000675,0.9503279080116468,15.0,multi,Amsterdam,10555373720,1,1
1.8837414338545415,1.7461394095457037,0.974684534464434,15.0,single,Amsterdam,46535755,2,2
1.8837414338545415,1.7461394095457037,0.9838907593714709,15.0,multi,Amsterdam,46535755,4,4
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
1.000000000000001,1.0,0.808860301473422,15.0,single,Amsterdam,12655469626,1,1
1.0,1.0,0.8152148269187094,15.0,multi,Amsterdam,12655469626,1,1
1.0024808393378404,1.0003916903193766,0.847318641892891,15.0,single,Amsterdam,12022263753,1,1
1.0007537782240168,1.0001065651868497,0.8558357519356207,15.0,multi,Amsterdam,12022263753,1,1
1.0000922587957428,1.0000140533953625,0.9617943285304178,15.0,single,Amsterdam,46283936,1,1
1.0000000176399109,1.0000000015383257,0.9779531344593222,15.0,multi,Amsterdam,46283936,5,4
1.000000000435906,1.0000000000277232,0.9763777964328113,15.0,single,Amsterdam,46302228,3,3
1.0000000599710102,1.0000000031450555,0.9767813255630717,15.0,multi,Amsterdam,46302228,4,4
2.0,1.0,0.964988014058339,15.0,single,Amsterdam,46322722,2,2
1.0,1.0,0.9790188829739903,15.0,multi,Amsterdam,46322722,4,4
1.0000000000002898,1.0000000000000195,0.9771903111744147,15.0,single,Amsterdam,2013949658,3,3
1.0000000000000306,1.0000000000000022,0.9844779310914402,15.0,multi,Amsterdam,2013949658,6,5
1.0,1.0,0.984876641637304,15.0,single,Amsterdam,46361012,3,3
1.0,1.0,0.9836616017619426,15.0,multi,Amsterdam,46361012,4,4
1.0,1.0,0.9594413731171688,15.0,single,Amsterdam,46381772,1,1
1.0,1.0,0.96877756187066,15.0,multi,Amsterdam,46381772,3,3
1.0,1.0,0.9427128409667603,15.0,single,Amsterdam,6949019795,2,2
1.0,1.0,0.9430752846934649,15.0,multi,Amsterdam,6949019795,2,2
1.0,1.0,0.939427007508975,15.0,single,Amsterdam,46415865,2,2
1.0,1.0,0.9409131442437251,15.0,multi,Amsterdam,46415865,2,2
3.0000372573717886,1.0000014958644372,0.8600292984049864,15.0,multi,Amsterdam,10584629971,1,1
1.0,1.0,0.9537297698333898,15.0,single,Amsterdam,46512176,1,1
1.0,1.0,0.9577408655556521,15.0,multi,Amsterdam,46512176,2,2
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
1.0000000000000004,1.0,0.9512165427662258,15.0,single,Amsterdam,46245091,2,2
1.0000000000000004,1.0,0.9525504741961947,15.0,multi,Amsterdam,46245091,2,2
2.698781195883166,1.356456430036657,0.9452393136273147,15.0,single,Amsterdam,46262650,2,2
1.7206926374804221,1.3424977830156921,0.9505748571515238,15.0,multi,Amsterdam,46262650,2,2
2.919672655449758,1.5307328059428578,0.9365758243953419,15.0,single,Amsterdam,46283554,1,1
1.3360467461645358,1.1268483476337205,0.9638330680267835,15.0,multi,Amsterdam,46283554,2,2
1.0001803864853374,1.0000297769611577,0.9750110364922492,15.0,single,Amsterdam,46301596,3,3
1.002153337424893,1.000458730153048,0.9792622324802317,15.0,multi,Amsterdam,46301596,5,5
1.0,1.0,0.9442953630588465,15.0,single,Amsterdam,9994804154,1,1
1.0,1.0,0.9547853762142376,15.0,multi,Amsterdam,9994804154,1,1
1.0,1.0,0.9793989851201816,15.0,single,Amsterdam,46342860,3,3
1.0,1.0,0.9774830680964185,15.0,multi,Amsterdam,46342860,3,3
1.0000000000299547,1.000000000002096,0.9758254006143061,15.0,single,Amsterdam,46361036,3,3
1.0354595075659445,1.0110227896044945,0.9814195840573672,15.0,multi,Amsterdam,46361036,4,4
1.0,1.0,0.9314844769108247,15.0,single,Amsterdam,46383470,1,1
1.0,1.0,0.9323357141114614,15.0,multi,Amsterdam,46383470,1,1
1.0,1.0,0.9239003289830932,15.0,single,Amsterdam,12631632169,1,1
1.0,1.0,0.9340338686730695,15.0,multi,Amsterdam,12631632169,1,1
1.0,1.0,0.9748046392018241,15.0,single,Amsterdam,4333085459,2,2
1.0,1.0,0.9828083289847719,15.0,multi,Amsterdam,4333085459,4,4
1.0,1.0,0.9825011820232562,15.0,single,Amsterdam,46483761,3,3
1.0000000000000009,1.0,0.9786225915168651,15.0,multi,Amsterdam,46483761,5,5
1.0,1.0,0.9447499606061892,15.0,single,Amsterdam,46511089,1,1
1.0,1.0,0.9680849901810429,15.0,multi,Amsterdam,46511089,3,3
1.4635205251733105,1.2591573788480168,0.9547769846350795,15.0,single,Amsterdam,8942712546,2,2
1.2827390148314064,1.1383239135625802,0.9592516691434393,15.0,multi,Amsterdam,8942712546,2,2
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
1.0000000148900186,1.0000000011933599,0.9472164716569381,15.0,single,Amsterdam,46245850,2,2
1.0000000000082159,1.0000000000005071,0.9474585062198108,15.0,multi,Amsterdam,46245850,2,2
2.791657693035814,1.4029738119751238,0.8884188817772498,15.0,single,Amsterdam,7124646368,1,1
2.791657692973912,1.4029738119741748,0.8878323641189119,15.0,multi,Amsterdam,7124646368,1,1
1.0000000000377025,1.0000000000024556,0.9343786081058817,15.0,single,Amsterdam,4821599020,1,1
1.0000000000377025,1.0000000000025038,0.9435628079934302,15.0,multi,Amsterdam,4821599020,1,1
1.0,1.0,0.9676536875555231,15.0,single,Amsterdam,46342863,2,2
1.0,1.0,0.9782475618192615,15.0,multi,Amsterdam,46342863,3,3
1.0,1.0,0.9527458316910924,15.0,single,Amsterdam,1833960246,1,1
1.0,1.0,0.9516573624314966,15.0,multi,Amsterdam,1833960246,1,1
1.0000000000000002,1.0,0.8814575609332789,15.0,single,Amsterdam,5213036077,1,1
1.0000000000000002,1.0,0.8909684604353827,15.0,multi,Amsterdam,5213036077,1,1
1.0,1.0,0.9766065199933371,15.0,single,Amsterdam,46483277,4,4
1.000000000000102,1.0000000000000033,0.9773233234273393,15.0,multi,Amsterdam,46483277,4,4
1.0000000000000397,1.0000000000000022,0.976081360443063,15.0,single,Amsterdam,6149973645,2,2
1.0000000000000047,1.0000000000000004,0.982789473243279,15.0,multi,Amsterdam,6149973645,3,3
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
5.000000000000001,0.9999999999999996,0.8681731911653117,15.0,multi,Amsterdam,3295119971,2,2
1.0,1.0,0.9535220931636288,15.0,single,Amsterdam,6472987925,2,2
1.0,1.0,0.958197744347526,15.0,multi,Amsterdam,6472987925,2,2
1.0000000000000009,1.0,0.9589657916732234,15.0,single,Amsterdam,4921687164,2,2
1.0000000000000009,1.0,0.9574565446555207,15.0,multi,Amsterdam,4921687164,2,2
1.0,1.0,0.9496211203687794,15.0,single,Amsterdam,46359172,2,2
1.0,1.0,0.9486469468471366,15.0,multi,Amsterdam,46359172,2,2
1.0,1.0,0.9444587414061599,15.0,single,Amsterdam,9794426407,1,1
1.118561876870452,1.0133892612276498,0.9555058448391562,15.0,multi,Amsterdam,9794426407,2,2
1.0,1.0,0.9675721127106096,15.0,single,Amsterdam,8718272188,2,2
2.0,1.0,0.9643872970029518,15.0,multi,Amsterdam,8718272188,3,3
1.0030107674807511,1.000605276569106,0.9232951195761521,15.0,single,Amsterdam,1420479344,1,1
1.0030107674807514,1.0006248138192437,0.9388817252641498,15.0,multi,Amsterdam,1420479344,1,1
1.0,1.0,0.9749840921222022,15.0,single,Amsterdam,46483810,3,3
1.0,1.0,0.9758249642589478,15.0,multi,Amsterdam,46483810,3,3
15.0,15.0,1.0,15.0,single,Amsterdam,46183572,50,15
9.999999999999998,9.999999999999996,0.9856783546191663,15.0,multi,Amsterdam,46183572,50,11
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
7.999999999999998,1.0,0.6889275569751896,15.0,single,Amsterdam,1525015190,1,1
5.000000000000001,0.9999999999999996,0.8528232630320932,15.0,multi,Amsterdam,1525015190,2,2
7.999999999999998,1.0,0.7183943385540437,15.0,single,Amsterdam,46241980,2,2
4.0,1.0,0.9271550435674955,15.0,multi,Amsterdam,46241980,5,5
1.00000000003371,1.000000000002046,0.9069371521783895,15.0,single,Amsterdam,1511600045,1,1
1.0000000000376448,1.0000000000022675,0.911372175894618,15.0,multi,Amsterdam,1511600045,1,1
1.0,1.0,0.9643866202192789,15.0,single,Amsterdam,1673410150,2,2
1.0000109922589926,1.0000002766701876,0.9650057889121761,15.0,multi,Amsterdam,1673410150,2,2
1.0,1.0,0.9676101900903562,15.0,single,Amsterdam,3752782350,2,2
1.0000000000000049,1.0000000000000004,0.9739051681599504,15.0,multi,Amsterdam,3752782350,3,3
1.0628691401755381,1.0224348968516663,0.967490951385589,15.0,single,Amsterdam,46463601,2,2
1.0308648577447226,1.0096391842571948,0.9721635966721701,15.0,multi,Amsterdam,46463601,2,2
7.999999999999998,1.0,0.7183943385540437,15.0,single,Amsterdam,46241980,2,2
4.0,1.0,0.9271550435674955,15.0,multi,Amsterdam,46241980,5,5
15.0,15.0,1.0,15.0,single,Amsterdam,46247628,50,15
7.000000000341392,7.000000000025872,0.9896835714078264,15.0,multi,Amsterdam,46247628,50,10
15.0,15.0,1.0,15.0,single,Amsterdam,46247628,50,15
7.000000000341392,7.000000000025872,0.9896835714078264,15.0,multi,Amsterdam,46247628,50,10
1.0,1.0,0.9406399340906856,15.0,single,Amsterdam,5856758093,2,2
1.0,1.0,0.9408674652869717,15.0,multi,Amsterdam,5856758093,2,2
1.0000000006359953,1.0000000000288791,0.9656001549341059,15.0,single,Amsterdam,1585496185,3,3
1.0000000000000002,1.0,0.9683051962621199,15.0,multi,Amsterdam,1585496185,3,3
1.0,1.0,0.8874438421660735,15.0,single,Amsterdam,10006078012,1,1
1.0,1.0,0.8877077719594948,15.0,multi,Amsterdam,10006078012,1,1
5.000000000000001,0.9999999999999996,0.8681731911653117,15.0,multi,Amsterdam,3295119971,2,2
7.999999999999998,1.0,0.7183943385540437,15.0,single,Amsterdam,46241980,2,2
4.0,1.0,0.9271550435674955,15.0,multi,Amsterdam,46241980,5,5
15.0,15.0,1.0,15.0,single,Amsterdam,46247628,50,15
7.000000000341392,7.000000000025872,0.9896835714078264,15.0,multi,Amsterdam,46247628,50,10
15.0,15.0,1.0,15.0,single,Amsterdam,46247628,50,15
7.000000000341392,7.000000000025872,0.9896835714078264,15.0,multi,Amsterdam,46247628,50,10
15.0,15.0,1.0,15.0,single,Amsterdam,46247628,50,15
7.000000000341392,7.000000000025872,0.9896835714078264,15.0,multi,Amsterdam,46247628,50,10
1.947447604453366,1.5112357947634416,0.9678374961683445,15.0,single,Amsterdam,46248282,3,3
7.000000000341392,7.000000000025872,0.9896835714078264,15.0,multi,Amsterdam,46248282,50,10
1.0,1.0,0.9386203610386559,15.0,single,Amsterdam,1638916771,2,2
1.0276508834767653,1.0009342808997777,0.9388315675023127,15.0,multi,Amsterdam,1638916771,2,2
1.0000000000015603,1.0000000000000226,0.9294291256760729,15.0,single,Amsterdam,46375408,1,1
1.0,1.0,0.938823190970986,15.0,multi,Amsterdam,46375408,1,1
7.999999999999998,1.0,0.7183943385540437,15.0,single,Amsterdam,46241980,2,2
4.0,1.0,0.9271550435674955,15.0,multi,Amsterdam,46241980,5,5
15.0,15.0,1.0,15.0,single,Amsterdam,46247628,50,15
7.000000000341392,7.000000000025872,0.9896835714078264,15.0,multi,Amsterdam,46247628,50,10
1.0,1.0,0.8904126759185576,15.0,single,Amsterdam,7880730309,1,1
1.0,1.0,0.8946846174554127,15.0,multi,Amsterdam,7880730309,1,1
1.0,1.0,0.8985577002667592,15.0,single,Amsterdam,5859007113,1,1
1.0,1.0,0.910106308263078,15.0,multi,Amsterdam,5859007113,1,1
1.0,1.0,0.9192949465186558,15.0,single,Amsterdam,46336052,1,1
1.0,1.0,0.9218200385807722,15.0,multi,Amsterdam,46336052,1,1
1.0,1.0,0.8719982863979765,15.0,single,Amsterdam,10058947369,2,2
1.0,1.0,0.8734856810045873,15.0,multi,Amsterdam,10058947369,2,2
1.0,1.0,0.8491992590167257,15.0,single,Amsterdam,9861343403,1,1
1.0,1.0,0.854488936712827,15.0,multi,Amsterdam,9861343403,1,1
1.0,1.0,0.8904126759185576,15.0,single,Amsterdam,7880730309,1,1
1.0,1.0,0.8946846174554127,15.0,multi,Amsterdam,7880730309,1,1
1.0,1.0,0.8904126759185576,15.0,single,Amsterdam,7880730309,1,1
1.0,1.0,0.8946846174554127,15.0,multi,Amsterdam,7880730309,1,1
1.0,1.0,0.9100893511541913,15.0,single,Amsterdam,5852185311,1,1
1.0,1.0,0.9210576156849088,15.0,multi,Amsterdam,5852185311,1,1
1.0,1.0,0.9203473446903948,15.0,single,Amsterdam,46336665,1,1
1.0,1.0,0.9189483371529951,15.0,multi,Amsterdam,46336665,1,1
1.0000000000013998,1.0000000000000961,0.9236436212281968,15.0,single,Amsterdam,11029570311,2,2
1.0000000000013998,1.0000000000000977,0.9490589493473188,15.0,multi,Amsterdam,11029570311,2,2
1.0,1.0,0.8904126759185576,15.0,single,Amsterdam,7880730309,1,1
1.0,1.0,0.8946846174554127,15.0,multi,Amsterdam,7880730309,1,1
1.0,1.0,0.9068543921218605,15.0,single,Amsterdam,75665280,1,1
1.0,1.0,0.9240667405125713,15.0,multi,Amsterdam,75665280,1,1
1.0,1.0,0.9201737197443063,15.0,single,Amsterdam,5171787622,1,1
1.0,1.0,0.9218540547572062,15.0,multi,Amsterdam,5171787622,1,1
1.0,1.0,0.8904126759185576,15.0,single,Amsterdam,7880730309,1,1
1.0,1.0,0.8946846174554127,15.0,multi,Amsterdam,7880730309,1,1
1.0,1.0,0.9039055415820442,15.0,single,Amsterdam,1263124731,1,1
1.0,1.0,0.9051091421859638,15.0,multi,Amsterdam,1263124731,1,1
1.0,1.0,0.8965014405824582,15.0,single,Amsterdam,2396583192,1,1
1.0,1.0,0.9060313226528365,15.0,multi,Amsterdam,2396583192,2,2
1.0,1.0,0.8904126759185576,15.0,single,Amsterdam,7880730309,1,1
1.0,1.0,0.8946846174554127,15.0,multi,Amsterdam,7880730309,1,1
1.0,1.0,0.8854332500747247,15.0,single,Amsterdam,8699225628,1,1
1.0,1.0,0.8899675945455282,15.0,multi,Amsterdam,8699225628,1,1
1.0,1.0,0.8940094714975253,15.0,single,Amsterdam,10204872903,1,1
1.0,1.0,0.9004470505265025,15.0,multi,Amsterdam,10204872903,1,1
1.0,1.0,0.8071713136268786,15.0,single,Barcelona,1350686227,1,1
1.0,1.0,0.8149141701367884,15.0,multi,Barcelona,1350686227,1,1
1.0,1.0,0.8216258967115625,15.0,single,Barcelona,1772825227,1,1
1.0,1.0,0.8293982747734969,15.0,multi,Barcelona,1772825227,1,1
1.0,1.0,0.8244196856487566,15.0,single,Barcelona,1817382286,1,1
1.0,1.0,0.823830681032015,15.0,multi,Barcelona,1817382286,1,1
1.0,1.0,0.8295837581196869,15.0,single,Barcelona,658169112,1,1
1.0,1.0,0.851695724186052,15.0,multi,Barcelona,658169112,1,1
1.0,1.0,0.841372043921748,15.0,single,Barcelona,566450893,1,1
1.0,1.0,0.8419520470187282,15.0,multi,Barcelona,566450893,1,1
1.0,1.0,0.8602206846861977,15.0,single,Barcelona,1350466761,1,1
1.0,1.0,0.8684836252522781,15.0,multi,Barcelona,1350466761,1,1
1.0,1.0,0.8655152298530273,15.0,single,Barcelona,1071400892,1,1
1.0,1.0,0.8653247947028228,15.0,multi,Barcelona,1071400892,1,1
1.0,1.0,0.9312755383914588,15.0,single,Barcelona,1622477296,2,2
1.0,1.0,0.9314513260807827,15.0,multi,Barcelona,1622477296,2,2
1.0000000000000016,1.0,0.9141030512833589,15.0,single,Barcelona,1610134825,2,2
2.0,1.0,0.917565012279395,15.0,multi,Barcelona,1610134825,2,2
1.0000000000000002,1.0,0.9295214064146927,15.0,single,Barcelona,416523682,1,1
1.0,1.0,0.9531658077427556,15.0,multi,Barcelona,416523682,2,2
1.0,1.0,0.9443647032987811,15.0,single,Barcelona,4968308518,2,2
1.0,1.0,0.9499184230524415,15.0,multi,Barcelona,4968308518,2,2
1.0000000000000067,1.0000000000000004,0.9824446237424826,15.0,single,Barcelona,359235499,4,4
1.0000000000000067,1.0000000000000004,0.9843635078596701,15.0,multi,Barcelona,359235499,5,5
1.0,1.0,0.9633491144603755,15.0,single,Barcelona,1787518046,2,2
1.0,1.0,0.9684830798760484,15.0,multi,Barcelona,1787518046,3,3
1.0000000000001166,1.0000000000000033,0.9129389042235705,15.0,single,Barcelona,4139421839,1,1
1.0000000000001166,1.0000000000000033,0.922364719519942,15.0,multi,Barcelona,4139421839,2,2
1.0,1.0,0.9305747416981454,15.0,single,Barcelona,3528888206,2,2
1.0,1.0,0.9309515703418942,15.0,multi,Barcelona,3528888206,2,2
1.0,1.0,0.9303146561483158,15.0,single,Barcelona,5247256771,2,2
1.0,1.0,0.9305718962176015,15.0,multi,Barcelona,5247256771,2,2
1.0,1.0,0.9238163207329316,15.0,single,Barcelona,1613677358,1,1
1.0,1.0,0.9287724419597949,15.0,multi,Barcelona,1613677358,2,2
2.0,1.0,0.9186318053334,15.0,single,Barcelona,35120255,2,2
2.0,1.0,0.9210874371206965,15.0,multi,Barcelona,35120255,2,2
1.0,1.0,0.9770810692555042,15.0,single,Barcelona,390057404,2,2
1.0,1.0,0.9853182828043383,15.0,multi,Barcelona,390057404,4,4
1.0000000001195912,1.0000000000072085,0.9744881121856892,15.0,single,Barcelona,258359387,2,2
1.0000000001195912,1.0000000000072085,0.9786928037367286,15.0,multi,Barcelona,258359387,2,2
1.000000000000287,1.00000000000002,0.9818929108057958,15.0,single,Barcelona,358505142,3,3
1.0000000074543793,1.0000000006526588,0.9827787256577263,15.0,multi,Barcelona,358505142,3,3
1.000000019511834,1.0000000006917968,0.9619891069581539,15.0,single,Barcelona,30294550,3,3
1.0000000000000253,1.0000000000000018,0.9759554166275137,15.0,multi,Barcelona,30294550,4,4
1.0,1.0,0.8828927609888766,15.0,single,Barcelona,2871521890,1,1
1.0,1.0,0.8929391182329379,15.0,multi,Barcelona,2871521890,1,1
7.000001861700727,1.0000000292361741,0.7303513063344996,15.0,single,Barcelona,700938101,2,2
2.016721497536174,1.0010182007642994,0.8610516139580179,15.0,multi,Barcelona,700938101,3,3
2.0000000000028963,1.000000000000076,0.9349254519431293,15.0,single,Barcelona,30314638,2,2
2.0006623921934796,1.0000061957660116,0.9379106677779377,15.0,multi,Barcelona,30314638,3,3
1.0000000015239114,1.0000000001077343,0.9431791453144697,15.0,single,Barcelona,2972809856,2,2
1.0000000191356913,1.000000001722107,0.9460920796133107,15.0,multi,Barcelona,2972809856,2,2
1.000016179502548,1.000000879250678,0.9716616815381319,15.0,single,Barcelona,390227080,2,2
1.0000000000000075,1.0000000000000004,0.9849270429556267,15.0,multi,Barcelona,390227080,5,5
1.0000161795025442,1.0000009420543565,0.9738745816201622,15.0,single,Barcelona,1374757788,2,2
1.0,1.0,0.9826642322293062,15.0,multi,Barcelona,1374757788,3,3
1.0,1.0,0.9605427562395388,15.0,single,Barcelona,364720256,2,2
1.0021014198255185,1.0004463803339974,0.9744409770373093,15.0,multi,Barcelona,364720256,3,3
1.000000019511834,1.000000000932422,0.9773717130310458,15.0,single,Barcelona,30294569,3,3
1.000000019511834,1.000000000932422,0.9794063702946088,15.0,multi,Barcelona,30294569,4,4
1.0000000000000004,1.0,0.937470652404242,15.0,single,Barcelona,30294656,1,1
1.0,1.0,0.953259509771543,15.0,multi,Barcelona,30294656,1,1
1.001311384557925,1.0002399071514814,0.9076823830596569,15.0,single,Barcelona,1350170559,1,1
1.0006262190683193,1.0001110467033452,0.9317976218978927,15.0,multi,Barcelona,1350170559,1,1
1.0,1.0,0.8866591853868608,15.0,single,Barcelona,582874668,1,1
1.0000830318867595,1.0000128150503669,0.9005558724337325,15.0,multi,Barcelona,582874668,2,2
1.0,1.0,0.8979147888121435,15.0,single,Barcelona,537861932,2,2
1.0,1.0,0.8985604147492464,15.0,multi,Barcelona,537861932,2,2
1.0,1.0,0.9046624587072917,15.0,single,Barcelona,4112026312,1,1
1.0,1.0,0.9072263497234466,15.0,multi,Barcelona,4112026312,1,1
1.0,1.0,0.8947350014102047,15.0,single,Barcelona,7302027445,1,1
1.0,1.0,0.9007547360131027,15.0,multi,Barcelona,7302027445,1,1
7.999999999999998,1.0,0.7144220384610241,15.0,single,Barcelona,30264555,2,2
5.000000000000001,0.9999999999999996,0.8810258573869998,15.0,multi,Barcelona,30264555,3,3
3.0000000004977663,1.0000000000109404,0.8679830529777669,15.0,single,Barcelona,7252348348,1,1
2.0703859415446413,1.001840704251048,0.9199973773448015,15.0,multi,Barcelona,7252348348,2,2
2.609968212495961,1.1057537485450382,0.9513959411314264,15.0,single,Barcelona,630583121,3,3
2.609968212495961,1.1227153712679987,0.9622557265532239,15.0,multi,Barcelona,630583121,4,4
1.0001471572278975,1.0000232488013385,0.9540932501529339,15.0,single,Barcelona,3215617656,2,2
1.0000108815701632,1.0000010532173356,0.9616491218189589,15.0,multi,Barcelona,3215617656,2,2
1.0004610916356165,1.0000728493832736,0.9447526460935014,15.0,single,Barcelona,364719899,1,1
1.0002386291648786,1.0000382485160033,0.9632355822506895,15.0,multi,Barcelona,364719899,2,2
2.0,1.0,0.9191877039825047,15.0,single,Barcelona,692807356,1,1
1.0001155487617683,1.00000262008239,0.9441420159835203,15.0,multi,Barcelona,692807356,2,2
1.00000076037093,1.0000000748211613,0.9463768859303437,15.0,single,Barcelona,535228353,1,1
1.0000000031826684,1.0000000002279812,0.9715815559251548,15.0,multi,Barcelona,535228353,2,2
1.0000000185213969,1.0000000016409158,0.9735244630186439,15.0,single,Barcelona,330417668,2,2
1.0000000185233722,1.0000000016923325,0.9789746846862558,15.0,multi,Barcelona,330417668,4,4
1.0,1.0,0.9608814396762057,15.0,single,Barcelona,568847334,2,2
1.0000030698724556,1.0000003721715909,0.9701101951271238,15.0,multi,Barcelona,568847334,3,3
1.0000000000022171,1.0000000000001013,0.912554952380447,15.0,single,Barcelona,4461889412,1,1
1.0000000000022171,1.0000000000001108,0.9468678298483789,15.0,multi,Barcelona,4461889412,2,2
1.0,1.0,0.9018982813746405,15.0,single,Barcelona,9442685034,1,1
1.0,1.0,0.9060623282415274,15.0,multi,Barcelona,9442685034,1,1
1.0,1.0,0.8994670430834815,15.0,single,Barcelona,576583334,1,1
1.0,1.0,0.9350938492502987,15.0,multi,Barcelona,576583334,2,2
1.0,1.0,0.9591501423866524,15.0,single,Barcelona,30315481,3,3
1.8274374862499572,1.5041422700042875,0.962260391205702,15.0,multi,Barcelona,30315481,3,3
1.0,1.0,0.9543309651078568,15.0,single,Barcelona,457394433,2,2
1.0,1.0,0.9578285263895499,15.0,multi,Barcelona,457394433,2,2
