expH,rpe_prime,Li_div,Deng_pm,config,city,d,kappa,D
6.999999999999998,0.9999999999999996,0.7542123763272415,15.0,single,Paris,26551726,2,2
5.000000000000001,0.9999999999999996,0.8641093409514462,15.0,multi,Paris,26551726,3,3
6.383423588877657,1.931349855570486,0.8188351119385235,15.0,single,Paris,258050714,1,1
2.000000000030471,1.0000000000010907,0.928948714170778,15.0,multi,Paris,258050714,2,2
2.000721615809095,1.0000288757503997,0.8609394981323744,15.0,single,Paris,216034236,2,2
1.0015277234106381,1.000074829056836,0.861047776687101,15.0,multi,Paris,216034236,2,2
2.9999999999999996,1.0,0.9095475863325473,15.0,single,Paris,277614017,3,3
2.9999999999999996,1.0,0.9125185010769102,15.0,multi,Paris,277614017,3,3
1.040259780911595,1.001778352654897,0.8225066360083592,15.0,single,Paris,320203228,1,1
1.4957154885275576,1.0179384328085472,0.9150965154018543,15.0,multi,Paris,320203228,2,2
1.0000000000075595,1.0000000000001668,0.8712938802007395,15.0,single,Paris,1390845025,1,1
1.0000000000075595,1.000000000000176,0.9036182328646545,15.0,multi,Paris,1390845025,1,1
5.999999999999998,0.9999999999999998,0.8194713018894368,15.0,single,Paris,442296,2,2
5.999999999999998,0.9999999999999998,0.8267332390514648,15.0,multi,Paris,442296,2,2
3.000000000000001,1.0,0.8925599057139201,15.0,single,Paris,25002683,2,2
2.2266598496283203,1.0224195780537761,0.8862435371157773,15.0,multi,Paris,25002683,2,2
1.000008467708522,1.0000004806702698,0.8166687077282908,15.0,single,Paris,2548427905,1,1
1.00000846732426,1.000000512687748,0.8425483084269542,15.0,multi,Paris,2548427905,1,1
2.030906445163097,1.0048332623719858,0.9264124813721589,15.0,single,Paris,428051495,2,2
1.0227008182901927,1.0011337411289492,0.9489163103390165,15.0,multi,Paris,428051495,3,3
2.0000089671230667,1.0000004875391508,0.8956614757940253,15.0,single,Paris,153517219,1,1
1.000000000003515,1.000000000000104,0.9363994377728158,15.0,multi,Paris,153517219,3,3
1.0000000000005376,1.0000000000000266,0.8578012788702422,15.0,single,Paris,8824722819,1,1
1.0000000000000304,1.000000000000002,0.8946827993552945,15.0,multi,Paris,8824722819,1,1
1.0167376192960527,1.0045957415737161,0.9777149079467476,15.0,single,Paris,269273110,3,3
1.9807530456126674,1.9607224258853717,0.9800867651249358,15.0,multi,Paris,269273110,5,5
2.0000000484937135,1.0000000022442417,0.9149601591853029,15.0,single,Paris,702937926,2,2
2.0000000000000036,1.0,0.9382764502710307,15.0,multi,Paris,702937926,4,4
15.0,1.000000000000003,0.0,15.0,single,Paris,174982973,1,1
6.999999999999998,0.9999999999999996,0.7498449154234665,15.0,multi,Paris,174982973,2,2
4.5483097879572,1.2340913099499082,0.8955718368595607,15.0,single,Paris,96138283,2,2
2.7660607930863783,1.1867916400212488,0.9517858878527494,15.0,multi,Paris,96138283,5,5
2.00000014526157,1.0000000053258369,0.7608432239072631,15.0,single,Paris,258047121,1,1
2.00000007403218,1.000000002806327,0.7829696128991948,15.0,multi,Paris,258047121,1,1
2.9999999999999996,1.0,0.7611061304246721,15.0,single,Paris,2942540604,1,1
2.9999999999999996,1.0,0.7969759746842008,15.0,multi,Paris,2942540604,1,1
6.999999999999998,0.9999999999999996,0.7229206736094567,15.0,single,Paris,797804097,1,1
7.000003279901518,7.000000372846041,0.9476910812844125,15.0,multi,Paris,797804097,50,9
1.0000108721150471,1.000000422213792,0.8960551309784187,15.0,single,Paris,2763050894,1,1
1.00000000000004,1.000000000000001,0.9292391641954896,15.0,multi,Paris,2763050894,2,2
1.0000000000002103,1.0000000000000142,0.9402355815012465,15.0,single,Paris,8595850885,2,2
1.0000330385418006,1.0000013529735943,0.9459040550071501,15.0,multi,Paris,8595850885,3,3
4.131840929592634,1.0104136809044406,0.843544059813459,15.0,single,Paris,15378831,2,2
4.000029776525853,1.0000009766200533,0.8828882025521491,15.0,multi,Paris,15378831,4,4
2.000203246080855,1.0000084789126957,0.9162911275224319,15.0,single,Paris,368064,2,2
1.0038308154208397,1.0004019612448096,0.9191770242950736,15.0,multi,Paris,368064,3,3
2.000000188032444,1.0000000093155808,0.9282848972062308,15.0,single,Paris,648217878,2,2
1.7875312220145485,1.1086352889206108,0.9460117371120924,15.0,multi,Paris,648217878,3,3
2.000000000265766,1.0000000000087066,0.9130018915977621,15.0,single,Paris,294282580,2,2
4.9826060016947595,1.9726327555974306,0.9323776084614478,15.0,multi,Paris,294282580,4,4
1.0000000000000002,1.0,0.9203731954295186,15.0,single,Paris,152807172,2,2
1.0000000753958345,1.0000000056622704,0.9191290048597546,15.0,multi,Paris,152807172,2,2
1.6574082003745936,1.2548300879727912,0.952402893099025,15.0,single,Paris,431516479,2,2
1.757150621685002,1.4417651974516879,0.966758976196718,15.0,multi,Paris,431516479,4,4
2.0,1.0,0.8878662434374601,15.0,single,Paris,268685567,1,1
2.0,1.0,0.9359169272394838,15.0,multi,Paris,268685567,3,3
4.000000385071259,1.0000000099069526,0.8498798313747451,15.0,single,Paris,203329763,2,2
2.0307703113545776,1.0045080963755213,0.8845579537585287,15.0,multi,Paris,203329763,2,2
3.000000000000001,1.0,0.8818828961366172,15.0,single,Paris,203329020,2,2
3.000000000000001,1.0,0.9091688688236419,15.0,multi,Paris,203329020,3,3
4.0,1.0,0.8571157707621203,15.0,single,Paris,2055711306,1,1
3.056403623314769,1.3237958980357485,0.9217249421359341,15.0,multi,Paris,2055711306,4,4
1.0772139350903027,1.027097810308502,0.924656759853396,15.0,single,Paris,2529018575,1,1
2.000000000000094,1.0000000000000036,0.9506697925413966,15.0,multi,Paris,2529018575,4,4
1.066696262803213,1.0215615679402927,0.9570420895583664,15.0,single,Paris,2127247613,2,2
2.175083725496593,1.0362008893467696,0.9669950053622892,15.0,multi,Paris,2127247613,4,4
1.5136018895601806,1.3304695192329496,0.9456802923281601,15.0,single,Paris,130052295,2,2
1.6125919889865385,1.3287216239356756,0.9527685842387225,15.0,multi,Paris,130052295,3,3
1.0990394310524303,1.0083879546787426,0.9173745088908574,15.0,single,Paris,556543729,1,1
1.0990394310524303,1.0088857479733968,0.9467179324303389,15.0,multi,Paris,556543729,4,4
2.073945525374155,1.0118842205115144,0.9201181755032714,15.0,single,Paris,11559477227,3,3
2.001051151072585,1.0000956302158999,0.9317243770449307,15.0,multi,Paris,11559477227,3,3
1.044318790325489,1.0129442637780808,0.9466714315281591,15.0,single,Paris,259039022,3,3
1.0523178775387552,1.0157789474984962,0.9599529677847342,15.0,multi,Paris,259039022,4,4
1.703189265782093,1.1483339060585405,0.9322342048825407,15.0,single,Paris,707878884,2,2
1.3724894659788716,1.0921035543828028,0.9592252142964134,15.0,multi,Paris,707878884,4,4
1.3090447828707854,1.1228542902475567,0.9192915310750821,15.0,single,Paris,306598642,2,2
2.000000907135304,1.0000000509864018,0.9479213072964523,15.0,multi,Paris,306598642,4,4
4.000000000082424,1.000000000000945,0.7611580622814796,15.0,single,Paris,7736949901,1,1
2.136577456827275,1.007242012022224,0.9020793340211797,15.0,multi,Paris,7736949901,2,2
2.0690323806582533,1.0103868878810254,0.9161312606428196,15.0,single,Paris,566748730,1,1
3.0000000336265953,1.0000000010193693,0.9475574004844277,15.0,multi,Paris,566748730,5,5
5.411288180391637,1.1332007779558164,0.6132935856293162,15.0,single,Paris,6395644975,1,1
2.4289534361226064,1.4984045567361288,0.6990916657214947,15.0,multi,Paris,6395644975,1,1
4.0,1.0,0.8197370677668361,15.0,single,Paris,1989894444,1,1
1.0278412849989262,1.0014133221008292,0.9075713513130336,15.0,multi,Paris,1989894444,2,2
1.0159158027981283,1.0018923389953698,0.9199768892944691,15.0,single,Paris,94131402,4,4
1.0159158032489917,1.0022084253771273,0.931282036085679,15.0,multi,Paris,94131402,4,4
15.0,15.0,1.0,15.0,single,Paris,203324662,50,15
6.014684714794789,6.003339208808382,0.9355404302435674,15.0,multi,Paris,203324662,50,8
1.0000000016249833,1.0000000000665117,0.8458151636157939,15.0,multi,Paris,340855540,1,1
1.0000000023225484,1.0000000001480078,0.932901682934372,15.0,single,Paris,556195065,2,2
1.0000000042348962,1.000000000271073,0.9391328944679822,15.0,multi,Paris,556195065,2,2
1.000245802752121,1.0000142622526351,0.8325605337435213,15.0,single,Paris,7740607854,1,1
1.000245802752121,1.0000174316973576,0.8808031307506415,15.0,multi,Paris,7740607854,1,1
2.0,1.0,0.9351073732882001,15.0,single,Paris,177308561,2,2
1.1736298834275558,1.0060609506863858,0.9400819481018172,15.0,multi,Paris,177308561,2,2
1.0000007873471057,1.0000000459732528,0.8882484153266277,15.0,single,Paris,245272062,1,1
1.0000000000011493,1.000000000000044,0.8866543758908392,15.0,multi,Paris,245272062,1,1
1.000000000004936,1.0000000000002847,0.8772157669143753,15.0,single,Paris,5448919003,1,1
1.0000002915304234,1.0000000226211212,0.9527028961849654,15.0,multi,Paris,5448919003,3,3
1.0000000000577856,1.0000000000020712,0.9536549553972016,15.0,single,Paris,244455502,2,2
1.0,1.0,0.9589718839753919,15.0,multi,Paris,244455502,3,3
1.0000000377176912,1.0000000018551567,0.922958675125742,15.0,single,Paris,244455544,2,2
1.000000060453555,1.000000002927666,0.9285905689628307,15.0,multi,Paris,244455544,2,2
1.000000021161341,1.0000000004075331,0.9251921558012484,15.0,single,Paris,567367734,2,2
1.0000000020422342,1.000000000052856,0.9329563739092238,15.0,multi,Paris,567367734,3,3
1.000000542997953,1.0000000416530401,0.8694147768879326,15.0,single,Paris,12132503708,1,1
1.0000000189487328,1.0000000016063877,0.9176982714111248,15.0,multi,Paris,12132503708,2,2
5.000000000000001,0.9999999999999996,0.8066828722608691,15.0,single,Paris,4511298500,1,1
2.0220574326711795,1.0008182471595362,0.8603774955878897,15.0,multi,Paris,4511298500,2,2
2.0000000268365867,1.000000000546052,0.901776194168947,15.0,single,Paris,248578600,3,3
2.0000000268365867,1.0000000006240595,0.9135285717409998,15.0,multi,Paris,248578600,3,3
1.0000000023225484,1.0000000001480078,0.932901682934372,15.0,single,Paris,556195065,2,2
1.0000000042348962,1.000000000271073,0.9391328944679822,15.0,multi,Paris,556195065,2,2
1.0000010048456638,1.0000000757660479,0.9237602252572847,15.0,single,Paris,8194889283,2,2
1.000000000009635,1.0000000000005531,0.9617404981483559,15.0,multi,Paris,8194889283,4,4
1.0024274130759037,1.0003804900493571,0.9284662662936461,15.0,single,Paris,332199745,1,1
1.0024274130759037,1.000395299630147,0.9448496865231427,15.0,multi,Paris,332199745,2,2
1.0000010048456638,1.0000000681894425,0.9186352398510634,15.0,single,Paris,1307776985,2,2
1.0000010048456638,1.0000000705408028,0.9259317565837826,15.0,multi,Paris,1307776985,2,2
1.0000974730784375,1.000011435503716,0.9012380018085994,15.0,single,Paris,2211156952,1,1
1.0000001912303063,1.0000000196769703,0.9500983566704546,15.0,multi,Paris,2211156952,3,3
1.0000010072805912,1.0000000641256952,0.899816895504675,15.0,single,Paris,1307776975,1,1
1.0000003463663776,1.0000000218830312,0.9159239195792764,15.0,multi,Paris,1307776975,2,2
1.0000974536096081,1.0000124732082205,0.8972363134238055,15.0,single,Paris,249624262,1,1
1.0000186905148973,1.0000021774349734,0.9267637430499255,15.0,multi,Paris,249624262,2,2
1.0000000000002847,1.00000000000002,0.9408995241562107,15.0,single,Paris,268227835,2,2
1.0000000000009177,1.000000000000064,0.9492581799680577,15.0,multi,Paris,268227835,2,2
1.0000000023225484,1.0000000001480078,0.932901682934372,15.0,single,Paris,556195065,2,2
1.0000000042348962,1.000000000271073,0.9391328944679822,15.0,multi,Paris,556195065,2,2
1.0000010072805912,1.0000000641256952,0.899816895504675,15.0,single,Paris,1307776975,1,1
1.0000003463663776,1.0000000218830312,0.9159239195792764,15.0,multi,Paris,1307776975,2,2
1.0000974536096081,1.0000124732082205,0.8972363134238055,15.0,single,Paris,249624262,1,1
1.0000186905148973,1.0000021774349734,0.9267637430499255,15.0,multi,Paris,249624262,2,2
1.0000010048456638,1.0000000757660479,0.9237602252572847,15.0,single,Paris,8194889283,2,2
1.000000000009635,1.0000000000005531,0.9617404981483559,15.0,multi,Paris,8194889283,4,4
1.0000974536096081,1.0000124732082205,0.8972363134238055,15.0,single,Paris,249624262,1,1
1.0000186905148973,1.0000021774349734,0.9267637430499255,15.0,multi,Paris,249624262,2,2
1.0024274130759037,1.0003804900493571,0.9284662662936461,15.0,single,Paris,332199745,1,1
1.0024274130759037,1.000395299630147,0.9448496865231427,15.0,multi,Paris,332199745,2,2
1.0000010072805912,1.0000000641256952,0.899816895504675,15.0,single,Paris,1307776975,1,1
1.0000003463663776,1.0000000218830312,0.9159239195792764,15.0,multi,Paris,1307776975,2,2
1.0000000000001332,1.0000000000000069,0.9655598265350543,15.0,single,Seattle,5590816066,2,2
1.0000000000001834,1.0000000000000104,0.9666425649723489,15.0,multi,Seattle,5590816066,3,3
1.0,1.0,0.9749824524969108,15.0,single,Seattle,53151960,4,4
1.0000037049509378,1.0000002273416495,0.9753126763454619,15.0,multi,Seattle,53151960,4,4
1.0,1.0,0.8506461069452461,15.0,single,Seattle,4301237600,1,1
1.0,1.0,0.8527304498182252,15.0,multi,Seattle,4301237600,1,1
1.0000011422507493,1.0000001301901196,0.9695201376673936,15.0,single,Seattle,53099401,3,3
1.000000004172304,1.0000000003558522,0.9730475254602593,15.0,multi,Seattle,53099401,4,4
1.0000000001024008,1.0000000000045532,0.9793146835951904,15.0,single,Seattle,53079716,3,3
1.0000000000792844,1.000000000005431,0.976886257510534,15.0,multi,Seattle,53079716,5,5
1.000000000000776,1.0000000000000542,0.9879139027891636,15.0,single,Seattle,53222380,4,4
1.0000000000012226,1.0000000000000853,0.9887486655554993,15.0,multi,Seattle,53222380,5,5
1.0,1.0,0.950683549772293,15.0,single,Seattle,7632517278,1,1
1.0000000000000058,1.0000000000000004,0.9596456304209889,15.0,multi,Seattle,7632517278,3,3
1.0000000029575065,1.0000000002034484,0.8931814995914198,15.0,single,Seattle,9730497438,1,1
1.0000000008166323,1.0000000000545803,0.9114463024010281,15.0,multi,Seattle,9730497438,1,1
1.0000000000000075,1.0000000000000004,0.9722277145721046,15.0,single,Seattle,4876518633,1,1
1.0000000000004792,1.0000000000000333,0.9855388674076013,15.0,multi,Seattle,4876518633,2,2
5.000000000000001,0.9999999999999996,0.8600392754520625,15.0,single,Seattle,2672468975,2,2
5.000000000000001,0.9999999999999996,0.8625301578853464,15.0,multi,Seattle,2672468975,2,2
5.000000000000001,0.9999999999999996,0.833766817859708,15.0,single,Seattle,69450849,1,1
3.000909207576387,1.0000213152983763,0.9119948123531576,15.0,multi,Seattle,69450849,2,2
1.0347549804943756,1.0055086732638834,0.9513375736720855,15.0,single,Seattle,3583904795,2,2
1.034692953480798,1.0060034115006142,0.9531135674639044,15.0,multi,Seattle,3583904795,2,2
1.0,1.0,0.9819301152234521,15.0,single,Seattle,53094603,4,4
1.0000000000001648,1.0000000000000115,0.9857849637396797,15.0,multi,Seattle,53094603,5,4
2.0,1.0,0.9441604083694795,15.0,single,Seattle,504899471,2,2
1.4939018276657983,1.0126836709598759,0.9472649812028454,15.0,multi,Seattle,504899471,2,2
1.0000000000008076,1.000000000000055,0.9884914613743951,15.0,single,Seattle,53210278,4,4
1.134743760012047,1.0463871722228801,0.9878012895307817,15.0,multi,Seattle,53210278,5,5
1.0153959583123568,1.00421180604712,0.9916698995480289,15.0,single,Seattle,53194595,4,4
1.6897367034136335,1.5041001613805822,0.9945274110870249,15.0,multi,Seattle,53194595,8,6
1.0000000046082373,1.0000000003947802,0.9794520772174042,15.0,single,Seattle,432285061,3,3
1.0000002591172679,1.0000000271092204,0.9795485481979329,15.0,multi,Seattle,432285061,6,6
1.0,1.0,0.983385727973181,15.0,single,Seattle,53072831,4,4
1.0,1.0,0.983451789412724,15.0,multi,Seattle,53072831,4,4
1.0000000689232629,1.000000006720534,0.980840725550399,15.0,single,Seattle,53203116,3,3
1.0000300880267226,1.0000042816190702,0.9832065919321745,15.0,multi,Seattle,53203116,4,4
1.415684276885819,1.1519990201239765,0.9610933619017344,15.0,single,Seattle,53068393,4,4
1.5212575042994223,1.1863906576140248,0.9640163277865158,15.0,multi,Seattle,53068393,7,5
1.0,1.0,0.853091939360984,15.0,single,Seattle,1729170447,1,1
1.6847255253351443,1.4924158011760464,0.9300843527683617,15.0,multi,Seattle,1729170447,2,2
1.7062026064797395,1.513652328743935,0.9676287678526986,15.0,single,Seattle,3672566866,1,1
1.000000975487176,1.000000110132867,0.9820523252463046,15.0,multi,Seattle,3672566866,3,3
1.0000000002163851,1.000000000016311,0.981835944335458,15.0,single,Seattle,53222244,3,3
1.0000000001230298,1.0000000000090732,0.9816608986702097,15.0,multi,Seattle,53222244,3,3
1.0,1.0,0.9679312346832075,15.0,single,Seattle,4931559414,2,2
1.0,1.0,0.968084855097493,15.0,multi,Seattle,4931559414,3,3
2.000000007923884,1.0000000003183844,0.9172400607386699,15.0,single,Seattle,53181625,2,2
2.000000032196425,1.000000001375034,0.9204740277641885,15.0,multi,Seattle,53181625,2,2
1.0000000000000886,1.000000000000006,0.9799666012434737,15.0,single,Seattle,53194956,3,3
1.0000000001761993,1.0000000000124007,0.9869206112455844,15.0,multi,Seattle,53194956,4,4
1.0000000000002403,1.0000000000000169,0.9854168767616202,15.0,single,Seattle,53109755,3,3
1.0000000000002403,1.0000000000000169,0.9917612832771592,15.0,multi,Seattle,53109755,5,5
1.0000193043416512,1.0000025542254063,0.9773056506112072,15.0,single,Seattle,53115183,4,4
1.0000026965132234,1.0000003018449428,0.981754790315158,15.0,multi,Seattle,53115183,6,6
1.495333826982491,1.3124085459597823,0.9657944479132613,15.0,single,Seattle,53134684,4,4
1.0239550385800125,1.0062147409583715,0.9677211081993691,15.0,multi,Seattle,53134684,7,7
2.131915272893877,1.0119429144071446,0.9619006161767041,15.0,single,Seattle,53161435,3,3
1.6273795488438987,1.0965909801302256,0.9711711151723108,15.0,multi,Seattle,53161435,4,4
1.2554214134155215,1.0980200704054732,0.9599624955429696,15.0,single,Seattle,3616331733,1,1
2.000000040607216,1.0000000018533892,0.9765763894176533,15.0,multi,Seattle,3616331733,4,4
1.03592111695361,1.0107971468635122,0.9677722246617145,15.0,single,Seattle,9224842261,2,2
1.0703986113228,1.0249517648162307,0.9827101709879806,15.0,multi,Seattle,9224842261,4,4
1.000070827808196,1.0000074557601806,0.956967876959378,15.0,single,Seattle,9224563958,2,2
1.0000220680831868,1.000002955353914,0.9724997479510733,15.0,multi,Seattle,9224563958,4,4
5.0000007810283025,1.0000000174042774,0.8875876206267111,15.0,single,Seattle,5431294807,3,3
3.0000072296697615,1.000000309286395,0.9578885711648409,15.0,multi,Seattle,5431294807,7,6
2.0000030682662717,1.0000001702903334,0.9070421149060774,15.0,single,Seattle,4001581488,1,1
1.0003848690427166,1.000068189815498,0.9558116780434085,15.0,multi,Seattle,4001581488,3,3
1.0000001654295332,1.0000000155382562,0.9827154469678605,15.0,single,Seattle,7338915158,4,4
1.0000000005972933,1.0000000000429794,0.9877834856837988,15.0,multi,Seattle,7338915158,7,6
1.0019988035127874,1.0004220890806186,0.9845860664855889,15.0,single,Seattle,53158826,4,4
1.0001931141856675,1.0000320745823736,0.9853496458714117,15.0,multi,Seattle,53158826,5,5
1.0000000000000002,1.0,0.9834648691923122,15.0,single,Seattle,6456375600,3,3
1.0000000000000002,1.0,0.9878026076507794,15.0,multi,Seattle,6456375600,6,6
1.0000000040586392,1.0000000002469518,0.9511649221349707,15.0,single,Seattle,5435451217,1,1
1.0000000040598118,1.000000000259356,0.9699832473653165,15.0,multi,Seattle,5435451217,3,3
1.0,1.0,0.9682873599024121,15.0,single,Seattle,8521568013,2,2
1.000000000000063,1.0000000000000044,0.9716893128806772,15.0,multi,Seattle,8521568013,3,3
1.000000115489454,1.0000000115673202,0.985953763539506,15.0,single,Seattle,53199967,4,4
1.000005350641151,1.00000067282662,0.9866413723545512,15.0,multi,Seattle,53199967,4,4
1.0,1.0,0.9865501683135507,15.0,single,Seattle,53071978,4,4
1.0,1.0,0.9878442871838216,15.0,multi,Seattle,53071978,5,5
1.0,1.0,0.9853726266953787,15.0,single,Seattle,6993770225,2,2
1.0,1.0,0.9870591175341058,15.0,multi,Seattle,6993770225,4,4
1.0,1.0,0.9718892927736121,15.0,single,Seattle,5440639633,2,2
1.0,1.0,0.9732930367114649,15.0,multi,Seattle,5440639633,2,2
1.0459758793934975,1.0142783392725878,0.9396332923464513,15.0,single,Seattle,2993026928,1,1
1.077530962146687,1.0288805009972497,0.9636577712720165,15.0,multi,Seattle,2993026928,3,3
1.0030550669312537,1.0005251870051441,0.9437528202450918,15.0,single,Seattle,5440749552,2,2
1.0002060713411076,1.0000286774719562,0.9514936925354673,15.0,multi,Seattle,5440749552,2,2
1.0000001349192091,1.0000000124896806,0.9282463951604027,15.0,single,Seattle,9763401661,1,1
1.0000000352493463,1.0000000032245082,0.9674806087906989,15.0,multi,Seattle,9763401661,3,3
1.0000058710601758,1.0000006897748437,0.9631860192117659,15.0,single,Seattle,5440749574,1,1
1.0000002086142266,1.000000021171158,0.9827024103439799,15.0,multi,Seattle,5440749574,3,3
1.0000506687234103,1.000006967553692,0.9726085777168068,15.0,single,Seattle,9057501115,2,2
1.0000107997066714,1.0000014087367692,0.9845535638893936,15.0,multi,Seattle,9057501115,4,4
1.0003162710799463,1.0000384904122233,0.9711467869776055,15.0,single,Seattle,67448775,3,3
1.0000333413573952,1.0000047821925733,0.97320907253059,15.0,multi,Seattle,67448775,5,5
1.0249273790880153,1.0072427247759144,0.9849684062476359,15.0,single,Seattle,9227091547,2,2
1.0106999617642316,1.0027687393229014,0.9894009590066014,15.0,multi,Seattle,9227091547,4,4
1.000000001625294,1.000000000094235,0.9857005595414402,15.0,single,Seattle,9225574382,2,2
1.0000000016252915,1.0000000001005174,0.9900376739624175,15.0,multi,Seattle,9225574382,4,4
1.000503348401106,1.0000902417708049,0.9695296597708315,15.0,single,Seattle,3663823094,1,1
1.0000000000000056,1.0000000000000004,0.9894719937690097,15.0,multi,Seattle,3663823094,5,5
1.0000015906055115,1.0000001849961841,0.9867741700870908,15.0,single,Seattle,53176379,3,3
1.0037464210677571,1.0008542448536855,0.9898117635178172,15.0,multi,Seattle,53176379,4,4
1.0,1.0,0.9792914225319279,15.0,single,Seattle,9225125737,2,2
1.0,1.0,0.986500810259135,15.0,multi,Seattle,9225125737,4,4
1.0,1.0,0.9624259866123024,15.0,single,Seattle,3793153978,1,1
1.0000000000000016,1.0,0.9803946096532257,15.0,multi,Seattle,3793153978,3,3
1.9414208055362696,1.7041065475345276,0.9718659675889457,15.0,single,Seattle,52969130,2,2
1.0000003515394502,1.0000000353989316,0.9761530210697046,15.0,multi,Seattle,52969130,4,4
1.000000000029605,1.0000000000013802,0.9540032022990199,15.0,single,Seattle,2445205262,1,1
1.0,1.0,0.9738609967968193,15.0,multi,Seattle,2445205262,3,3
1.000000011350222,1.0000000009912389,0.9527455477409229,15.0,single,Seattle,3921157491,2,2
1.000000011350222,1.0000000009912389,0.9528020526739238,15.0,multi,Seattle,3921157491,2,2
1.0000000000017886,1.0000000000001092,0.9649433351167774,15.0,single,Seattle,53202739,3,3
1.0,1.0,0.984315913904454,15.0,multi,Seattle,53202739,5,5
1.000000000003401,1.0000000000001636,0.8934711155984225,15.0,single,Seattle,544354635,1,1
1.000000000003401,1.0000000000001714,0.9135839861143054,15.0,multi,Seattle,544354635,1,1
2.0000046431054934,1.0000002027436141,0.8998450539270488,15.0,single,Seattle,721770334,1,1
1.0368843096224276,1.001471186810893,0.9195706792730676,15.0,multi,Seattle,721770334,1,1
7.000000000000001,0.9999999999999996,0.7697805455964319,15.0,single,Seattle,3882663515,2,2
3.443551740407517,1.0473289241065493,0.9142378774204889,15.0,multi,Seattle,3882663515,3,3
1.0000000000009794,1.0000000000000402,0.9719602299747649,15.0,single,Seattle,53210270,3,3
2.0012651247352387,1.0000345858403186,0.9554301780447922,15.0,multi,Seattle,53210270,3,3
1.0012654486043642,1.0000447529256642,0.9696076025883322,15.0,single,Seattle,10221430743,2,2
1.0012654486043642,1.0000447529256642,0.971504562335276,15.0,multi,Seattle,10221430743,2,2
1.0000022874568832,1.0000002721532515,0.9784614363085686,15.0,single,Seattle,523604063,3,3
1.0000515798889098,1.0000076565550184,0.9808258720359504,15.0,multi,Seattle,523604063,3,3
2.0,1.0,0.9576941482229269,15.0,single,Seattle,8963126840,3,3
2.0,1.0,0.9629035247961927,15.0,multi,Seattle,8963126840,3,3
3.0000000000145515,1.0000000000002185,0.8623019441682178,15.0,single,Seattle,7298857410,1,1
3.000000000012038,1.000000000000175,0.9016328204562216,15.0,multi,Seattle,7298857410,2,2
1.0309286571738796,1.0061902050765403,0.9660996078338072,15.0,single,Seattle,4927301369,3,3
1.030929193919945,1.0066696134761401,0.9746649945960201,15.0,multi,Seattle,4927301369,4,4
1.0,1.0,0.9835042722789412,15.0,single,Seattle,53248420,3,3
1.0,1.0,0.9854229460344527,15.0,multi,Seattle,53248420,4,4
1.0000000000141471,1.0000000000009739,0.9675361423247718,15.0,single,Seattle,9527353968,1,1
1.0000000000141471,1.000000000000988,0.9830509173786135,15.0,multi,Seattle,9527353968,3,3
1.00000000000057,1.0000000000000393,0.9732245573346424,15.0,single,Seattle,9766056731,1,1
1.0000000000101652,1.00000000000071,0.9901997463011829,15.0,multi,Seattle,9766056731,4,4
1.0000686107065153,1.0000102603268115,0.9716735521194965,15.0,single,Seattle,1505765962,1,1
1.0001134648087036,1.000017981887597,0.9870811107312835,15.0,multi,Seattle,1505765962,3,3
1.0000049639478454,1.0000006046552568,0.9702753110684239,15.0,single,Seattle,3886832390,1,1
1.0000049363969452,1.0000006096820215,0.9833970212725941,15.0,multi,Seattle,3886832390,3,3
1.0000000000005784,1.0000000000000395,0.9841786278940499,15.0,single,Seattle,53114499,3,3
1.00000005154187,1.0000000047234772,0.9862681485793292,15.0,multi,Seattle,53114499,5,5
1.0028114226181413,1.0003400650206666,0.9815575016604218,15.0,single,Seattle,8931858992,2,2
1.0311406343770686,1.0045602603442656,0.9869645613901485,15.0,multi,Seattle,8931858992,4,4
1.0,1.0,0.9766270200203869,15.0,single,Seattle,6417236505,1,1
1.0,1.0,0.9894832109458808,15.0,multi,Seattle,6417236505,3,3
1.0,1.0,0.9657460278419305,15.0,single,Seattle,11337710806,1,1
1.000000000000027,1.0000000000000016,0.9774686266378549,15.0,multi,Seattle,11337710806,2,2
1.0000139787346565,1.000001806847824,0.9305592669169668,15.0,single,Seattle,7186947211,2,2
1.0000046341402016,1.000000577163775,0.9697206738729918,15.0,multi,Seattle,7186947211,3,3
1.0000113265070427,1.000001212277551,0.9185885080855045,15.0,single,Seattle,4410665100,1,1
1.000002949672913,1.0000003358764458,0.9376746087891065,15.0,multi,Seattle,4410665100,2,2
1.0000000634042563,1.000000006156057,0.9806677953938849,15.0,single,Seattle,53152241,3,3
1.0000000029354266,1.0000000002464997,0.9844394430264095,15.0,multi,Seattle,53152241,4,4
1.0000000000038742,1.0000000000002705,0.9891362247141102,15.0,single,Seattle,53152246,4,4
1.0000000000140006,1.0000000000009779,0.9921752231541036,15.0,multi,Seattle,53152246,6,6
1.0000000000000004,1.0,0.9125886568696817,15.0,single,Seattle,3631791298,1,1
1.0000000000000002,1.0,0.9287204575179917,15.0,multi,Seattle,3631791298,2,2
3.000000002364449,1.0000000000406168,0.825403705035901,15.0,single,Seattle,3882681335,1,1
2.000000000620861,1.0000000000199702,0.9293270612745279,15.0,multi,Seattle,3882681335,2,2
5.000444675662686,1.0000159180906518,0.8805652221295321,15.0,single,Seattle,5610329930,3,3
5.0000503169361705,1.0000014855963357,0.8828858520899475,15.0,multi,Seattle,5610329930,3,3
