expH,rpe_prime,Li_div,Deng_pm,city,d,kappa
1.0,1.0,0.9496211203687794,15.0,Amsterdam,46359172,2
1.0,1.0,0.9444587414061599,15.0,Amsterdam,9794426407,1
1.0,1.0,0.9675721127106096,15.0,Amsterdam,8718272188,2
1.0030107674807511,1.000605276569106,0.9232951195761521,15.0,Amsterdam,1420479344,1
1.0,1.0,0.9749840921222022,15.0,Amsterdam,46483810,3
15.0,15.0,1.0,15.0,Amsterdam,46183572,50
7.999999999999998,1.0,0.6889275569751896,15.0,Amsterdam,1525015190,1
7.999999999999998,1.0,0.6889275569751896,15.0,Amsterdam,1525015190,1
7.999999999999998,1.0,0.7183943385540437,15.0,Amsterdam,46241980,2
1.00000000003371,1.000000000002046,0.9069371521783895,15.0,Amsterdam,1511600045,1
1.0,1.0,0.9643866202192789,15.0,Amsterdam,1673410150,2
1.0,1.0,0.9676101900903562,15.0,Amsterdam,3752782350,2
1.0628691401755381,1.0224348968516663,0.967490951385589,15.0,Amsterdam,46463601,2
7.999999999999998,1.0,0.7183943385540437,15.0,Amsterdam,46241980,2
15.0,15.0,1.0,15.0,Amsterdam,46247628,50
15.0,15.0,1.0,15.0,Amsterdam,46247628,50
1.0,1.0,0.9406399340906856,15.0,Amsterdam,5856758093,2
1.0000000006359953,1.0000000000288791,0.9656001549341059,15.0,Amsterdam,1585496185,3
1.0,1.0,0.8874438421660735,15.0,Amsterdam,10006078012,1
7.999999999999998,1.0,0.7183943385540437,15.0,Amsterdam,46241980,2
15.0,15.0,1.0,15.0,Amsterdam,46247628,50
15.0,15.0,1.0,15.0,Amsterdam,46247628,50
15.0,15.0,1.0,15.0,Amsterdam,46247628,50
1.947447604453366,1.5112357947634416,0.9678374961683445,15.0,Amsterdam,46248282,3
1.0,1.0,0.9386203610386559,15.0,Amsterdam,1638916771,2
1.0000000000015603,1.0000000000000226,0.9294291256760729,15.0,Amsterdam,46375408,1
7.999999999999998,1.0,0.7183943385540437,15.0,Amsterdam,46241980,2
15.0,15.0,1.0,15.0,Amsterdam,46247628,50
1.0,1.0,0.8904126759185576,15.0,Amsterdam,7880730309,1
1.0,1.0,0.8985577002667592,15.0,Amsterdam,5859007113,1
1.0,1.0,0.9192949465186558,15.0,Amsterdam,46336052,1
1.0,1.0,0.8719982863979765,15.0,Amsterdam,10058947369,2
1.0,1.0,0.8491992590167257,15.0,Amsterdam,9861343403,1
1.0,1.0,0.8904126759185576,15.0,Amsterdam,7880730309,1
1.0,1.0,0.8904126759185576,15.0,Amsterdam,7880730309,1
1.0,1.0,0.9100893511541913,15.0,Amsterdam,5852185311,1
1.0,1.0,0.9203473446903948,15.0,Amsterdam,46336665,1
1.0000000000013998,1.0000000000000961,0.9236436212281968,15.0,Amsterdam,11029570311,2
1.0,1.0,0.8904126759185576,15.0,Amsterdam,7880730309,1
1.0,1.0,0.9068543921218605,15.0,Amsterdam,75665280,1
1.0,1.0,0.9201737197443063,15.0,Amsterdam,5171787622,1
1.0,1.0,0.8904126759185576,15.0,Amsterdam,7880730309,1
1.0,1.0,0.9039055415820442,15.0,Amsterdam,1263124731,1
1.0,1.0,0.8965014405824582,15.0,Amsterdam,2396583192,1
1.0,1.0,0.8904126759185576,15.0,Amsterdam,7880730309,1
1.0,1.0,0.8854332500747247,15.0,Amsterdam,8699225628,1
1.0,1.0,0.8940094714975253,15.0,Amsterdam,10204872903,1
1.0,1.0,0.8071713136268786,15.0,Barcelona,1350686227,1
1.0,1.0,0.8216258967115625,15.0,Barcelona,1772825227,1
1.0,1.0,0.8244196856487566,15.0,Barcelona,1817382286,1
1.0,1.0,0.8295837581196869,15.0,Barcelona,658169112,1
1.0,1.0,0.841372043921748,15.0,Barcelona,566450893,1
1.0,1.0,0.8602206846861977,15.0,Barcelona,1350466761,1
1.0,1.0,0.8655152298530273,15.0,Barcelona,1071400892,1
1.0,1.0,0.9312755383914588,15.0,Barcelona,1622477296,2
1.0000000000000016,1.0,0.9141030512833589,15.0,Barcelona,1610134825,2
1.0000000000000002,1.0,0.9295214064146927,15.0,Barcelona,416523682,1
1.0,1.0,0.9443647032987811,15.0,Barcelona,4968308518,2
1.0000000000000067,1.0000000000000004,0.9824446237424826,15.0,Barcelona,359235499,4
1.0,1.0,0.9633491144603755,15.0,Barcelona,1787518046,2
1.0000000000001166,1.0000000000000033,0.9129389042235705,15.0,Barcelona,4139421839,1
1.0,1.0,0.9305747416981454,15.0,Barcelona,3528888206,2
1.0,1.0,0.9303146561483158,15.0,Barcelona,5247256771,2
1.0,1.0,0.9238163207329316,15.0,Barcelona,1613677358,1
2.0,1.0,0.9186318053334,15.0,Barcelona,35120255,2
1.0,1.0,0.9770810692555042,15.0,Barcelona,390057404,2
1.0000000001195912,1.0000000000072085,0.9744881121856892,15.0,Barcelona,258359387,2
1.000000000000287,1.00000000000002,0.9818929108057958,15.0,Barcelona,358505142,3
1.000000019511834,1.0000000006917968,0.9619891069581539,15.0,Barcelona,30294550,3
1.0,1.0,0.8828927609888766,15.0,Barcelona,2871521890,1
7.000001861700727,1.0000000292361741,0.7303513063344996,15.0,Barcelona,700938101,2
2.0000000000028963,1.000000000000076,0.9349254519431293,15.0,Barcelona,30314638,2
1.0000000015239114,1.0000000001077343,0.9431791453144697,15.0,Barcelona,2972809856,2
1.000016179502548,1.000000879250678,0.9716616815381319,15.0,Barcelona,390227080,2
1.0000161795025442,1.0000009420543565,0.9738745816201622,15.0,Barcelona,1374757788,2
1.0,1.0,0.9605427562395388,15.0,Barcelona,364720256,2
1.000000019511834,1.000000000932422,0.9773717130310458,15.0,Barcelona,30294569,3
1.0000000000000004,1.0,0.937470652404242,15.0,Barcelona,30294656,1
1.001311384557925,1.0002399071514814,0.9076823830596569,15.0,Barcelona,1350170559,1
1.0,1.0,0.8866591853868608,15.0,Barcelona,582874668,1
1.0,1.0,0.8979147888121435,15.0,Barcelona,537861932,2
1.0,1.0,0.9046624587072917,15.0,Barcelona,4112026312,1
1.0,1.0,0.8947350014102047,15.0,Barcelona,7302027445,1
7.999999999999998,1.0,0.7144220384610241,15.0,Barcelona,30264555,2
3.0000000004977663,1.0000000000109404,0.8679830529777669,15.0,Barcelona,7252348348,1
2.609968212495961,1.1057537485450382,0.9513959411314264,15.0,Barcelona,630583121,3
1.0001471572278975,1.0000232488013385,0.9540932501529339,15.0,Barcelona,3215617656,2
1.0004610916356165,1.0000728493832736,0.9447526460935014,15.0,Barcelona,364719899,1
2.0,1.0,0.9191877039825047,15.0,Barcelona,692807356,1
1.00000076037093,1.0000000748211613,0.9463768859303437,15.0,Barcelona,535228353,1
1.0000000185213969,1.0000000016409158,0.9735244630186439,15.0,Barcelona,330417668,2
1.0,1.0,0.9608814396762057,15.0,Barcelona,568847334,2
1.0000000000022171,1.0000000000001013,0.912554952380447,15.0,Barcelona,4461889412,1
1.0,1.0,0.9018982813746405,15.0,Barcelona,9442685034,1
1.0,1.0,0.8994670430834815,15.0,Barcelona,576583334,1
1.0,1.0,0.9591501423866524,15.0,Barcelona,30315481,3
1.0,1.0,0.9543309651078568,15.0,Barcelona,457394433,2
1.0008385179398225,1.0001607528967984,0.9647340190123954,15.0,Barcelona,2610196546,2
1.0,1.0,0.9233284848951782,15.0,Barcelona,390227097,1
1.000000884738246,1.00000009862637,0.9376993075975023,15.0,Barcelona,4541533775,2
2.0,1.0,0.9020173982789139,15.0,Barcelona,6297842341,1
1.0000004209000202,1.000000024138569,0.9410268451034982,15.0,Barcelona,30294332,2
1.0,1.0,0.9710214831582331,15.0,Barcelona,30237479,2
1.0,1.0,0.9457683500204218,15.0,Barcelona,998615790,2
1.0000088953325421,1.000001036189393,0.9560934877259591,15.0,Barcelona,1840721017,2
1.0083062545037127,1.0014748228338008,0.9397673699195468,15.0,Barcelona,7252348260,1
1.000000113285772,1.0000000110086822,0.9420123226978053,15.0,Barcelona,2087205008,2
1.3805416684652325,1.214917842094299,0.9589928471310407,15.0,Barcelona,288024527,2
2.361769913653827,1.3698952959486614,0.9413176982679776,15.0,Barcelona,30294673,2
1.0000811084458483,1.0000032214421974,0.9200109323519688,15.0,Barcelona,1483794695,1
1.0000003411270872,1.0000000103541375,0.9215968594135077,15.0,Barcelona,430757826,2
1.0,1.0,0.8913627617183515,15.0,Barcelona,8384828362,1
1.0,1.0,0.8817935194049459,15.0,Barcelona,6485634277,1
1.0001019882184858,1.0000125126380388,0.9552570937313517,15.0,Barcelona,3683481332,2
1.9978360592270743,1.3094652743046888,0.9577190899365626,15.0,Barcelona,6424992738,3
15.0,15.0,1.0,15.0,Barcelona,6382607320,50
1.0000000085449785,1.000000000610854,0.8767839862237776,15.0,Barcelona,3856010100,1
1.000359745702769,1.0000395753725613,0.9490961225606441,15.0,Barcelona,760332207,2
1.0000000000000955,1.000000000000005,0.9381594891541863,15.0,Barcelona,30264420,2
1.1047933314652727,1.0397836580736153,0.9229762494098871,15.0,Barcelona,534367705,1
1.0000000000000127,1.0000000000000009,0.919901909813985,15.0,Barcelona,340195871,1
1.0,1.0,0.9677862251616929,15.0,Barcelona,557230343,2
1.002436306431194,1.0005267149849557,0.9805991995116164,15.0,Barcelona,269379908,3
2.0000000013288424,1.0000000000215692,0.8562522855614377,15.0,Barcelona,674780716,1
1.0000043641179603,1.0000003383596572,0.9480248081339059,15.0,Barcelona,30313171,2
1.0000000000001774,1.0000000000000047,0.885708705575914,15.0,Barcelona,977641428,1
7.67215872861495,1.0390076272126239,0.6179829560297434,15.0,Barcelona,30960805,1
1.0061232098094952,1.0011805093279502,0.8545998655792664,15.0,Barcelona,12859738691,1
1.0000000000000002,1.0,0.9420251532386678,15.0,Barcelona,412453203,2
1.0,1.0,0.8928085344775978,15.0,Barcelona,5767709820,1
1.0,1.0,0.8746652471079803,15.0,Barcelona,9077221631,1
1.0,1.0,0.8995855515693135,15.0,Barcelona,9458274498,1
1.0,1.0,0.9430946416948317,15.0,Barcelona,1708943419,1
1.0,1.0,0.9336100944433857,15.0,Barcelona,552884596,1
1.0,1.0,0.9320911080214636,15.0,Barcelona,4708182445,1
1.0,1.0,0.9601332364486533,15.0,Barcelona,412436543,2
2.0,1.0,0.9565504724876541,15.0,Barcelona,1912611158,2
1.000000010482928,1.0000000008762855,0.964753748246639,15.0,Barcelona,168529698,3
1.0044992406728812,1.0010503063734926,0.962439162244332,15.0,Barcelona,1684889804,3
3.2025057664974828,1.417811563739518,0.9355903371070129,15.0,Barcelona,2888571943,2
1.0414860416345897,1.0045123960850566,0.9010049015782383,15.0,Barcelona,1500032696,1
1.0000000832968656,1.0000000078595184,0.9567673207840053,15.0,Barcelona,1479334732,2
15.0,15.0,1.0,15.0,Barcelona,30237587,50
1.0003468984481834,1.0000608447355344,0.953156179456493,15.0,Barcelona,30248550,2
2.066034655719078,1.0111851425463705,0.9433857601666769,15.0,Barcelona,30313182,2
2.0000000000001585,1.0000000000000053,0.9649339215353682,15.0,Barcelona,91783971,2
1.0000447714243283,1.0000038655043104,0.9297853625286189,15.0,Barcelona,30558257,1
2.0,1.0,0.9318299227210135,15.0,Barcelona,30960786,2
2.0,1.0,0.9402530418891966,15.0,Barcelona,11242746353,1
1.00000081475942,1.0000000712226147,0.9305579642458639,15.0,Barcelona,4578927239,1
7.000000000000018,0.9999999999999996,0.7731377116779947,15.0,Barcelona,417979586,2
3.0000000000003975,1.000000000000009,0.8992826069004929,15.0,Barcelona,2703938174,1
1.0,1.0,0.9513874984179087,15.0,Barcelona,376748008,2
1.0,1.0,0.9135758076644749,15.0,Barcelona,512003089,1
1.0,1.0,0.9153118928061794,15.0,Barcelona,534332665,1
2.0,1.0,0.9441138484486271,15.0,Barcelona,552884560,2
1.0,1.0,0.9236902190440435,15.0,Barcelona,771231881,1
1.0045511880924198,1.0008833959655514,0.9256344529359559,15.0,Barcelona,2267226601,1
1.0000004965087312,1.0000000538815672,0.9578162421454015,15.0,Barcelona,10121889968,3
1.289352230689039,1.1034596701546027,0.8821880496332736,15.0,Barcelona,11020963045,1
2.0006861136178427,1.0000638378017959,0.9295982243072662,15.0,Barcelona,1532752080,2
4.000310923719356,1.0000119950008017,0.8834946108735947,15.0,Barcelona,6842012554,2
2.0001109986291596,1.0000084710661041,0.9319980452600483,15.0,Barcelona,30237772,2
4.000000000095473,1.0000000000014018,0.8307323139007418,15.0,Barcelona,30556617,1
1.0432604521593924,1.008027898553939,0.9215200484902448,15.0,Barcelona,2087205009,1
1.000005629741867,1.0000005788004718,0.9269445243864995,15.0,Barcelona,60969514,1
1.000712687282657,1.0001235914009812,0.9287571519140262,15.0,Barcelona,359099426,1
1.0000000155102344,1.000000001196412,0.8770303662804566,15.0,Barcelona,30960639,1
2.0,1.0,0.8382632632969746,15.0,Barcelona,6103772408,1
2.00000234752366,1.0000000861441618,0.9317229722991796,15.0,Barcelona,30254596,2
1.0000001375509948,1.0000000139051655,0.9672065871459066,15.0,Barcelona,1297521253,3
1.0000000000000022,1.0,0.9572746340981813,15.0,Barcelona,6943141604,1
1.0,1.0,0.9053218965053011,15.0,Barcelona,4253982146,1
1.023030921032026,1.0010970662023668,0.7866787139890189,15.0,Barcelona,12475540910,1
1.0000000016320492,1.0000000001336145,0.9482451847751854,15.0,Barcelona,1912198618,2
1.000002405317643,1.0000002791136031,0.9671105809312849,15.0,Barcelona,772984585,2
2.0,1.0,0.9430304417235933,15.0,Barcelona,30247027,2
1.0000629809915076,1.0000092965971652,0.9495434654757787,15.0,Barcelona,30243889,2
1.0863544972520778,1.012909117019563,0.9522059234623662,15.0,Barcelona,4834268092,2
2.003098916885163,1.0003147918608264,0.9346964865215625,15.0,Barcelona,252826185,3
3.0000000000000915,1.0000000000000024,0.8975292182613986,15.0,Barcelona,30238025,2
1.0000000005404803,1.000000000031431,0.890900438452484,15.0,Barcelona,4793246800,1
2.9999999999999996,1.0,0.7678449907566928,15.0,Barcelona,30333441,1
2.0,1.0,0.8374634130069917,15.0,Barcelona,567448762,1
1.0000055599175375,1.000000631540503,0.9632527899782006,15.0,Barcelona,30553748,2
2.4167510002254673,1.0610373408859948,0.8688301807967431,15.0,Barcelona,30617337,1
2.016715737139927,1.0023646598286768,0.940730987608755,15.0,Barcelona,253790706,2
1.0000000000284042,1.0000000000019322,0.9631216421731181,15.0,Barcelona,387127546,3
1.0,1.0,0.9626428206458103,15.0,Barcelona,387127535,2
1.0,1.0,0.9389928299240532,15.0,Barcelona,30254613,2
1.1357667025787832,1.0573204413659745,0.9601062396156883,15.0,Barcelona,955030275,2
1.0,1.0,0.9589869833889949,15.0,Barcelona,634519971,1
1.0,1.0,0.8966493001464918,15.0,Barcelona,4653143524,2
1.0,1.0,0.9175799710882949,15.0,Barcelona,2445068410,1
4.000000167348835,1.0000000042739943,0.8892504195416611,15.0,Barcelona,30236779,2
1.000001708580953,1.0000001686027822,0.882807708542455,15.0,Barcelona,30246671,1
3.0050470111153205,1.0002557471723348,0.8231679073436995,15.0,Barcelona,1374636541,1
15.0,15.0,1.0,15.0,Barcelona,559765962,50
2.000000001517646,1.000000000046957,0.9196446713044121,15.0,Barcelona,301572279,2
2.002395477618018,1.0002239433696816,0.8427227103652746,15.0,Barcelona,4222897297,1
2.127039355419104,1.0210573162626024,0.8661284882226367,15.0,Barcelona,1368967593,2
7.999999999999998,1.0,0.7107489111530361,15.0,Barcelona,260723600,2
2.9999999999999996,1.0,0.8989577089092834,15.0,Barcelona,412449528,1
2.000000000016506,1.0000000000003937,0.9214475613302298,15.0,Barcelona,273102085,2
1.0061649548775118,1.0012619456989864,0.8677188556583522,15.0,Barcelona,1563547709,1
1.0,1.0,0.9719865985793142,15.0,Barcelona,6218672137,3
1.0000000000021503,1.0000000000000484,0.8825143627848826,15.0,Barcelona,6978253606,1
2.0301184345037893,1.0037662654926607,0.9126592163974347,15.0,Barcelona,2706190120,1
1.0003585922128961,1.0000601340894306,0.9437535322601889,15.0,Barcelona,30254627,1
1.0,1.0,0.944030437468525,15.0,Barcelona,2706292285,1
1.0,1.0,0.9780478822542916,15.0,Barcelona,575827094,3
1.0,1.0,0.8042957995340974,15.0,Barcelona,4387294101,1
1.0,1.0,0.891788375388339,15.0,Barcelona,9572309680,1
1.6808570670837326,1.496771984517031,0.9415640409126015,15.0,Barcelona,30248312,2
2.421416842549853,1.119099700329887,0.9190750292322858,15.0,Barcelona,779227747,1
2.000000001839615,1.0000000000504603,0.8559676058832157,15.0,Barcelona,30227399,1
8.00000000003641,1.0000000000002929,0.6393546457593569,15.0,Barcelona,1126640615,1
1.7812754238383206,1.6159518177763343,0.9511037732874711,15.0,Barcelona,559787230,2
1.0000000421386666,1.0000000029123908,0.8855332328563879,15.0,Barcelona,2819073400,1
1.3648653491221963,1.2039912116670104,0.9466846305485614,15.0,Barcelona,126797329,2
3.0000000025778015,1.000000000059787,0.8194423342120125,15.0,Barcelona,7324925163,1
4.0,1.0,0.9043693998571118,15.0,Barcelona,30254082,2
1.0001450341037732,1.000023481192412,0.9209604240485825,15.0,Barcelona,30254011,2
1.0072343535846828,1.0015302137326305,0.9122522157556433,15.0,Barcelona,7538034841,1
1.0,1.0,0.9548775995946271,15.0,Barcelona,417972197,2
2.9999999999999996,1.0,0.9446631097405369,15.0,Barcelona,1695282555,3
1.000207612108378,1.000034707108706,0.9726297583784529,15.0,Barcelona,790034779,3
1.0777461829775965,1.0129666354811646,0.9414537679656109,15.0,Barcelona,2020404323,1
1.0000000000062763,1.0000000000002804,0.9651285712422659,15.0,Barcelona,415716567,2
1.0000000366984363,1.0000000028297855,0.9616083051206216,15.0,Barcelona,572064585,1
1.0,1.0,0.7651675312707527,15.0,Barcelona,4251161420,1
1.0,1.0,0.7873360127688915,15.0,Barcelona,4387293874,1
5.000000015911555,1.0000000002061797,0.8560308642158996,15.0,Barcelona,5908351895,2
1.003559787361853,1.0007127867692012,0.8578341852072072,15.0,Barcelona,4159251102,1
1.0000613844866724,1.0000045595806388,0.8542148694775619,15.0,Barcelona,2529520245,1
2.000000000000034,1.0000000000000007,0.8775577608532299,15.0,Barcelona,3805966095,1
7.999999999999998,1.0,0.7150805503603748,15.0,Barcelona,30242759,2
1.0004240919023135,1.0000430401017266,0.942698440629212,15.0,Barcelona,2777318575,2
1.0000000009290453,1.0000000000616003,0.9506348262485272,15.0,Barcelona,442540276,2
2.000097563072036,1.0000061055781233,0.9403134705133678,15.0,Barcelona,30555974,2
1.000078834723069,1.0000112493366664,0.9140368125171785,15.0,Barcelona,1421429965,1
1.0000000017393968,1.0000000001097713,0.9261392410770852,15.0,Barcelona,6066409948,2
1.000002518523796,1.0000002118508706,0.8694750483987759,15.0,Barcelona,3517445007,1
1.00005718197085,1.000008558884476,0.9692035069726699,15.0,Barcelona,30295335,2
1.0003755554185403,1.0000573704418545,0.9298474136360465,15.0,Barcelona,1299373047,1
1.000798022363236,1.0001099129773157,0.9434019404092723,15.0,Barcelona,960625586,2
2.0000000000947074,1.000000000002161,0.9280112856592762,15.0,Barcelona,481146996,1
1.0000165881208534,1.0000004341815036,0.9507570188978028,15.0,Barcelona,30296347,2
1.0,1.0,0.9613929972670516,15.0,Barcelona,366065833,1
1.0000000000000147,1.0000000000000007,0.915760573481277,15.0,Barcelona,366222990,1
4.000153235031316,1.0000027700980871,0.8537399027191337,15.0,Barcelona,7078045305,1
1.0,1.0,0.8251596862048347,15.0,Barcelona,4251161454,1
1.5656187235756909,1.048198032141131,0.8735984785120412,15.0,Barcelona,1501426310,1
1.565618723575686,1.0455457559332624,0.8570405215332779,15.0,Barcelona,1501426324,1
1.0,1.0,0.8457904027225174,15.0,Barcelona,4182135640,1
2.021372159829162,1.0010474892077468,0.8968289171449226,15.0,Barcelona,12966750100,2
1.611210302298455,1.297236035644978,0.9590685610497979,15.0,Barcelona,30244000,2
1.0000000000000024,1.0,0.9196658611165548,15.0,Barcelona,330028856,1
2.0000066615742695,1.0000003740107337,0.9464313007790649,15.0,Barcelona,30242764,2
1.0087588109880214,1.001390989436605,0.9452161872257304,15.0,Barcelona,30254089,2
1.9217933913083054,1.3496688099454437,0.8847122155209496,15.0,Barcelona,8194970010,1
7.999999999999998,1.0,0.7164936814345536,15.0,Barcelona,2749938625,2
2.0000000612775453,1.0000000020482316,0.93182185164516,15.0,Barcelona,7526485262,2
2.0000000000000075,1.0,0.9241466269995878,15.0,Barcelona,3129196084,1
2.0032325674268274,1.000362008837873,0.9404696938356818,15.0,Barcelona,30295408,2
2.0,1.0,0.9400690996203191,15.0,Barcelona,416012211,2
1.0000000003339247,1.000000000010544,0.9406181717369186,15.0,Barcelona,478855374,3
2.0000425249312395,1.0000015521836907,0.9222879231564702,15.0,Barcelona,4992914467,1
1.000000002343767,1.000000000175007,0.947937640277586,15.0,Barcelona,482511822,1
1.0,1.0,0.9461682678341871,15.0,Barcelona,30296368,1
1.0,1.0,0.9463759881652403,15.0,Barcelona,2128051855,2
2.0,1.0,0.933401675524164,15.0,Barcelona,2128042600,2
4.0,1.0,0.9061041036190047,15.0,Barcelona,3199153776,2
1.0000000339625739,1.000000000881597,0.8497108862331548,15.0,Barcelona,1599256602,1
1.0,1.0,0.8669153331044573,15.0,Barcelona,2239783567,1
1.0,1.0,0.920501023483599,15.0,Barcelona,21638855,1
1.0,1.0,0.9439688952290642,15.0,Barcelona,30343459,3
1.0000000000058697,1.0000000000001836,0.9385507286111885,15.0,Barcelona,30343467,2
1.0,1.0,0.8777228241310638,15.0,Barcelona,1484164576,1
1.0000001953310491,1.0000000183723277,0.9555868041444511,15.0,Barcelona,797498302,2
1.0,1.0,0.9438042260895967,15.0,Barcelona,2677447194,2
1.0000000285156463,1.0000000024825861,0.9043995424034867,15.0,Barcelona,4454226365,1
1.0033879624143835,1.0007496123523933,0.9657166052870436,15.0,Barcelona,2589060116,3
3.792697126944204,1.5796918151009167,0.9342478284926377,15.0,Barcelona,7507211789,2
1.0001728967353258,1.0000284321369248,0.9662282245769156,15.0,Barcelona,4922624387,3
2.0,1.0,0.9389265823141922,15.0,Barcelona,2293731650,2
2.0000000000010973,1.000000000000039,0.9496049774874221,15.0,Barcelona,2293731677,3
2.0000187090998054,1.0000009419717644,0.9086459997044726,15.0,Barcelona,319600517,1
1.0,1.0,0.907879081334074,15.0,Barcelona,4252472568,1
2.0221995048666255,1.0022844111355922,0.9282827812615997,15.0,Barcelona,598224964,2
1.0,1.0,0.9354912402208362,15.0,Barcelona,3059542904,1
1.0022475536430822,1.0004528815635412,0.9428735254456989,15.0,Barcelona,3934957720,2
1.0041216593795483,1.0008648559298172,0.9345851848933773,15.0,Barcelona,4251794080,1
1.0000000000000122,1.0000000000000009,0.9426629571473781,15.0,Barcelona,1404124266,3
1.0000000008549088,1.000000000045408,0.9440037542128015,15.0,Barcelona,30312388,2
1.0000000000010425,1.0000000000000697,0.9311066274124927,15.0,Barcelona,575781189,1
4.0,1.0,0.9130307340401981,15.0,Barcelona,30312481,2
2.9999999999999996,1.0,0.9020813544063193,15.0,Barcelona,1710758986,1
1.0000000013104742,1.0000000000753075,0.9438751738053365,15.0,Barcelona,11374707215,2
1.0016821711954798,1.0002735555928182,0.966970225191831,15.0,Barcelona,365564404,2
2.0,1.0,0.8618649724946739,15.0,Barcelona,1001228568,1
3.0000213316692457,1.000000803651227,0.9249024861638026,15.0,Barcelona,559424463,2
1.0000002145710811,1.0000000201710053,0.9173087769009257,15.0,Barcelona,3005325699,1
1.0,1.0,0.9566634829667175,15.0,Barcelona,9388663514,2
1.0000004812100232,1.0000000167047487,0.9133308617506178,15.0,Barcelona,395305579,1
1.0,1.0,0.9341302279294372,15.0,Barcelona,1156424413,1
2.9999999999999996,1.0,0.7886559808024369,15.0,Barcelona,1299414813,1
2.0,1.0,0.9569024878357535,15.0,Barcelona,1299613770,2
1.0,1.0,0.9559626614508763,15.0,Barcelona,1148143947,2
1.0,1.0,0.9105782768660209,15.0,Barcelona,1853174728,1
1.0,1.0,0.9592470295491998,15.0,Barcelona,4965780374,2
2.000000000000034,1.0000000000000013,0.8837864829801254,15.0,Barcelona,11244319933,1
1.0000108684594429,1.0000011479818574,0.9561813310444369,15.0,Barcelona,1075221588,2
3.0001358081397203,1.0000056751894633,0.8925499103935483,15.0,Barcelona,2262659438,2
2.000000000000002,1.0,0.9543389968485696,15.0,Barcelona,2593809553,2
1.0,1.0,0.9496212348716064,15.0,Barcelona,4234151123,2
1.0000002716525842,1.0000000284949746,0.9704344496562318,15.0,Barcelona,568495538,2
1.000009497012904,1.0000008446245656,0.9035837235177319,15.0,Barcelona,4318409704,1
2.0020012307404866,1.000187277314099,0.9442927791833008,15.0,Barcelona,559410525,3
1.0000000178992985,1.0000000011234897,0.9243624308035239,15.0,Barcelona,9465476414,1
1.5952807521292411,1.061915689426516,0.8859481131711078,15.0,Barcelona,312680287,1
1.0,1.0,0.9287725545558357,15.0,Barcelona,30297272,2
1.0073403260603953,1.00081287637911,0.9099705165799575,15.0,Barcelona,11283451737,1
1.0,1.0,0.931232008498749,15.0,Barcelona,600466257,1
1.0,1.0,0.905604146010007,15.0,Barcelona,8180254364,1
1.000000000346544,1.0000000000209106,0.9290543266493057,15.0,Barcelona,30253297,2
1.0002582509226965,1.0000405114974793,0.9504030575529331,15.0,Barcelona,2268659706,2
2.0,1.0,0.9537280473116401,15.0,Barcelona,30312952,2
1.7565183573353493,1.5729967868630914,0.9454567384285488,15.0,Barcelona,3044253138,1
2.0,1.0,0.9519531274836952,15.0,Barcelona,4318089939,2
1.734885987991858,1.5278415197397104,0.9588349499005357,15.0,Barcelona,541644020,2
1.0000000599447012,1.0000000016581572,0.9073563523590287,15.0,Barcelona,3635761667,1
1.0,1.0,0.9341079267113205,15.0,Barcelona,6082812857,1
1.0000000000213107,1.0000000000014595,0.9112055587001987,15.0,Barcelona,5159196081,1
1.0,1.0,0.9378199345971765,15.0,Barcelona,1363598881,2
1.0,1.0,0.9123592350935003,15.0,Barcelona,6382660358,1
1.0,1.0,0.9018232173391266,15.0,Barcelona,12469949090,1
1.0001627067225796,1.0000166225364155,0.898710618572563,15.0,Barcelona,30253333,1
1.0001627067225796,1.0000177303431639,0.9196229361904695,15.0,Barcelona,5023791993,1
1.0,1.0,0.9305556139382007,15.0,Barcelona,597218402,1
1.000000000700992,1.0000000000525995,0.9265959769419849,15.0,Barcelona,2279497342,1
3.0000000004119487,1.0000000000035394,0.8835388703869083,15.0,Barcelona,12208571890,1
1.0000000015663695,1.000000000119479,0.9116857630397515,15.0,Barcelona,4587765907,1
1.0000068292702902,1.0000008148554569,0.929945144949794,15.0,Barcelona,668513854,1
1.000107281110812,1.0000145276913306,0.8677059480455749,15.0,Barcelona,3502009394,1
1.0000000016239854,1.000000000125321,0.9591209186429281,15.0,Barcelona,4485344001,2
2.0000000004119483,1.000000000004344,0.8807534354750137,15.0,Barcelona,4332587258,1
1.000107281110812,1.000016289561747,0.9397895840054933,15.0,Barcelona,601047993,1
1.0,1.0,0.9217602044442266,15.0,Paris,27180828,2
1.0,1.0,0.8912889886844935,15.0,Paris,2555356748,1
1.0,1.0,0.9169220055388811,15.0,Paris,14803152,1
1.0000000030647629,1.0000000001869405,0.931683790922499,15.0,Paris,2320354492,1
1.0000000030647629,1.0000000001869405,0.931683790922499,15.0,Paris,2320354492,1
1.0012283394793389,1.000234246789912,0.8958961444884266,15.0,Paris,7358099880,1
1.0,1.0,0.9111719651215016,15.0,Paris,27373407,2
1.0000000030647826,1.0000000001869418,0.943253187455473,15.0,Paris,271464117,2
1.0027946673859112,1.0006061401471216,0.9083542744608756,15.0,Paris,592662435,1
1.0000000000005456,1.0000000000000315,0.9230397667134352,15.0,Paris,592662444,2
1.0201708987225269,1.002246308789711,0.9288968518636687,15.0,Paris,1027183337,2
2.9999999999999996,1.0,0.7952788317854478,15.0,Paris,260619453,1
