expH,rpe_prime,Li_div,Deng_pm,city,d,kappa
1.00016016904838,1.0000099656299481,0.8896924366390746,15.0,Amsterdam,1042870353,1
1.0000384473838966,1.0000047750531675,0.949157589777188,15.0,Amsterdam,46363900,2
1.0128459827057907,1.0023875438868552,0.9793011512572419,15.0,Amsterdam,46389674,3
1.000000000000003,1.0,0.9764127054416976,15.0,Amsterdam,46405080,3
2.2938288504662894,1.7411030394430378,0.9529133708952305,15.0,Amsterdam,46428787,3
2.9999999999999996,1.0,0.9565292238849069,15.0,Amsterdam,46448859,3
2.4571442284173166,1.090100187448088,0.9338309738741664,15.0,Amsterdam,46467741,1
1.0000001528588682,1.0000000146122063,0.9463818731410304,15.0,Amsterdam,7904736930,1
1.0,1.0,0.9678203777508676,15.0,Amsterdam,12713011080,1
1.006528265517128,1.001602024456321,0.9765223687276794,15.0,Amsterdam,46527401,3
1.0,1.0,0.9846873623004109,15.0,Amsterdam,46542758,4
1.0000000000010836,1.0000000000000637,0.970599334839257,15.0,Amsterdam,46553708,2
1.0000000000000027,1.0,0.9695112090090628,15.0,Amsterdam,6249848704,1
1.0,1.0,0.959667312575448,15.0,Amsterdam,2016695185,1
7.000000000176966,1.000000000001516,0.7784568856487297,15.0,Amsterdam,885659107,2
2.0,1.0,0.9545757933726208,15.0,Amsterdam,46248097,1
1.1116242159009677,1.0124642196709979,0.9679017282208213,15.0,Amsterdam,46268858,2
1.0000001867054986,1.0000000172186223,0.9113748983460918,15.0,Amsterdam,12987508333,1
1.0000000002238472,1.0000000000168958,0.948899116632723,15.0,Amsterdam,5805453834,2
5.999999999999998,0.9999999999999998,0.8414273135217147,15.0,Amsterdam,46325757,3
1.1252575429854212,1.03146466766729,0.9631524667907845,15.0,Amsterdam,3416675263,2
2.000000485490815,1.000000020628032,0.9273683091282505,15.0,Amsterdam,8036446607,2
1.0,1.0,0.9100146534855152,15.0,Amsterdam,46383015,1
1.0,1.0,0.9254431152862612,15.0,Amsterdam,3175895405,1
1.0000000003255511,1.0000000000116385,0.9615489034444633,15.0,Amsterdam,46427763,2
1.5864304055303868,1.158158860229042,0.9377980614209044,15.0,Amsterdam,2102754850,1
2.0,1.0,0.9522208177404015,15.0,Amsterdam,7800918439,2
1.0,1.0,0.9643231808141074,15.0,Amsterdam,1499334820,1
1.0,1.0,0.9757902703094157,15.0,Amsterdam,46513195,3
1.0,1.0,0.9658438884053618,15.0,Amsterdam,46544791,1
1.0,1.0,0.9754972830075638,15.0,Amsterdam,46555017,3
