city,k,d,status
New York City,3,42944320,witness
New York City,3,42944780,witness
New York City,3,42944880,witness
New York City,3,42951077,witness
New York City,3,42953940,witness
New York City,3,42957030,witness
New York City,3,42958572,affected
New York City,3,42959780,affected
New York City,3,42962429,affected
New York City,3,42964161,affected
New York City,3,42971446,witness
New York City,3,42972796,affected
New York City,3,42975455,witness
New York City,3,42978051,witness
New York City,3,42986367,witness
New York City,3,42986416,witness
New York City,3,43000445,witness
New York City,3,43002949,witness
New York City,3,43003665,affected
New York City,3,43005803,witness
New York City,3,43008113,witness
New York City,3,43010905,affected
New York City,3,43013303,witness
New York City,3,43019540,witness
New York City,3,43023260,witness
New York City,3,43023923,affected
New York City,3,43024544,affected
New York City,3,246649427,witness
New York City,3,274325536,witness
New York City,3,277385119,witness
New York City,3,278221135,affected
New York City,3,374470740,witness
New York City,3,447829828,witness
New York City,3,448152046,witness
New York City,3,470856734,witness
New York City,3,471387919,affected
New York City,3,472979798,witness
New York City,3,479847982,witness
New York City,3,484213727,witness
New York City,3,595749112,witness
New York City,3,596507412,witness
New York City,3,598622332,witness
New York City,3,598784295,witness
New York City,3,701606854,witness
New York City,3,761583564,witness
New York City,3,767502436,witness
New York City,3,1241237898,witness
New York City,3,1370721862,witness
New York City,3,1545167975,affected
New York City,3,1567286111,witness
New York City,3,1701116526,witness
New York City,3,1701252604,affected
New York City,3,1701260214,affected
New York City,3,1702839422,affected
New York City,3,1760566994,witness
New York City,3,1788027710,witness
New York City,3,1825666324,affected
New York City,3,1909472468,witness
New York City,3,1942055254,witness
New York City,3,1962543958,affected
New York City,3,2325762809,witness
New York City,3,2327295349,witness
New York City,3,2328392640,witness
New York City,3,2377652115,witness
New York City,3,2393809742,witness
New York City,3,2431641177,witness
New York City,3,2446451216,witness
New York City,3,2610355878,witness
New York City,3,2690682182,affected
New York City,3,2776601450,witness
New York City,3,2808370278,affected
New York City,3,2860983188,witness
New York City,3,2875093096,witness
New York City,3,2895362619,witness
New York City,3,3174857183,witness
New York City,3,3519902036,witness
New York City,3,3554513267,witness
New York City,3,3656036625,witness
New York City,3,3765548245,witness
New York City,3,3788309219,witness
New York City,3,3832902959,witness
New York City,3,3871072001,witness
New York City,3,4058789936,affected
New York City,3,4621179666,affected
New York City,3,4691207639,affected
New York City,3,4729745527,witness
New York City,3,4759939157,witness
New York City,3,4906764427,witness
New York City,3,4997218105,affected
New York City,3,5118503970,witness
New York City,3,5123389823,witness
New York City,3,5288127949,witness
New York City,3,5354276354,affected
New York City,3,5376251280,witness
New York City,3,5473204227,witness
New York City,3,5481877638,witness
New York City,3,5481915263,witness
New York City,3,5481915284,witness
New York City,3,5481989161,witness
New York City,3,5482577681,witness
New York City,3,5482786012,witness
New York City,3,5487731995,witness
New York City,3,5487796396,affected
New York City,3,5488133420,witness
New York City,3,5488296488,witness
New York City,3,5488328743,affected
New York City,3,5488533016,witness
New York City,3,5488584400,affected
New York City,3,5488614259,witness
New York City,3,5488639188,witness
New York City,3,5490110922,witness
New York City,3,5490127777,affected
New York City,3,5490136549,witness
New York City,3,5490139484,witness
New York City,3,5490139796,affected
New York City,3,5490153503,affected
New York City,3,5490183085,affected
New York City,3,5490208048,affected
New York City,3,5490222232,witness
New York City,3,5490486087,affected
New York City,3,5490603175,witness
New York City,3,5540498325,witness
New York City,3,5554995136,affected
New York City,3,5706568625,witness
New York City,3,5837182318,witness
New York City,3,5845742446,affected
New York City,3,5920675990,witness
New York City,3,6103568666,witness
New York City,3,6231398227,witness
New York City,3,6295190639,witness
New York City,3,6331080434,witness
New York City,3,6358339108,witness
New York City,3,6411331100,witness
New York City,3,6603084849,witness
New York City,3,6654345986,affected
New York City,3,6710346043,affected
New York City,3,6794176822,witness
New York City,3,6816421861,witness
New York City,3,6852805812,witness
New York City,3,6857504999,witness
New York City,3,6877219979,affected
New York City,3,6936641091,affected
New York City,3,6949740430,witness
New York City,3,6952744087,affected
New York City,3,7071478949,affected
New York City,3,7148818727,affected
New York City,3,7155584220,affected
New York City,3,7239176972,witness
New York City,3,7260981083,affected
New York City,3,7298067999,witness
New York City,3,7404714831,affected
New York City,3,7433543955,affected
New York City,3,7554077968,witness
New York City,3,7659376756,witness
New York City,3,7663390763,witness
New York City,3,7678847946,witness
New York City,3,7711046935,witness
New York City,3,7725181269,witness
New York City,3,7727481327,affected
New York City,3,7833521869,affected
New York City,3,7850351613,witness
New York City,3,7857650535,witness
New York City,3,7950054622,witness
New York City,3,7951097793,witness
New York City,3,7964524490,affected
New York City,3,7966649459,witness
New York City,3,7968858211,witness
New York City,3,8018964707,witness
New York City,3,8095670378,affected
New York City,3,8253436306,witness
New York City,3,8253865840,affected
New York City,3,8275457714,affected
New York City,3,8288780473,witness
New York City,3,8294911968,affected
New York City,3,8337484805,witness
New York City,3,8404036868,witness
New York City,3,8419209920,affected
New York City,3,8433855055,witness
New York City,3,8506445594,affected
New York City,3,8886936296,witness
New York City,3,8929303439,witness
New York City,3,9102756911,witness
New York City,3,9153637237,witness
New York City,3,9316758170,affected
New York City,3,9347881373,witness
New York City,3,9509518363,witness
New York City,3,9665369351,witness
New York City,3,9729480531,witness
New York City,3,9890679972,witness
New York City,3,9918054899,witness
New York City,3,9979281325,affected
New York City,3,9987325151,witness
New York City,3,10168942419,witness
New York City,3,10183024494,witness
New York City,3,10183035757,witness
New York City,3,10228306714,witness
New York City,3,10680043656,witness
New York City,3,10713497398,witness
New York City,3,10766796047,witness
New York City,3,10768307910,witness
New York City,3,10774439424,witness
New York City,3,10774439502,affected
New York City,3,10787220299,affected
New York City,3,11030812456,affected
New York City,3,11313758671,witness
New York City,3,11368897545,affected
New York City,3,11484410420,witness
New York City,3,11575291537,witness
New York City,3,11586092960,witness
New York City,3,11616874712,witness
New York City,3,11645351138,affected
New York City,3,11655553758,witness
New York City,3,11685025845,affected
New York City,3,11694917946,witness
New York City,3,11892679161,witness
New York City,3,11980118316,affected
New York City,3,12099277766,affected
New York City,3,12123720018,witness
New York City,3,12162502083,witness
New York City,3,12170251901,affected
New York City,3,12203239637,witness
New York City,3,12637129581,affected
New York City,3,12766117175,witness
New York City,3,12839249663,witness
New York City,3,12883509060,witness
New York City,3,12987425025,witness
New York City,3,13115714618,affected
New York City,3,13121238539,witness
