city,d,kappa,L1,h1,Bstar2,Bstar3,colocated,reachable
Amsterdam,46473657,1,128.28362018052132,-1,inf,inf,False,True
Amsterdam,3037038658,4,125.72855389102416,-1,196.74317603875124,311.7991572129125,False,True
Amsterdam,8307365174,4,19.187960316267496,-1,333.80861430016944,366.01760939036876,False,True
Amsterdam,46514542,2,191.69991406969265,-1,345.2330408922925,inf,False,True
Amsterdam,922662498,2,281.26302231947585,-1,314.44778230332577,inf,False,True
Amsterdam,10585373288,1,271.6520066865081,-1,inf,inf,False,True
Amsterdam,46249143,1,207.89017094985357,-1,inf,inf,False,True
Amsterdam,46268854,2,132.51062309656336,-1,191.66233605154986,inf,False,True
Amsterdam,46289604,2,111.09379978726992,-1,144.46171760930073,inf,False,True
Amsterdam,46310386,3,114.94104745259186,-1,135.30054541343677,142.3039444972642,False,True
Amsterdam,2772719489,2,41.271763358206925,-1,141.0048845109451,inf,False,True
Amsterdam,46371106,4,58.75356516495141,-1,182.59087324863924,193.06655711973616,False,True
Amsterdam,3300515578,5,82.9107258226906,-1,144.80487834946368,206.7480339063784,False,True
Amsterdam,46411017,1,127.93099772339367,-1,inf,inf,False,True
Amsterdam,46435511,3,187.18454868520595,-1,210.6741732476323,238.26550839613276,False,True
Amsterdam,1615543977,4,124.1987410739788,-1,186.38669765048132,272.1841341142609,False,True
Amsterdam,46468706,4,188.19645048894841,-1,239.17406614748143,263.35584748809265,False,True
Amsterdam,1718573622,2,194.7959097196786,-1,269.95530671882284,inf,False,True
Amsterdam,8439295219,4,71.60693625210985,-1,296.6653151743008,332.0448361659307,False,True
Amsterdam,46514806,3,169.1606320748728,-1,240.94638073056893,425.330060249871,False,True
Amsterdam,46173879,2,352.37644507556547,-1,371.4035104876316,inf,False,True
Amsterdam,46188193,3,292.065894167651,-1,325.33269522375895,436.21931023982495,False,True
Amsterdam,46209547,2,227.91923677131328,-1,284.0713349288269,inf,False,True
Amsterdam,46226051,2,198.9418974038359,-1,240.3810417972598,inf,False,True
Amsterdam,46249918,1,177.79971392220088,-1,inf,inf,False,True
Amsterdam,280989731,3,116.72484471751866,-1,179.92466263075988,250.20816944487592,False,True
Amsterdam,46288279,2,87.10082316819188,-1,164.15547735354266,inf,False,True
Amsterdam,46309533,5,14.83829185926919,-1,84.44315576358773,127.76214131720033,False,True
Amsterdam,46330371,4,87.6440979016122,-1,92.72144047969327,117.01011773251545,False,True
Amsterdam,46348429,4,60.23248279701808,-1,144.67604593139558,155.1517298024925,False,True
Amsterdam,46369747,4,71.27056252795185,-1,201.04368485762393,211.51936872872082,False,True
Amsterdam,46389668,1,176.9775084507916,-1,inf,inf,False,True
Amsterdam,940042043,1,209.12306715810104,-1,inf,inf,False,True
Amsterdam,46429656,4,153.24446005571687,-1,199.34365522636097,220.0879375490297,False,True
Amsterdam,1284046432,3,86.464046978731,-1,220.53187289887993,249.30871045641035,False,True
Amsterdam,7886095726,1,169.55084795255308,-1,inf,inf,False,True
Amsterdam,7997216056,2,185.32737412841348,-1,282.88082729539275,inf,False,True
Amsterdam,46187415,4,290.5067545986409,-1,325.18533564219183,364.41322878644553,False,True
Amsterdam,46232048,2,225.09292918640628,-1,301.3264286330414,inf,False,True
Amsterdam,6239303038,1,165.95629826336844,-1,inf,inf,False,True
Amsterdam,46269468,4,156.10923441088687,-1,219.30905232412803,228.13316590854623,False,True
Amsterdam,46289304,4,86.35944136493956,-1,134.1548053628876,200.42968521597248,False,True
Amsterdam,46308006,3,99.24966702129349,-1,100.87631558937406,180.23509037376087,False,True
Amsterdam,46328500,1,143.4906140669455,-1,inf,inf,False,True
Amsterdam,2311089467,5,108.39824980283741,-1,145.79914995600356,174.8134202653673,False,True
Amsterdam,46365716,4,106.56788502593004,-1,176.02465625855524,206.83763298709675,False,True
Amsterdam,1624052875,5,141.1053282482154,-1,185.2421758118984,252.36135390439472,False,True
Amsterdam,46410072,4,211.29916766616708,-1,226.97143686003898,235.4639463603128,False,True
Amsterdam,5911917067,2,182.7493917543326,-1,258.03306061507055,inf,False,True
Amsterdam,46450028,3,58.00059792323634,-1,116.99376858158317,252.72278847127524,False,True
Amsterdam,7944358639,3,169.81432411535988,-1,241.62910766125094,339.47175323297404,False,True
Amsterdam,46173882,4,272.1728207994649,-1,356.5941068616359,370.65145429607225,False,True
Amsterdam,46187268,3,236.08803319482962,-1,347.45078764058513,361.50813507502147,False,True
Amsterdam,46203773,3,268.86396990398,-1,291.01392714452214,305.0712745789584,False,True
Amsterdam,7093136772,2,229.2482280451403,-1,246.43009817884294,inf,False,True
Amsterdam,3898433611,2,187.59164573432062,-1,247.6192997773589,inf,False,True
Amsterdam,46270689,3,181.65714442295894,-1,201.93341607218576,235.6972819147128,False,True
Amsterdam,46287877,6,133.22911481852586,-1,170.59018851050553,191.14536429929345,False,True
Amsterdam,46307544,7,105.65353651589808,-1,139.06158345808822,145.53795174005097,False,True
Amsterdam,46322718,3,96.14458560208897,-1,121.27223908429866,173.7673666574971,False,True
Amsterdam,46346468,3,108.12005197374599,-1,143.2210857310771,170.29323094279562,False,True
Amsterdam,7042586056,3,79.63274136993924,-1,135.91314918052728,196.37976885257743,False,True
Amsterdam,2296170442,5,103.479804680333,-1,159.76021249092108,178.37444932750142,False,True
Amsterdam,1891957960,2,150.61123384686883,-1,158.637528115795,inf,False,True
Amsterdam,4625767495,4,57.71311518319652,-1,126.07142618065629,156.47490197884736,False,True
Amsterdam,3306416557,4,79.90874181856644,-1,94.64503013087928,140.09663263854378,False,True
Amsterdam,46472779,4,186.1786563121743,-1,267.0053149705818,286.3247583346796,False,True
Amsterdam,7926245407,3,199.5468634508964,-1,238.99647262460803,314.77277412428754,False,True
Amsterdam,7920375542,2,276.53919064913345,-1,357.2350599731852,inf,False,True
Amsterdam,8011011931,1,300.7949650167061,-1,inf,inf,False,True
Amsterdam,46555663,4,353.0653601162111,-1,425.46396830142623,497.9876867826305,False,True
Amsterdam,2304048772,3,309.1399822540784,-1,381.53859043929356,440.90309208176154,False,True
Amsterdam,46185495,5,204.7322156506233,-1,341.86525349136525,357.5062443327632,False,True
Amsterdam,46202403,3,224.9289598714721,-1,292.7136211956482,340.38194551783744,False,True
Amsterdam,8792828688,3,153.61023247900954,-1,188.39097261072777,309.8913123524441,False,True
Amsterdam,46246148,3,159.37878125454867,-1,181.08613451908911,228.6800251479013,False,True
Amsterdam,1350096134,5,116.06167286615033,-1,185.36291675950292,224.53717107097222,False,True
Amsterdam,1976839543,3,69.25094832639547,-1,170.3633201680837,184.39102532679482,False,True
Amsterdam,46305900,5,53.59451735744954,-1,59.89662733656197,67.53810526491654,False,True
Amsterdam,6933008649,6,31.684177001907255,-1,45.63762844424555,115.6845492179847,False,True
Amsterdam,46346389,3,91.62064634190219,-1,110.46217317576674,139.85169171043563,False,True
Amsterdam,4628978320,3,26.492257524212228,-1,130.67595364174696,164.47544653787514,False,True
Amsterdam,46386984,2,79.90564093082527,-1,102.12444775157118,inf,False,True
Amsterdam,26585460,2,72.84153515052246,-1,157.78700116928573,inf,False,True
Amsterdam,46430099,5,99.4942776848521,-1,111.1718996426604,136.97578832531457,False,True
Amsterdam,46451017,4,60.580426104805895,-1,143.6895528051916,151.51570772800613,False,True
Amsterdam,46470161,3,137.42256034410468,-1,237.56866236660994,323.9727277999177,False,True
Amsterdam,5705913800,2,205.47204036300053,-1,320.69795103639166,inf,False,True
Amsterdam,7916552429,1,359.7249693236916,-1,inf,inf,False,True
Amsterdam,1724068248,5,393.9816011715094,-1,466.38020935672444,514.5900550984086,False,True
Amsterdam,46173228,2,215.75045925505322,-1,389.5488673149214,inf,False,True
Amsterdam,46186730,4,189.2617710422361,-1,356.7615689913324,365.5362999822456,False,True
Amsterdam,46203826,3,160.25065350563932,-1,288.1309354599465,336.52518244564885,False,True
Amsterdam,401352873,2,119.35350095079582,-1,244.47489557979995,inf,False,True
Amsterdam,295085734,2,201.31512609049918,-1,228.7834901201613,inf,False,True
Amsterdam,10894631392,2,164.07485956676084,-1,208.11932855548264,inf,False,True
Amsterdam,617025696,2,91.93129457971862,-1,106.79684015173086,inf,False,True
Amsterdam,46307158,3,61.40515189778773,-1,69.9956795065726,84.75322667023542,False,True
Amsterdam,8745641794,2,130.72083569932178,-1,150.3913234320165,inf,False,True
Amsterdam,1042870353,2,92.30424183658039,-1,129.8973359887274,inf,False,True
Amsterdam,46363900,4,92.05544854582311,-1,111.99007978483333,121.72383405810189,False,True
Amsterdam,46389674,4,97.95963926341011,-1,145.8010005977202,148.04772081635508,False,True
Amsterdam,46405080,3,103.0882277448884,-1,137.0680049146883,153.6754335522764,False,True
